phonix
v160
v165
v165
v162
v164
v162
v164
v164
v168
v160
v165
v165
v165
v168
v168
v168
v168
v168
v160
v184
v184
v180
v180
v180
v180
v180
v185
v183
v183
v130
v130
v138
v100
v140
v150
v112
v112
v130
v120
v140
v140
v125
v128
v153
v120
v145
v153
v153
v153
v153
v153
v130
v185
v130
v135
v183
v100
v200
v280
v235
v250
v251
v257
v200
v280
v250
v230
v230
v283
v283
v283
v250
v283
v286
v287
v285
v288
v240
v255
v230
v235
v256
v280
v280
v800
v814
v813
v810
v830
v800
v835
v840
v858
v800
v863
v860
v860
v830
v830
v830
v873
v873
v878
v878
v800
v274
v200
v200
v228
v250
v200
v238
v212
v200
v251
v200
v241
v250
v251
v200
v285
v200
v240
v248
v240
v250
v250
v220
v255
v200
v252
v200
v230
v250
v280
v235
v235
v230
v231
v237
v270
v282
v836
v850
v830
v800
v834
v830
v200
v240
v248
v248
v250
v200
v212
v263
v225
v245
v240
v240
v255
v255
v280
v285
v230
v200
v258
v285
v280
v245
v245
v240
v248
v240
v245
v255
v255
v263
v280
v245
v210
v210
v284
v220
v270
v250
v250
v200
v230
v230
v250
v280
v283
v230
v228
v276
v200
v230
v274
v277
v200
v245
v283
v283
v283
v260
v200
v260
v265
v268
v260
v260
v280
v238
v232
v235
v270
v250
v253
v210
v800
v300
v320
v300
v300
v300
v320
v340
v350
v350
v353
v355
v352
v352
v358
v352
v352
v350
v352
v352
v358
v353
v358
v350
v352
v355
v352
v352
v352
v352
v353
v352
v353
v352
v350
v355
v351
v358
v357
v357
v352
v357
v358
v358
v358
v358
v358
v350
v358
v350
v355
v350
v352
v358
v300
v300
v380
v330
v330
v300
v300
v300
v322
v322
v310
v300
v300
v300
v350
v358
v353
v360
v350
v300
v340
v340
v385
v380
v380
v380
v300
v328
v323
v300
v320
v352
v380
v385
v345
v340
v340
v300
v350
v358
v330
v328
v380
v300
v300
v310
v310
v330
v300
v322
v320
v325
v340
v341
v342
v340
v343
v348
v340
v345
v345
v345
v345
v348
v348
v348
v348
v348
v348
v350
v350
v350
v350
v350
v356
v350
v353
v300
v310
v300
v343
v343
v343
v355
v355
v380
v385
v380
v385
v385
v380
v380
v335
v340
v340
v350
v350
v300
v350
v350
v300
v352
v230
v200
v285
v350
v350
v326
v300
v310
v310
v328
v300
v340
v325
v340
v340
v350
v354
v313
v380
v385
v328
v320
v325
v323
v328
v325
v325
v325
v328
v328
v340
v345
v345
v340
v345
v340
v340
v345
v358
v350
v355
v350
v350
v347
v347
v347
v347
v347
v347
v347
v347
v347
v350
v353
v352
v353
v350
v350
v358
v300
v325
v353
v353
v350
v362
v365
v365
v365
v365
v365
v365
v365
v365
v363
v364
v365
v365
v367
v383
v383
v383
v385
v300
v313
v334
v350
v380
v385
v375
v375
v375
v340
v300
v385
v184
v100
v180
v140
v100
v300
v230
v000
v438
v452
v582
v500
v140
v500
v380
v000
v812
v845
v845
v845
v870
v714
v747
v753
v734
v720
v733
v743
v743
v743
v753
v742
v741
v742
v743
v743
v743
v758
v765
v765
v740
v780
v725
v770
v770
v742
v740
v755
v700
v741
v752
v755
v758
v765
v768
v700
v762
v762
v763
v760
v780
v780
v786
v731
v735
v735
v700
v784
v784
v200
v230
v220
v200
v255
v250
v255
v258
v210
v213
v200
v265
v230
v240
v240
v280
v230
v231
v230
v235
v285
v280
v210
v215
v210
v214
v214
v215
v240
v231
v200
v200
v240
v250
v250
v250
v251
v250
v258
v253
v200
v280
v230
v235
v200
v240
v280
v240
v250
v200
v280
v285
v230
v260
v200
v250
v255
v280
v286
v240
v200
v220
v246
v250
v258
v200
v280
v240
v240
v245
v245
v243
v243
v240
v241
v253
v255
v500
v254
v254
v250
v580
v258
v258
v253
v250
v250
v253
v253
v250
v254
v255
v250
v258
v200
v224
v240
v258
v250
v250
v215
v200
v283
v283
v283
v283
v283
v283
v283
v283
v283
v275
v210
v215
v260
v265
v265
v268
v264
v268
v200
v263
v263
v264
v265
v268
v268
v268
v268
v268
v260
v262
v268
v264
v265
v260
v265
v265
v268
v236
v200
v230
v230
v240
v250
v280
v287
v200
v230
v234
v230
v200
v230
v240
v260
v268
v200
v224
v224
v200
v220
v240
v240
v240
v246
v240
v243
v246
v245
v240
v248
v250
v252
v254
v252
v250
v200
v268
v240
v253
v253
v253
v250
v280
v228
v200
v280
v230
v280
v283
v283
v283
v283
v283
v200
v200
v215
v200
v225
v255
v255
v000
v100
v300
v300
v430
v530
v530
v650
v650
v655
v300
v835
v800
v330
v500
v500
v300
v000
v500
v500
v580
v000
v500
v000
v400
v412
v415
v416
v416
v416
v400
v474
v450
v450
v400
v480
v485
v430
v480
v470
v474
v474
v426
v426
v450
v450
v450
v455
v400
v428
v462
v462
v484
v483
v483
v483
v483
v450
v440
v478
v530
v530
v535
v530
v538
v550
v530
v500
v532
v530
v537
v500
v500
v500
v550
v500
v530
v000
v400
v440
v430
v550
v250
v000
v653
v653
v653
v654
v654
v658
v653
v652
v530
v580
v850
v850
v852
v000
v530
v500
v000
v200
v240
v200
v252
v300
v300
v340
v300
v300
v400
v250
v600
v250
v258
v200
v250
v258
v255
v450
v480
v400
v470
v400
v480
v400
v413
v480
v483
v483
v438
v500
v550
v500
v500
v580
v550
v580
v500
v500
v515
v580
v520
v520
v540
v582
v584
v584
v583
v500
v500
v800
v181
v300
v680
v600
v230
v300
v300
v652
v600
v640
v643
v300
v000
v851
v851
v816
v836
v300
v285
v285
v380
v325
v325
v325
v350
v000
v300
v785
v000
v800
v000
v200
v400
v500
v550
v540
v500
v000
v280
v000
v236
v400
v550
v600
v140
v700
v245
v245
v256
v256
v200
v220
v280
v200
v220
v250
v253
v255
v250
v251
v253
v200
v200
v230
v280
v200
v280
v210
v216
v214
v200
v200
v283
v240
v240
v240
v255
v255
v255
v250
v258
v200
v200
v212
v240
v245
v240
v255
v263
v280
v285
v283
v200
v280
v285
v285
v200
v275
v230
v230
v200
v210
v240
v247
v253
v250
v250
v253
v258
v254
v258
v258
v255
v255
v250
v230
v200
v250
v280
v200
v255
v255
v240
v248
v240
v254
v255
v200
v215
v217
v215
v230
v215
v265
v260
v200
v262
v263
v268
v285
v284
v280
v280
v230
v238
v230
v230
v200
v240
v250
v232
v240
v400
v400
v417
v413
v410
v416
v410
v430
v435
v470
v470
v422
v425
v420
v453
v400
v450
v450
v440
v450
v450
v455
v451
v453
v453
v456
v452
v450
v450
v454
v454
v455
v450
v458
v451
v450
v450
v453
v453
v453
v450
v458
v458
v450
v458
v400
v400
v410
v413
v425
v400
v425
v435
v460
v463
v460
v460
v480
v481
v434
v430
v430
v436
v430
v470
v473
v478
v470
v400
v400
v400
v400
v450
v410
v410
v412
v410
v412
v414
v414
v415
v415
v415
v415
v415
v415
v415
v415
v415
v416
v416
v416
v416
v416
v416
v416
v416
v416
v417
v415
v417
v410
v416
v410
v410
v410
v412
v410
v414
v415
v410
v416
v413
v413
v413
v412
v412
v412
v412
v418
v416
v416
v416
v416
v415
v416
v410
v418
v418
v413
v413
v413
v413
v413
v413
v413
v413
v413
v413
v413
v413
v413
v413
v413
v413
v413
v413
v410
v410
v415
v410
v413
v418
v414
v415
v415
v415
v415
v415
v415
v418
v418
v413
v413
v413
v418
v418
v410
v415
v415
v415
v410
v416
v415
v415
v416
v416
v416
v416
v416
v416
v416
v416
v416
v416
v416
v410
v415
v410
v412
v416
v412
v412
v410
v418
v410
v423
v424
v424
v425
v425
v425
v425
v425
v426
v426
v426
v426
v428
v423
v428
v480
v483
v486
v420
v425
v483
v483
v485
v485
v485
v485
v488
v487
v428
v422
v425
v425
v426
v425
v423
v428
v423
v427
v422
v428
v430
v430
v431
v432
v432
v435
v435
v435
v431
v431
v436
v438
v437
v437
v430
v438
v430
v430
v432
v432
v435
v435
v430
v433
v436
v436
v437
v436
v435
v438
v438
v433
v430
v430
v435
v435
v438
v430
v438
v436
v436
v436
v436
v436
v436
v436
v438
v433
v430
v400
v400
v420
v428
v480
v420
v428
v430
v400
v450
v470
v423
v420
v426
v428
v453
v453
v453
v453
v453
v453
v400
v480
v425
v428
v428
v428
v428
v428
v428
v428
v440
v450
v455
v455
v450
v450
v450
v450
v450
v452
v452
v400
v425
v400
v480
v430
v430
v480
v485
v480
v480
v480
v480
v480
v480
v480
v485
v485
v485
v485
v485
v485
v480
v480
v480
v483
v473
v478
v440
v450
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v428
v400
v470
v477
v475
v473
v476
v473
v474
v470
v476
v476
v476
v478
v478
v470
v470
v476
v476
v475
v474
v475
v475
v475
v475
v475
v475
v475
v473
v476
v476
v476
v476
v476
v478
v478
v478
v473
v425
v420
v426
v428
v420
v420
v420
v420
v426
v426
v425
v428
v420
v420
v420
v426
v428
v420
v423
v426
v426
v426
v420
v433
v437
v420
v425
v451
v410
v485
v453
v400
v400
v413
v420
v450
v480
v418
v413
v410
v418
v416
v420
v425
v480
v480
v420
v480
v420
v400
v450
v400
v470
v420
v438
v425
v450
v455
v455
v450
v450
v455
v450
v453
v450
v430
v430
v430
v413
v410
v410
v400
v468
v468
v480
v480
v480
v480
v480
v480
v485
v480
v438
v400
v428
v470
v483
v435
v435
v433
v430
v420
v425
v425
v425
v420
v427
v423
v423
v425
v420
v425
v423
v400
v400
v415
v417
v435
v400
v450
v400
v440
v450
v455
v451
v455
v455
v450
v453
v458
v400
v460
v430
v438
v438
v480
v400
v417
v410
v410
v413
v410
v416
v416
v416
v416
v416
v425
v422
v425
v423
v437
v430
v430
v436
v436
v436
v400
v412
v420
v400
v420
v420
v420
v423
v426
v420
v426
v426
v426
v426
v426
v426
v426
v440
v450
v455
v455
v455
v455
v450
v455
v455
v450
v451
v451
v451
v451
v451
v453
v453
v453
v458
v458
v458
v400
v435
v435
v442
v480
v430
v435
v400
v480
v488
v480
v430
v470
v473
v428
v400
v450
v473
v476
v420
v420
v420
v420
v420
v423
v420
v420
v453
v480
v400
v400
v415
v420
v422
v400
v426
v420
v423
v455
v450
v453
v452
v452
v452
v452
v458
v400
v480
v485
v480
v483
v483
v455
v455
v455
v455
v456
v455
v450
v455
v455
v453
v400
v420
v420
v450
v400
v430
v400
v480
v430
v430
v430
v400
v400
v475
v413
v463
v463
v462
v462
v480
v481
v481
v481
v488
v485
v481
v481
v481
v483
v483
v481
v483
v435
v431
v450
v451
v458
v460
v430
v450
v450
v430
v430
v400
v450
v485
v450
v450
v452
v453
v453
v452
v452
v455
v455
v455
v455
v455
v455
v455
v456
v456
v456
v456
v456
v456
v458
v458
v458
v458
v458
v458
v458
v458
v458
v451
v450
v453
v453
v453
v453
v450
v452
v455
v455
v455
v455
v455
v455
v455
v450
v456
v456
v456
v458
v458
v453
v453
v452
v456
v456
v456
v456
v454
v450
v453
v453
v455
v455
v455
v455
v455
v455
v455
v455
v456
v450
v458
v458
v452
v458
v458
v458
v458
v458
v450
v452
v453
v400
v400
v478
v400
v400
v480
v480
v480
v480
v450
v450
v456
v450
v450
v452
v452
v450
v458
v458
v458
v400
v480
v431
v430
v400
v400
v480
v417
v410
v416
v415
v416
v418
v418
v413
v413
v470
v475
v475
v475
v410
v415
v415
v418
v417
v418
v412
v423
v428
v428
v428
v463
v463
v462
v480
v483
v481
v483
v482
v483
v482
v484
v484
v483
v481
v481
v481
v481
v483
v485
v481
v483
v485
v486
v482
v485
v488
v485
v485
v481
v484
v485
v481
v481
v485
v481
v481
v481
v481
v481
v483
v483
v483
v483
v483
v483
v483
v483
v485
v481
v483
v430
v433
v437
v437
v430
v435
v435
v435
v435
v435
v435
v435
v436
v437
v438
v435
v435
v435
v435
v435
v435
v435
v435
v435
v435
v435
v435
v435
v435
v435
v435
v435
v435
v435
v435
v431
v430
v432
v436
v436
v435
v435
v438
v438
v437
v437
v432
v438
v438
v433
v435
v435
v430
v430
v438
v437
v437
v434
v438
v432
v438
v432
v433
v430
v430
v436
v436
v430
v432
v434
v435
v435
v435
v435
v438
v438
v434
v435
v435
v435
v435
v435
v435
v435
v435
v430
v431
v431
v431
v435
v435
v435
v435
v435
v435
v437
v435
v431
v436
v436
v436
v438
v438
v438
v438
v438
v438
v438
v435
v435
v435
v436
v438
v437
v438
v430
v400
v463
v468
v400
v480
v420
v425
v451
v450
v423
v470
v475
v470
v476
v476
v476
v473
v470
v476
v476
v476
v476
v476
v476
v470
v474
v475
v470
v476
v476
v476
v475
v476
v478
v478
v478
v478
v478
v470
v478
v470
v470
v475
v470
v473
v473
v474
v475
v475
v475
v476
v476
v478
v478
v473
v473
v478
v478
v478
v473
v478
v450
v450
v430
v430
v400
v440
v480
v450
v450
v430
v430
v400
v400
v482
v486
v485
v483
v485
v481
v482
v500
v500
v514
v514
v520
v520
v520
v530
v530
v530
v530
v530
v530
v530
v535
v530
v520
v520
v541
v547
v547
v540
v550
v558
v553
v553
v550
v552
v550
v550
v558
v553
v553
v553
v553
v553
v554
v500
v560
v564
v565
v500
v560
v564
v564
v560
v568
v560
v580
v580
v585
v580
v530
v530
v535
v530
v530
v535
v530
v536
v532
v534
v578
v578
v500
v500
v585
v585
v512
v512
v513
v513
v510
v510
v512
v512
v515
v518
v518
v518
v513
v514
v514
v510
v515
v518
v518
v516
v510
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v516
v518
v514
v512
v512
v512
v515
v518
v518
v534
v534
v530
v530
v530
v530
v530
v530
v530
v536
v540
v540
v550
v500
v500
v545
v540
v545
v540
v540
v543
v548
v545
v545
v550
v550
v553
v553
v553
v553
v553
v553
v553
v553
v552
v558
v553
v553
v553
v500
v564
v560
v562
v562
v562
v562
v562
v565
v565
v560
v545
v555
v560
v585
v500
v580
v581
v582
v582
v583
v500
v582
v582
v584
v582
v500
v550
v550
v580
v520
v520
v525
v522
v530
v530
v535
v500
v540
v570
v520
v500
v520
v525
v520
v540
v542
v540
v550
v550
v550
v550
v555
v557
v557
v530
v530
v530
v500
v560
v564
v560
v560
v565
v525
v580
v585
v580
v530
v530
v536
v523
v523
v545
v540
v540
v545
v545
v545
v545
v550
v550
v500
v560
v540
v550
v500
v555
v555
v530
v563
v563
v563
v550
v558
v500
v500
v520
v530
v530
v530
v530
v500
v540
v548
v550
v553
v553
v553
v558
v558
v500
v560
v500
v564
v564
v568
v568
v560
v564
v565
v565
v555
v568
v568
v568
v568
v568
v568
v500
v580
v580
v530
v530
v500
v516
v516
v516
v510
v510
v510
v510
v517
v515
v513
v516
v510
v565
v565
v565
v565
v562
v565
v560
v580
v581
v581
v581
v584
v583
v583
v584
v587
v584
v584
v581
v581
v581
v583
v583
v583
v583
v583
v530
v535
v530
v553
v553
v556
v560
v580
v520
v500
v530
v530
v528
v500
v500
v514
v513
v520
v524
v525
v525
v525
v525
v525
v500
v542
v540
v550
v550
v550
v553
v550
v550
v550
v555
v558
v553
v580
v582
v583
v583
v583
v583
v583
v583
v583
v583
v583
v583
v536
v543
v500
v520
v520
v526
v584
v584
v584
v523
v520
v525
v520
v528
v525
v582
v584
v586
v588
v520
v522
v525
v526
v523
v530
v530
v531
v534
v534
v534
v534
v534
v536
v530
v537
v530
v538
v530
v534
v534
v534
v534
v530
v536
v531
v536
v536
v536
v536
v532
v532
v534
v534
v534
v535
v535
v536
v538
v538
v538
v538
v538
v533
v533
v534
v538
v538
v532
v530
v535
v535
v538
v534
v530
v530
v530
v534
v534
v534
v535
v535
v530
v537
v537
v530
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v530
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v536
v530
v530
v530
v536
v530
v500
v500
v540
v540
v550
v555
v550
v585
v580
v580
v583
v538
v543
v500
v580
v575
v574
v575
v578
v520
v525
v526
v526
v526
v526
v520
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v525
v525
v520
v526
v526
v527
v525
v525
v525
v526
v528
v528
v523
v527
v524
v520
v525
v520
v520
v524
v524
v524
v524
v525
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v524
v525
v525
v525
v523
v523
v527
v526
v526
v526
v526
v526
v526
v528
v528
v528
v528
v528
v523
v520
v526
v524
v525
v525
v528
v524
v528
v525
v524
v543
v550
v500
v514
v518
v520
v583
v583
v520
v520
v530
v540
v540
v540
v550
v550
v558
v558
v540
v580
v580
v585
v530
v528
v525
v520
v524
v525
v525
v525
v525
v525
v525
v525
v520
v528
v528
v522
v524
v524
v525
v525
v526
v526
v526
v525
v547
v540
v542
v500
v500
v514
v514
v540
v540
v554
v550
v553
v565
v565
v580
v500
v500
v525
v550
v500
v565
v580
v580
v580
v584
v580
v530
v530
v514
v526
v584
v526
v550
v552
v550
v580
v585
v500
v550
v550
v565
v558
v558
v580
v500
v550
v557
v555
v570
v582
v580
v584
v584
v586
v583
v586
v580
v580
v581
v581
v581
v583
v583
v584
v584
v584
v584
v584
v584
v584
v583
v583
v584
v584
v584
v585
v584
v585
v585
v582
v581
v581
v583
v583
v583
v583
v583
v583
v583
v583
v530
v532
v534
v534
v530
v530
v530
v532
v522
v530
v530
v531
v530
v534
v534
v534
v534
v535
v535
v531
v530
v538
v538
v538
v538
v537
v534
v535
v535
v535
v536
v530
v530
v532
v532
v532
v533
v530
v532
v534
v534
v534
v534
v534
v534
v535
v535
v535
v535
v535
v535
v535
v535
v538
v538
v538
v532
v532
v534
v534
v534
v535
v530
v538
v532
v535
v535
v534
v534
v534
v534
v534
v534
v534
v534
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v535
v530
v538
v538
v538
v538
v538
v535
v536
v536
v536
v536
v536
v534
v530
v535
v535
v535
v538
v530
v535
v538
v558
v553
v558
v587
v583
v576
v500
v560
v500
v540
v500
v550
v550
v580
v580
v584
v584
v584
v584
v585
v580
v584
v584
v584
v587
v585
v585
v584
v587
v580
v584
v586
v587
v584
v583
v580
v586
v000
v200
v500
v300
v500
v200
v500
v100
v120
v123
v181
v180
v143
v150
v168
v160
v180
v140
v145
v143
v100
v174
v174
v174
v174
v120
v120
v123
v760
v180
v184
v184
v120
v143
v180
v138
v126
v120
v120
v125
v145
v140
v145
v145
v100
v132
v140
v145
v145
v143
v140
v145
v145
v140
v145
v150
v150
v153
v185
v184
v183
v183
v183
v183
v183
v183
v183
v183
v100
v140
v141
v143
v142
v142
v145
v145
v140
v140
v145
v142
v143
v158
v185
v130
v100
v180
v140
v140
v141
v141
v141
v141
v141
v147
v142
v142
v142
v142
v145
v145
v145
v142
v140
v143
v143
v143
v140
v143
v145
v145
v143
v145
v145
v180
v165
v160
v168
v164
v164
v164
v168
v180
v184
v130
v132
v130
v133
v132
v130
v131
v180
v240
v236
v200
v240
v240
v245
v240
v245
v245
v240
v255
v250
v200
v000
v600
v610
v610
v610
v615
v610
v610
v615
v680
v685
v630
v630
v670
v673
v622
v620
v620
v625
v625
v625
v625
v625
v628
v600
v600
v620
v650
v680
v620
v622
v620
v624
v624
v620
v650
v652
v650
v651
v651
v651
v651
v651
v651
v655
v650
v650
v658
v658
v658
v653
v653
v653
v653
v650
v653
v652
v652
v652
v652
v652
v651
v657
v652
v652
v650
v657
v653
v653
v658
v658
v658
v600
v680
v680
v620
v680
v686
v685
v685
v685
v683
v630
v635
v630
v600
v620
v600
v680
v680
v670
v675
v672
v600
v680
v680
v100
v120
v180
v140
v150
v158
v170
v128
v130
v130
v148
v140
v100
v100
v180
v100
v150
v180
v130
v180
v180
v148
v140
v100
v128
v143
v150
v150
v100
v100
v100
v128
v124
v140
v135
v135
v200
v230
v230
v230
v231
v255
v253
v252
v252
v260
v260
v260
v800
v820
v840
v840
v855
v855
v850
v853
v800
v860
v800
v200
v220
v251
v251
v251
v251
v252
v230
v214
v214
v214
v234
v232
v200
v200
v200
v214
v212
v214
v200
v243
v240
v240
v254
v243
v243
v253
v253
v230
v800
v820
v832
v860
v860
v820
v840
v840
v858
v852
v852
v887
v200
v240
v265
v280
v200
v260
v280
v300
v325
v345
v350
v300
v345
v343
v340
v350
v353
v300
v340
v340
v352
v300
v380
v385
v383
v330
v330
v385
v340
v350
v300
v350
v345
v350
v360
v360
v360
v380
v350
v350
v380
v000
v600
v680
v614
v614
v620
v622
v635
v670
v673
v623
v630
v630
v680
v682
v640
v645
v640
v645
v645
v645
v645
v650
v654
v654
v658
v651
v658
v653
v653
v653
v653
v653
v653
v653
v653
v653
v653
v654
v657
v657
v658
v658
v658
v658
v658
v658
v658
v653
v653
v653
v653
v653
v658
v640
v680
v682
v685
v632
v638
v674
v674
v600
v650
v650
v700
v742
v745
v755
v730
v783
v730
v216
v216
v240
v251
v253
v253
v283
v240
v254
v251
v250
v253
v253
v253
v253
v253
v253
v253
v253
v258
v258
v268
v285
v230
v238
v240
v260
v268
v200
v200
v255
v250
v230
v230
v238
v230
v267
v235
v230
v200
v238
v248
v248
v240
v260
v230
v200
v248
v250
v258
v255
v253
v280
v283
v200
v240
v268
v261
v268
v300
v420
v600
v600
v620
v640
v640
v650
v650
v658
v680
v680
v620
v620
v630
v630
v600
v640
v650
v650
v658
v653
v680
v630
v630
v670
v670
v620
v625
v650
v653
v650
v652
v653
v652
v652
v650
v650
v640
v650
v680
v680
v685
v685
v685
v685
v681
v680
v683
v683
v683
v683
v683
v683
v683
v630
v673
v680
v680
v682
v685
v685
v684
v685
v681
v680
v280
v250
v250
v250
v250
v250
v200
v230
v258
v240
v250
v251
v258
v274
v250
v258
v258
v240
v240
v200
v280
v263
v450
v453
v400
v420
v450
v400
v430
v430
v400
v450
v450
v452
v452
v452
v453
v480
v430
v400
v430
v500
v500
v528
v530
v534
v528
v500
v540
v550
v553
v553
v550
v555
v555
v558
v550
v553
v553
v500
v580
v530
v538
v530
v538
v516
v516
v516
v516
v516
v540
v540
v545
v540
v545
v550
v553
v553
v553
v552
v550
v550
v550
v553
v553
v553
v553
v553
v553
v553
v553
v500
v580
v583
v530
v530
v500
v574
v553
v520
v500
v580
v550
v552
v550
v553
v583
v532
v538
v525
v545
v583
v520
v525
v543
v543
v550
v553
v553
v500
v500
v580
v583
v583
v583
v583
v530
v500
v500
v580
v540
v543
v540
v500
v530
v585
v500
v530
v530
v543
v530
v537
v512
v580
v534
v530
v537
v530
v538
v500
v512
v540
v540
v555
v500
v562
v580
v585
v585
v580
v583
v530
v530
v530
v500
v580
v530
v543
v543
v520
v560
v550
v552
v500
v500
v570
v543
v543
v543
v543
v550
v550
v580
v530
v530
v543
v543
v528
v500
v538
v528
v580
v583
v583
v585
v581
v581
v583
v583
v583
v584
v530
v538
v538
v538
v538
v550
v500
v585
v600
v620
v620
v620
v620
v640
v643
v640
v655
v655
v650
v650
v654
v652
v655
v658
v650
v657
v657
v657
v657
v650
v653
v658
v658
v658
v660
v680
v685
v683
v635
v650
v600
v680
v100
v100
v150
v160
v100
v150
v150
v120
v180
v260
v230
v230
v240
v258
v230
v000
v600
v613
v635
v651
v652
v653
v653
v653
v680
v685
v683
v630
v684
v000
v620
v684
v620
v688
v635
v620
v625
v640
v645
v645
v653
v653
v653
v653
v640
v600
v680
v684
v600
v620
v623
v680
v684
v618
v620
v660
v680
v630
v620
v620
v620
v625
v653
v652
v640
v680
v684
v685
v634
v630
v674
v684
v685
v600
v620
v600
v642
v640
v650
v650
v630
v600
v630
v685
v600
v670
v630
v600
v680
v630
v600
v673
v653
v823
v855
v854
v850
v854
v855
v830
v845
v845
v840
v850
v300
v340
v340
v370
v320
v320
v320
v355
v300
v310
v315
v310
v360
v380
v380
v380
v330
v300
v330
v300
v335
v300
v370
v300
v380
v335
v320
v310
v320
v380
v320
v328
v320
v328
v348
v350
v350
v350
v352
v355
v350
v380
v385
v383
v340
v341
v355
v355
v340
v350
v361
v380
v360
v360
v360
v380
v380
v380
v380
v340
v300
v380
v380
v625
v630
v670
v652
v650
v652
v653
v653
v630
v635
v635
v635
v635
v700
v740
v750
v753
v753
v700
v700
v740
v785
v785
v700
v700
v738
v700
v750
v780
v780
v780
v743
v000
v500
v300
v000
v000
v400
v500
v000
v000
v800
v835
v820
v830
v812
v800
v830
v840
v840
v855
v830
v800
v820
v855
v800
v830
v830
v830
v830
v836
v836
v836
v800
v820
v826
v840
v850
v850
v850
v850
v850
v850
v853
v800
v800
v860
v860
v830
v836
v800
v812
v812
v814
v814
v810
v810
v814
v816
v816
v816
v810
v810
