haase_phonetik_primary
9
91
91974
919
925962
9392
94972
94972
949896
9497
9498
9479
95962
951978
95297964
9538
954972
9529
9692
96952
9692
9692
9629792
9696896
969792
9698292
9696896
97295
972969
97869
9798292
9798
9796
97968
9796896
9798
978292
9783952
978
98
98962
989
9896
9896
985962
98698
91
919
9192
91929
91929
91929
9192959
919297
91929
9197
9196
91959
919598
9196
91964
91969
919629
9197
91979
919719695
919749
91979
919769
9197498
9197
9198
919895
9198959
9198
91989
919829
9192
91929
9192964959
91929
919294959
9192969749
91929
91929
919689
91939
919
919
9193
91989
91
919
9192989
91969629
9196
919769
9198
91989
9198
91989
91929
9192969749
9192959
91929
91929829
91989
919
9196
91969629
91969
9192
919
91969629
91969629
91964296
91964
9192
919
91962962959
919629689
9196989
9192
9192
91928
9192
91798929
91798989
917989
918
9195
919
918929
912959
912959
912959
912959
91296
91295
9129595
912959898
912953929
912954969
91295929
91295929
912959596
912959692
912959197
912959392
9129549297
9129549796
912959
912959293
9129569594
9129569594
912956989
912956919
91295697
9129549297
91295796
9129579696
9129589596
91295892
91295391
9129
91295
91295
91296
912979696
9129
912959
91296
9129
91295
9129
91293
9129
91295
912959
912959
9129592
912959
912959898
912954969
91295929
912959496
912959692
9129594
912959197
9129549297
9129549796
9129549796
912959
912959
912959
912959293
912959
9129569594
91295796
91295796
9129579696
912979696
912979469693
9129796
912979696
912989596
919
919
9197
91919
91949898
9192
91929
919296
91927919
919
9195
9194
9194596
91929
919
9195
91959
919597
9195972
91959729
91959
9195929
919598
9195964
9195969
9195
91959
9195969
919597
9195972
9195979
91959
91959
9195696
91956
919596
919593
91958
9195896
91959
9196
91969629
91962
91962969
91962792
9196896
91969
91969
919697
91968
9197
91979
9197982979
9197879619
9197296
919794
91974
9197495
919796
919759
9197696
91976929
91976929
91976929
91976929
91979
91978
91978952
9197896
91972
91978
9198
91989698
91929
919
91929
91929
91395
91395297
91952
9196497
91942
9192
91929
91929
91979
919495
91959
91952
919598
919598
91969
91969297
91964
91964296
91959
919894
9192195
91929
9198
91989
91939
9149796
9149
9159
91596
915964
9159
915989
9159
9159296497
9159696
91597
91598
91592
91596
915964
91594
9159629
9169
91697
91692
9169
919
91949
9192959
9195939
9195968
91952
9196
919689
919689
9192
919729
91976
9192
9192
91929
9195939
9195986
91969297
919892
919
919298
91596951
9179
91796
9179696
917968
91796896
91796896
9179696
9179629
91796
917968
91796
91796
91796894
9179696
917969
9179693
9179693
91796939
917969394
917969398
917969398
917969398
9179693849
917968
91796849
91796849
91796896
9179696
91796298
9179
917942
917949
91795
91796949
9179
917979
91798
9179
91793
91793
9179
91796
91796
917949
91795
917949
91795
917959
91798969
9179
91796
917969298
91796
91798929
91798989
917989
91798969
917989
9179
9189596
9189596
91897
91897
918979
91897
918979
91896
918296
918296
912
9129
918
919
91959
9196
91919497
91919497
9192
9194
9195
9195939
91949696
919498959
919629
919497
91959689
9196298
9196298
9196298
9196298
919629
919729
91989691
9192
919296
919892
919
949
94989
9492969
9496
94961979
94963979
9497
94989
9496
9849729
9849729
98929
9892979
9892979
984969
989729
98979
9893929
98969
9898
984959
984969629
984972
984972969
984976979
9849789
9849789
989
989195
9891929
98919
98929
989
9892969
98959
989689
9897
989792
98979
98979
98929
98929
98929
9893929
9893929
989398
989398
989
983959
94
949
9494989
9496
94979
9498
94197497
949
94961964
949
9495195
9496
9496194
9497
949896
949
94959
949598
94959
9496
9496
9497
94696
949
94964
9497
94972
94976
948
94296
942961974
94297
942971974
9429793
9493
9489497
9892979
989769
989729
989
9892959
98929
949
9495
94958
9495896
9496
9497
94971974
949792
949746942
94975962
949759
949759
9497696
9497696
94978
9497896
94972
949
94968
949896
9498
945962
94596
94597
94598
9459
94596
94696
94696
94792
948
98596
9491
94919
9498959
9494
9493
94961
9496
9497
94972
949729
94976
94978
949829
9492
94948
94937929
949
94972
9493959
9493939
949
9495969
949829
9498291989
949829
9879
9879
9879
9879696
98798
9879
9879
98
98298
982496896
98296
9493
94969
949629
9491
989
929
92949
929
9297
9297
92949
92959
9296
92969
92969298
9296969
9296494
9296494
9296894
9296894
9296894
92969
929698
929694
929698
929698
929698
92969
929694
929696
929698
929694
929694
929698
929698
929694
92969298
929649398
92969
92969698
9296919598
929698
929693
92969394
92969398
929693849
92968
9296896
9296849
9296849
9296896
92969
929698
92969
929696
9296
92964
92968
929
9297
9298
92929
92929
92939
929
929
98494
984948
92919
929
929
9297
92969
92968
929629
92979
9296
929
929759
929759
9297896
92989
92989
92989
929
92948
929492
929
92949
92964296
9298
929896
9259696
92597
9259
929
92969
9296989
92929
92989
92989
929
929
92919
92919
92929
929
9294949
92949
92949659
9295
92951974
9295949
92959
9295972
9295989
9295
9295696
9295696
9295697
92956962
92958
929581974
92958197497
9295896
92958197497
92958296
9296
92969
92969
9296
92969
92969796
92969
92962
929
92919
9297
9297952
9297952
9297952
9297696
9297696
92978
9297896
9298
9298969
9298969
92989
92989
9292969
9293959
9293959
9293969
9293969
929
92969
92969
929
929649
924929
92497
92497896
9296
92969
9294979
929
9291
92919
929498
929
9295
929496
9295
92959
9296
92969539
92919279
9298
929896
92948
929
929696
9292962
92497896
92496
924968
92496896
9249896
9249896
9259
92596
9259396
9259
9259696
92597
9259
925964296
92698
926979
92696
92697
9269
92953
929539
92953896
92953
929539
929538
92953896
92953896
9295398
9296
92969298
9296949
929692
9296
92969
929698
92979
929796
92976929
92976929
929769
9279469
92796
92796
9279689
927969
927969
9279689
92796896
92796896
92792949
92795
92796
92796
9279397
98929
9892
9892
9896
929
9291929
929295
92969
92989
929896959
923969
9239629
923964959
92395
929
98969
91978952
919
919897
9159
919
929
9497297
9
958
95964
96989497
9697
9159
9769
978
979
9819497
9859696
9859696
9859696
9893
939159
9395939
93969297
93295
9393974
9392929
93952
93952
9395297
9396929
93594
93597194
93594
935929
9395297
9395297
939689
9379629
9379629
9395
93989
934969
9393
93939
935949
9359
93696
939
9395919
93964
939696
939689
93796
93798919
9379
937949
93794969
937929
9379
93897
93897
938979
93291
9329698
93296
939
93895
938959
949
94929
9494
949
949696
9496
949696
94968
94919
9491929
9497
949796
94972
9497395
94973959
9498
94929
949291
94929
949296
94989796
94989
9419
941969
9419
941959
9419598
9419694
94959
942919
949
949
9495
94969
9496
94969
94961792
949697
94968
94962
9497
94978
9497297
9497296
949
9497395
9498
949597
9496
9497
94978
949896
9492
9479
949
94969
949696
94989
94989796
94959
949
9498
9495979
9496
94968
94979
9498
9459
94597
94596
945969
945929
945929
9459
945919
946929
946962
9469
946959
946959
94697
94698
946989
94698
946929
94693
9469
9469279
94698
9469
946959
946969
94697
94698
949
949459
94959
94968959
94969
94969
949196
9497
949829
949829
94982969
9498296959
94982969
94982969
94982969
949829
9498296
9493969
9419
94196
9479
947969629
9479693
94798
9479395
94798
9479
947929
94792969
947959
94796
94798
94798
9479829
9479829
9479829
9479
94794959
9479829
947959
94796896
9479
94796
947962
947989
9429791
949
94929
94929
94959
94969
9498
949839398
949
94929
9492959
94929
949
94929
949597
94979
949798
94979
949459
94945979
9497
94949
94959
949597
949597
9495979
949597
9495972
9495979
949596
94959
949598
94969
9496949
94969529
9496949
94969
94979
949798
949597
9496298
9496298
9496298
9496
949789
9497498
94979
94978
949729
9498
949829
949829
9498296
94982969
949829
9439
949
9491964
949
949496
949696
9496964
9
91
92
929
952
9692
9692
9796
97969
979696
972
98296
98
9292
976
9769
929
9
976
9769
9768
9
969
97
95
951974
951976
9517962
9517962
9517942
959
9593952
959697
9596
9597
95978
95978697
95972
9598
953
953952
953952
954796
954796
9596
9596
956
95696
959
954982
95794
957948
95859497
958292
95827962
9582796
9583929
9596
9593959
953978
9692
96929
969296
96929
96989
9696
9692
9697
96929
96929
96929398
96
969
969
9696
9697
96972
9
959
95959
952
9696
9496
97
97962
9796896
97962
9796958
9796958
97968
97962
97964
9762
9768
9896
9896
98964
9
96929
969
9
94
94959
9497
9496497
92
929
92959
929
929
959
94697
979
9496
94968
949
9496
94968
94696
9596
9598
959
9593
95
958
9597
951972
9589
958294
9583972
958
96
9696
9697
969
9698
96969
968
96
969
96196297
9698
9649
96497
9659
96894
96859
96859
9683972
969
969
989
91978194
972
9798
979
97492
97972
97972
97964296
979
97959
979529
972
979
98961974
9896179
981979
982791
929
9849896
9849896
9298
92496
924968
92496
9296
9
929
939896
939
98939
9
9
959
969
9696
9695
969
9
948
9
92979
959
9696
979
91959
939
95969
95969
96979
96979
949
94949
94989
949
94949
9496
9496989
9496969
94969
949619
949629
949
9497
94972
94989
949
9498939
94197
941979
9419592
949
949
949782
9495
94959
94959
949696
949696
949696
9496
94968
949
9497
94971974
949759
94975962
949759
9497696
949792
94978
9497896
949782796
94979
9498
949896
949896
949
949396
94297
94297
949
94919
9495
949593
9496929
9496
94969
94962959
949698
9496959
94968
94968969
949639629
9496969
94969
94929
949
94969
94989
949
9497696
9497696
945
94598
9459
94695
94696
949
949196
949193
949196
94929
94196
94796
947939
9479
9479249
947942
94798
9489692
94895792
9489
9489
94297
94298
94297
94297
949
94959
94969
949294939
9495
95
959
959194
959192
95919
9591796
959179
95929
959296
95939
95939
959498
959469
95949
959692
959
95969
9596
95959
9596
95969
959696
9596197
9596929
9596929
9596979
9596497
95969
95969
9596959
9596959
959696
95969
959698
959619
9596
95969
95962
9596297
95962
95969
959698
959698
95969
959689
959
959
95919
9591929
95949698
9597
9597496
9597296
95979
959792
95979
95979
9598
959819
9592959
95929
9592979
959279829
959297
95939
959397296
959398
95939
959397
95939
959
959
9596
951
9519
95194
95197
9519479
951959
95195929
95196
9519698
95196989
95196989
9519698
951969
951969
951969
951969
95197929
9519796
95197959
95197959
951979649
9519798
9519798
951979896
9519796
95194
95196
95193979
9519
9519794
9519
9519
95197
95194
9519
951959
95196
95197
951979
9519729
9519729
951972964
951974
9519749
951974969
9519749
951979849
95197989
95197949
95197969
95197969
95197698
951979
951979
951978
95197896
951972
9519729
951972959
95197297
951972
9519729
9519729
95197296
951972969
951972969
9519729
951972969
951978
95197896
95197896
95197298
9519729
951978
951979
9519
951969
95197
95192798
95198
9519597
95196
95196497
951969
951969
95196896
95196
95198
95198296
9519297
9519279
95198
951989
951989798
9519
95196
951969
95196929
95197
9519798
951976
95197698
9517942
9517962
9517942
951794896
95179896
951794
9517942
9517964
95179296
95179
9517942
9519
9519769
9519
951949749
9519798
95197497
9519749749
951979
95198
9519
954929
954959
9549529
954969
95496297
954962979
95496297
95496279
9549798
9549798
9549798
954979
9549892
9549297
9549897
9589
958929
958979
954
95496
95892
958929
958969
958969
95896297
958969
95898
9589397
9549897
95494
95496
95496895
9549796
954976
9549729
9549897
95492
9549397
954948
9549897
952
9529
952919
952949
95294
952969
95296
952969
952919
952919
952979629
95298
952939
952939
9529
95298
9529
9529
952949
9529497
95296
95296297397
95297
952972989
95297929
95297929
95297397
95297964
95297696
952978
95297896
95297296
9529
9529
95296
95296497
95298
9529
95298
952792
95279249
9527929
952794
95279249
9527949
952796
958292
9523972
9529
959
959
9598
95989
95989
9594
9594896
95929
959
9596
9593
9594929
959479
959479
959489
9596279
9596279
95962798
95962798
959627969
9596279
959
9598
959469
959489
95948962793
9594896279398
959489696
9594893
9594898
9594894
95959
9596
959696
9596969
95969
95969
95969
9596
95969
9596497
9596498279
959
959496
9597
95978
95972
959729
9598
959896279
9598
95989
95989
9598979
95989
95989
95989
959869
