spfc
3300
30300
33334
30300
31359
31320
31374
31374
37370
35310
36310
35310
31396
36393
30395
36392
31397
31390
31360
31369
31360
31360
31365
37366
31364
37360
37366
32345
34345
34345
37340
36340
34340
36346
37346
36340
37340
31340
36347
36300
31306
36300
37300
34300
31309
36306
30300
30300
31330
31330
31330
31330
32335
35335
31330
35330
34337
32330
36339
34330
33336
34330
31336
35330
35330
32334
30334
35330
34334
36334
35330
36330
32330
32330
36330
36330
31330
31330
31330
32337
31330
32337
30337
31330
31330
36336
30300
30300
30300
30330
36330
30300
30300
36335
31336
34330
34334
36330
36330
36330
36330
31330
30337
32337
31330
31337
36330
30300
34330
31336
34330
31330
30300
31336
31336
37336
30336
31330
30300
32336
36336
36336
31330
31330
36337
31330
31334
36334
36334
36330
32330
30300
31331
32335
32335
32335
32335
34335
32335
32335
36335
31335
34335
31335
31335
34335
31335
35335
31335
35335
34335
32335
32335
30335
30335
36335
30335
35335
35335
34335
37335
34335
31335
30335
31330
32335
32335
34335
37335
31330
32335
34335
31330
32335
31330
31330
31330
32335
32335
32335
31335
32335
36335
34335
31335
34335
31335
30335
35335
35335
34335
34335
32335
32335
32335
32335
32335
30335
34335
34335
37335
37335
30335
34335
37335
34335
30300
30300
35330
30330
36331
31330
31330
34335
30335
30300
32330
33330
34337
31330
33330
32330
32330
35339
31339
31339
32330
31339
36339
33339
34339
32330
32330
34339
35339
31339
35339
32330
32330
37339
34339
34339
32330
36339
37339
32330
34330
31336
31336
34336
31336
37336
34330
33336
35336
36336
35330
35330
37334
30334
34334
33334
33334
32334
34334
32334
37334
31334
31334
31334
31334
35330
36334
31334
37334
31334
36334
36330
36330
31330
30300
31330
31330
32332
37332
31339
35336
31331
31330
31330
31330
35330
32337
32330
31339
36339
36339
34330
35336
33336
37336
32330
33330
32337
31330
36337
36330
30330
34331
30330
32330
34339
33339
32330
36339
32330
35339
37339
35339
36339
31339
34339
33339
33339
31339
34330
35336
31336
34330
30300
33330
32335
32339
36339
31339
34330
30336
36336
31330
31334
34334
31330
31330
31337
32339
37339
35336
31330
30300
36337
32332
35330
34334
37334
36334
37334
37334
37334
31334
34334
36334
34334
34334
30334
37334
34334
32334
30334
30334
30334
36334
36334
36334
30334
36334
30334
30334
37334
37334
36334
35330
31334
33334
32334
30334
35330
35334
36334
35330
30334
35330
35330
34334
34334
30334
32334
33334
32334
32334
34334
35330
34334
36334
34334
31334
36334
36334
34334
36334
35330
34330
34330
37330
37330
37330
37330
37330
37330
37330
37330
31330
31330
36337
30300
32330
34330
35333
35333
31330
33330
32330
32330
34337
32337
31336
35331
30339
36336
36336
36336
36336
31336
31334
30330
31330
37330
31330
30300
30300
30310
34315
34310
35316
35316
35310
36310
34310
31314
31314
31310
37310
37310
34310
31314
35310
31318
34310
36310
32310
31316
31314
34314
35314
36314
36314
30300
32313
31313
30310
31310
30300
37310
32310
30316
35310
31314
35310
35310
31310
31310
31310
31318
31318
36318
36318
30300
32312
30300
30300
36311
34310
35310
36317
35313
30300
33316
30300
32319
34310
30316
35310
37310
30300
32310
36319
32310
34310
34310
35311
37310
30300
33316
35310
31314
34314
36310
37310
33317
37310
33317
32317
32310
35310
35315
34314
31314
30300
32317
31310
30310
32311
36311
37311
34311
35311
33311
31311
31311
31311
32311
32311
37311
37311
36311
37311
31311
30310
36311
37311
36311
31311
34311
35311
36311
32311
34311
37311
37311
31311
36311
34319
30310
30310
32311
30311
32310
30316
34310
35310
31314
31314
34314
36314
31310
31310
33310
31311
30310
31311
32311
30311
30310
34311
31311
30311
31311
35310
35310
35310
37314
36314
35310
35310
36310
36317
37317
37310
32310
34310
31316
32310
30300
31300
30350
31300
35350
35357
30350
32350
34350
34350
36356
37350
30356
30356
30356
30356
30356
34350
30356
30356
36356
36356
36356
34350
30356
37350
30356
30356
30356
30356
36356
30356
36356
36356
34350
36356
36356
36356
30356
30356
36356
30356
36356
37356
30356
30356
37356
34350
36356
34350
37350
34350
30356
36356
31300
35350
36350
31350
31350
31300
31300
31300
30351
33351
30350
31300
31300
35350
34350
36356
31356
35350
34350
31300
32354
32354
37354
36350
36350
36350
31300
36351
31351
31300
33350
37356
36350
37350
37359
35359
32350
31300
34350
36356
31350
30350
30350
31300
31300
30350
30350
33355
31300
30357
30350
32351
32350
33359
30359
32350
31359
36359
32350
37359
37359
35359
31359
36359
33359
35359
37359
35359
37359
34350
34350
34350
34350
33356
34356
34350
31356
31300
33352
35350
31354
31354
31354
37354
37354
37300
37354
36350
37350
37350
36350
36350
33357
32350
32350
34350
34356
31300
34350
34350
31300
30356
31357
35357
37357
34350
34350
35351
31300
30350
30350
36351
31300
32350
34357
32350
32350
34350
32356
37352
36350
37350
33350
33350
37357
31357
37314
34310
36316
37316
37310
37310
32350
34359
34359
32350
37359
35359
32350
37359
36356
35356
34356
35356
34350
32359
32359
37359
32359
32359
36359
37359
37359
36359
34350
36356
30356
31356
34350
34350
36356
35350
34354
31354
31354
34354
34354
34354
34354
30354
34354
34354
36354
37354
34354
30354
32354
34354
34354
35354
31350
31350
31350
37350
31300
31353
32355
34350
36350
32350
34358
31358
32358
32350
31300
34350
31334
30300
37330
32330
30300
31300
37374
3300
36397
33396
35360
35360
32320
34340
36347
35300
35303
37309
37309
37309
32300
32323
30329
35326
32325
30324
31327
31329
31329
37329
31326
30329
30329
30329
31329
35329
37329
36326
31324
31324
32320
36320
34327
32320
32320
33329
33329
37320
32300
30329
33326
34326
36326
34324
30324
35320
30324
34324
31324
35320
37320
37320
37320
30327
36327
