N5000000
A0000000
A1000000
A1520000
A1000000
A3450000
A1300000
A2530000
A2530000
A2250000
A2500000
A2000000
A2500000
A4500000
A4150000
A4355200
A4100000
A4253000
A4300000
A5300000
A5430000
A5300000
A5300000
A5530000
A5525000
A5530000
A5233000
A5250000
A5340000
A5350000
A5325000
A5233000
A5000000
A5500000
A5500000
A5525000
A5000000
A5233000
A5214300
A5300000
A0000000
A2500000
A0000000
A2500000
A2500000
A2450000
A2500000
A1000000
A1000000
A1300000
A1300000
A1300000
A1300000
A1340000
A1350000
A1300000
A1500000
A1250000
A1400000
A1400000
A1500000
A1500000
A1500000
A1530000
A1500000
A1500000
A1515400
A1520000
A1500000
A1500000
A1522000
A1500000
A1000000
A1240000
A1240000
A1000000
A1200000
A1230000
A1300000
A1300000
A1354000
A1300000
A1324000
A1355200
A1300000
A1300000
A1520000
A1000000
A1000000
A1000000
A1100000
A1200000
A1000000
A1000000
A1320000
A1553000
A1500000
A1500000
A1000000
A1200000
A1000000
A1200000
A1300000
A1355200
A1340000
A1300000
A1323000
A1200000
A1000000
A1500000
A1553000
A1500000
A1300000
A1000000
A1553000
A1553000
A1535000
A1520000
A1300000
A1000000
A1554000
A1552000
A1520000
A1300000
A1300000
A1300000
A1300000
A1523000
A1520000
A1520000
A1000000
A1400000
A1000000
A1230000
A1340000
A1340000
A1340000
A1340000
A1350000
A1340000
A1344000
A1342200
A1341300
A1342500
A1343000
A1343000
A1344500
A1345300
A1342150
A1342300
A1342350
A1342550
A1340000
A1343100
A1354200
A1354200
A1352000
A1345100
A1345500
A1342350
A1345500
A1345550
A1342450
A1342300
A1341000
A1300000
A1340000
A1340000
A1350000
A1355500
A1300000
A1340000
A1350000
A1300000
A1340000
A1300000
A1300000
A1300000
A1340000
A1340000
A1340000
A1343000
A1340000
A1342200
A1342500
A1343000
A1342500
A1345300
A1342000
A1342150
A1342350
A1342550
A1342550
A1340000
A1340000
A1340000
A1343100
A1340000
A1354200
A1345500
A1345500
A1345550
A1355500
A1352551
A1355000
A1355500
A1324500
A1000000
A1000000
A1500000
A1100000
A1220000
A1300000
A1300000
A1350000
A1351000
A1000000
A1400000
A1200000
A1245000
A1300000
A1200000
A1400000
A1400000
A1450000
A1453000
A1453000
A1400000
A1430000
A1400000
A1450000
A1450000
A1400000
A1400000
A1450000
A1450000
A1453000
A1450000
A1400000
A1400000
A1550000
A1450000
A1450000
A1400000
A1400000
A1425000
A1400000
A1500000
A1553000
A1500000
A1550000
A1530000
A1525000
A1500000
A1520000
A1525000
A1500000
A1500000
A1500000
A1523500
A1525510
A1535000
A1520000
A1520000
A1524000
A1550000
A1540000
A1550000
A1530000
A1530000
A1530000
A1530000
A1500000
A1500000
A1524300
A1525000
A1530000
A1530000
A1000000
A1250000
A1300000
A1000000
A1300000
A1300000
A1400000
A1435000
A1430000
A1525000
A1230000
A1300000
A1300000
A1300000
A1500000
A1240000
A1400000
A1430000
A1400000
A1420000
A1500000
A1535000
A1500000
A1535000
A1400000
A1220000
A1314000
A1300000
A1320000
A1200000
A1100000
A1255000
A1200000
A1400000
A1450000
A1450000
A1400000
A1420000
A1400000
A1435500
A1455000
A1450000
A1400000
A1430000
A1450000
A1450000
A1420000
A1450000
A1500000
A1550000
A1530000
A1500000
A1000000
A1200000
A1340000
A1410000
A1450000
A1430000
A1500000
A1500000
A1520000
A1300000
A1530000
A1500000
A1300000
A1300000
A1230000
A1410000
A1425000
A1535000
A1230000
A1000000
A1300000
A1454100
A1500000
A1550000
A1555000
A1550000
A1552500
A1525000
A1555000
A1553000
A1550000
A1550000
A1525000
A1550000
A1552200
A1555000
A1550000
A1551000
A1551000
A1551000
A1551200
A1551320
A1552000
A1553200
A1552000
A1550000
A1552000
A1552000
A1525000
A1555000
A1553000
A1500000
A1523000
A1520000
A1540000
A1552000
A1500000
A1550000
A1520000
A1500000
A1510000
A1500000
A1500000
A1550000
A1550000
A1520000
A1540000
A1520000
A1540000
A1540000
A1525000
A1500000
A1550000
A1553000
A1550000
A1523000
A1520000
A1520000
A1525000
A1520000
A1500000
A1245000
A1245000
A1250000
A1250000
A1250000
A1250000
A1250000
A1250000
A1250000
A1250000
A1300000
A1300000
A1300000
A1000000
A1400000
A1500000
A1125000
A1125000
A1300000
A1200000
A1400000
A1400000
A1255000
A1224000
A1530000
A1250000
A1452000
A1500000
A1520000
A1500000
A1520000
A1500000
A1530000
A1251000
A1300000
A1350000
A1230000
A1000000
A2000000
A2200000
A2350000
A2500000
A2515000
A2515000
A2500000
A2200000
A2500000
A2530000
A2530000
A2300000
A2350000
A2350000
A2500000
A2530000
A2500000
A2130000
A2500000
A2000000
A2400000
