phonic_0pad_ml6
A91000
A96100
A95800
A95020
A92140
A90100
A90000
A91000
A95259
A94000
A94300
A94320
A94300
A94302
A94302
A94320
A94210
A94300
A94300
A94620
A94300
A94370
A94320
A94300
A94380
A94380
A94380
A94386
A94381
A94370
A94310
A94307
A94300
A94307
A94307
A94302
A94320
A94210
A94000
A94610
A94700
A94500
A94270
A94000
A94400
A94060
A94000
A94800
A94000
A94000
A94300
A94300
A94700
A94500
A94700
A94500
A94500
A94630
A94000
A94300
A94310
A94200
A94071
A94000
A94000
A94020
A94000
A94000
A90530
A90520
A96400
A96400
A96400
A96400
A96400
A90200
A90120
A90120
A91000
A91000
A91000
A90000
A95000
A92000
A99740
A99740
A91000
A97000
A95000
A95000
A97230
A97050
A93100
A97400
A95200
A92100
A92100
A92100
A92100
A92100
A94100
A96290
A91000
A91200
A90100
A90000
A70000
A70000
A71300
A72000
A73940
A72840
A74000
A70000
A72000
A74100
A74100
A70100
A70140
A70140
A76200
A70410
A70400
A70810
A70300
A70000
A75000
A73210
A74100
A74120
A74240
A74000
A74000
A00000
A09500
A09100
A09000
A01000
A00000
A01200
A05000
A02000
A04000
A04100
A04000
A04000
A01000
A01000
A01000
A08100
A08100
A08000
A08000
A00000
A78500
A60000
A60000
A67000
A62000
A64000
A61000
A69474
A60000
A63927
A60000
A65950
A62000
A62960
A64000
A60200
A60000
A65000
A65000
A65000
A63000
A62000
A67400
A63200
A60000
A62700
A64000
A64100
A64200
A60000
A61200
A61294
A61400
A61494
A61480
A68000
A60740
A01400
A04200
A04100
A00000
A01500
A01000
A70000
A75000
A75000
A75020
A72000
A74000
A74947
A74100
A74726
A74521
A74500
A74500
A74320
A74320
A74000
A74020
A74100
A70000
A72000
A70200
A70000
A75210
A75200
A75400
A75000
A75000
A75200
A73200
A73200
A74100
A70000
A75200
A79000
A79000
A70500
A77000
A78000
A73900
A72000
A74000
A74100
A74100
A74200
A74000
A70100
A71000
A77000
A78410
A70000
A74100
A78500
A78800
A70000
A75200
A70100
A70190
A70100
A74000
A74000
A74000
A74320
A74000
A74000
A74000
A70000
A71000
A71720
A71200
A78000
A72000
A72100
A79000
A00000
A10000
A16000
A10000
A14000
A16400
A17000
A15000
A13000
A13000
A13100
A13200
A13670
A13670
A13070
A13707
A13707
A13000
A13700
A13700
A13000
A13100
A13000
A13000
A13700
A13200
A13700
A13600
A13700
A13700
A13100
A13700
A13100
A13770
A13000
A13200
A13950
A13000
A13800
A13860
A13700
A13070
A13000
A13020
A13070
A13070
A13020
A13000
A13000
A13000
A13200
A12000
A12700
A12000
A10000
A14000
A10000
A11000
A11000
A10000
A10000
A10000
A17700
A17700
A19000
A10000
A10000
A14000
A13000
A13000
A12100
A14000
A12000
A10000
A14500
A14500
A14020
A10000
A10000
A10000
A10000
A17000
A17100
A10000
A17000
A12712
A10000
A10200
A15320
A15400
A15000
A10000
A12000
A12000
A11000
A17000
A10000
A10000
A10000
A19000
A19000
A11600
A10000
A17700
A17000
A17250
A15000
A15947
A15700
A15000
A15410
A15000
A15000
A15320
A15320
A15340
A15321
A15000
A15094
A15094
A15020
A15094
A15012
A13000
A13000
A13000
A12000
A12600
A12420
A12000
A12100
A10000
A19600
A14000
A14510
A14510
A14510
A14320
A14320
A14000
A14020
A10000
A10200
A10200
A10000
A10000
A11260
A15000
A15000
A13000
A12300
A10000
A13000
A13000
A10000
A12700
A17100
A17400
A17402
A13000
A13000
A17400
A10000
A19000
A19000
A17000
A10000
A15000
A17200
A15000
A15000
A12000
A12580
A19140
A10000
A10200
A17000
A16000
A16320
A16121
A17402
A17200
A17200
A17202
A17020
A17020
A15000
A15300
A15200
A15000
A15320
A15400
A15000
A15271
A13000
A13400
A12200
A12400
A12000
A15800
A15800
A15802
A15800
A15800
A15800
A15802
A15802
A15800
A13000
A13100
A13700
A13100
A12000
A12000
A12000
A14000
A14620
A14210
A14210
A14200
A14720
A14200
A14200
A14200
A14200
A14200
A14200
A14202
A14202
A14170
A14500
A14200
A14200
A14840
A10100
A10100
A10100
A10200
A10000
A19100
A11500
A12000
A10000
A10350
A18200
A18210
A18275
A15000
A10000
A10300
A94051
A90000
A90640
A95000
A90000
A10000
A74140
A00000
A51000
A52700
A30740
A34000
A95000
A42000
A41000
A40000
A06964
A06532
A06532
A06532
A08000
A89500
A85800
A82140
A81500
A84700
A81100
A85100
A85100
A85140
A82100
A85700
A85496
A85700
A85100
A85140
A85140
A82000
A84210
A84210
A85000
A80000
A87200
A88000
A88000
A85700
A85600
A83200
A80000
A85900
A82700
A82200
A82000
A84300
A84090
A84000
A84700
A84720
A84100
A84000
A80400
A86400
A86400
A81900
A81200
A81200
A80000
A80500
A80500
A70000
A71000
A77000
A70000
A76220
A72000
A72200
A72000
A79000
A79100
A74000
A74200
A74100
A74500
A74500
A70000
A71000
A71900
A71000
A71200
A70420
A70000
A79000
A79200
A79000
A79500
A79500
A79270
A75000
A71900
A70000
A70000
A75000
A73000
A72000
A72000
A72941
A72400
A72000
A72100
A74000
A74000
A74140
A74120
A70000
A74500
A70000
A75400
A72000
A74000
A74000
A70200
A71000
A74000
A70000
A76200
A76220
A70000
A70420
A75000
A70000
A77000
A75400
A72000
A72000
A74000
A70000
A75000
A75400
A75300
A75200
A75100
A75100
A75000
A75900
A73100
A72210
A72000
A72500
A72500
A72400
A72000
A72000
A72000
A72100
A72000
A72000
A72140
A72106
A72000
A72500
A72200
A72400
A72000
A70000
A77500
A75000
A72050
A72000
A72000
A79200
A74000
A70100
A70100
A70120
A70125
A70120
A70120
A70120
A70100
A70120
A78200
A79000
A79200
A74000
A74321
A74280
A74000
A74500
A74000
A74000
A74100
A74120
A74500
A74200
A74000
A74000
A74010
A74010
A74010
A74000
A74750
A74010
A74500
A74302
A74000
A74200
A74210
A74000
A71490
A70000
A71000
A71000
A75000
A72000
A70000
A70880
A70000
A71000
A71500
A71000
A70000
A71000
A75400
A74000
A74000
A74000
A77500
A77540
A74000
A77000
A75000
A75400
A75400
A75400
A75400
A75410
A75400
A75200
A75000
A75000
A72000
A72700
A72510
A72700
A72000
A74000
A74000
A75400
A72100
A72100
A72100
A72000
A74000
A74700
A74000
A74000
A74100
A70000
A70100
A70100
A70120
A70120
A70100
A70000
A70000
A79270
A70000
A77300
A73200
A73270
A00000
A90000
A10000
A10000
A51000
A31000
A31000
A42000
A42000
A42200
A41000
A01200
A00000
A11000
A42000
A42000
A10000
A00000
A42000
A42000
A42000
A00000
A20000
A40000
A50000
A59470
A59420
A59421
A59421
A59461
A50000
A58510
A53400
A52000
A54000
A54000
A54034
A54100
A50000
A58000
A58510
A58510
A57420
A57430
A53000
A52000
A53000
A53200
A50000
A57010
A54600
A54600
A50657
A50110
A50142
A50143
A50100
A53000
A55000
A58400
A31000
A31000
A31200
A31000
A31000
A32000
A31000
A34000
A31600
A31000
A31870
A20000
A20000
A20000
A22000
A24000
A24100
A00000
A50000
A55000
A51000
A22000
A72000
A40000
A42100
A42102
A42100
A42510
A42500
A42000
A42100
A42700
A42100
A42000
A03000
A02000
A02700
A60000
A31000
A20000
A00000
A60000
A65000
A64000
A62740
A10000
A10000
A15000
A10000
A10000
A50000
A72400
A40000
A72000
A72000
A70000
A72000
A72000
A73200
A52000
A50000
A50000
A58000
A50000
A50000
A54000
A59410
A56000
A50170
A50410
A51000
A30000
A32000
A34000
A30000
A30000
A32000
A30000
A20000
A20000
A29214
A20000
A27000
A27400
A25000
A20770
A20500
A20500
A20410
A20000
A20000
A00000
A94096
A41000
A40000
A40000
A47100
A44100
A44100
A42712
A40000
A45000
A45100
A41000
A40000
A02947
A02940
A09400
A01490
A10000
A16020
A16020
A10000
A17200
A17200
A17200
A12000
A00000
A10000
A80200
A00000
A00000
A60000
A66000
A65000
A63000
A63200
A62500
A62000
A60000
A67000
A60000
A61400
A65000
A63200
A64000
A69500
A68000
A65200
A65200
A63400
A63400
A70000
A77000
A76000
A70000
A77000
A73000
A73100
A73200
A72000
A72900
A72100
A70000
A74000
A74100
A76000
A70000
A70000
A79400
A79400
A79510
A70000
A70000
A74010
A75000
A75000
A75000
A73200
A73200
A73200
A72000
A72000
A70000
A74000
A74947
A74500
A74521
A74500
A74320
A74100
A74000
A74020
A74014
A74000
A70000
A70200
A70200
A70000
A78200
A71400
A71400
A70000
A79000
A75000
A75800
A73100
A72000
A72000
A72150
A72000
A72500
A72000
A72020
A72210
A72300
A72000
A71000
A70000
A73000
A76000
A70000
A74320
A74320
A75000
A75000
A75000
A73500
A73200
A70000
A79200
A79800
A79200
A71000
A79200
A74300
A74000
A74000
A74170
A74710
A74600
A70310
A70541
A70000
A70000
A71400
A71000
A71400
A71400
A70000
A75000
A72000
A71700
A75000
A50000
A50000
A59700
A59100
A59000
A59420
A59400
A51000
A51200
A58000
A58000
A57700
A57200
A57000
A53100
A50000
A53000
A52000
A55000
A53000
A53000
A53200
A53940
A53100
A53100
A53400
A53740
A53000
A53000
A53500
A53500
A53200
A53000
A53000
A53900
A52000
A52000
A52100
A52140
A52100
A52000
A52000
A52000
A52000
A52000
A50000
A50000
A59000
A59100
A57200
A54000
A54720
A54120
A54000
A54100
A54000
A54000
A50000
A50900
A51500
A51000
A51400
A51401
A51400
A58000
A58412
A58000
A58000
A54000
A50000
A50000
A50000
A52000
A59000
A59000
A59600
A59400
A59740
A59500
A59516
A59200
A59200
A59200
A59200
A59200
A59200
A59200
A59200
A59200
A59410
A59420
A59450
A59450
A59427
A59400
A59400
A59402
A59420
A59700
A59300
A59840
A59000
A59470
A59000
A59000
A59400
A59700
A59000
A59500
A59200
A59400
A59400
A59410
A59410
A59412
A59470
A59470
A59472
A59470
A59407
A59400
A59470
A59420
A59420
A59420
A59400
A59400
A59400
A59402
A59410
A59410
A59415
A59414
A59410
A59410
A59410
A59412
A59412
A59412
A59410
A59412
A59410
A59410
A59410
A59410
A59410
A59410
A59400
A59000
A59200
A59400
A59140
A59000
A59540
A59200
A59274
A59200
A59200
A59202
A59200
A59000
A59012
A59140
A59140
A59100
A59000
A59040
A59000
A59200
A59200
A59210
A59400
A59400
A59420
A59420
A59461
A59421
A59461
A59461
A59410
A59460
A59471
A59427
A59412
A59400
A59461
A59000
A59420
A59600
A59747
A59400
A59474
A59474
A59400
A59000
A59000
A57100
A57500
A57510
A57300
A57214
A57214
A57214
A57214
A57400
A57400
A57400
A57400
A57010
A57140
A57040
A50000
A50100
A50400
A56000
A56200
A50100
A50100
A50300
A50200
A50214
A50200
A50000
A50840
A57040
A57700
A57200
A57205
A57420
A57420
A57410
A57040
A57100
A57840
A57700
A57040
A51000
A51000
A51900
A51700
A51700
A51300
A51200
A51200
A51900
A51900
A51421
A51000
A51800
A51800
A51000
A51000
A51000
A51000
A51700
A51740
A51200
A51214
A51400
A51410
A51410
A51410
A51484
A51427
A51432
A51400
A51402
A51412
A51000
A51000
A51200
A51274
A51000
A51000
A51000
A51410
A51417
A51410
A51460
A51417
A51470
A51420
A51011
A51410
A51000
A50000
A50000
A57000
A57000
A50000
A57000
A57020
A51000
A50000
A53000
A58000
A57100
A57400
A57400
A57000
A56214
A56214
A56214
A56214
A56214
A56214
A56000
A56000
A57200
A57000
A57021
A57021
A57022
A57080
A57070
A57060
A55000
A53000
A53200
A53200
A53000
A53000
A53000
A52000
A52000
A52740
A52701
A50000
A57200
A54000
A54000
A54100
A54100
A50000
A50214
A50600
A50000
A50000
A56400
A50000
A50000
A50000
A50200
A50214
A50214
A50214
A50214
A50214
A50000
A50000
A50000
A50140
A58100
A58000
A55000
A52000
A57000
A57000
A57140
A57700
A57214
A57214
A57214
A57214
A57214
A57214
A57214
A57214
A57214
A57214
A57220
A57100
A57000
A57200
A57000
A57000
A57000
A57950
A57020
A57000
A50000
A58000
A58840
A58200
A58410
A58400
A58150
A58510
A58000
A58400
A58400
A58400
A58400
A58000
A58000
A58000
A58400
A58400
A58200
A58520
A58320
A58200
A58200
A58207
A58200
A58200
A58200
A58410
A58410
A58410
A58410
A58400
A58400
A58020
A58020
A58011
A58100
A57300
A57400
A57420
A57000
A57000
A57000
A57000
A57400
A57400
A57400
A57310
A57050
A57000
A57400
A57400
A57400
A57400
A57400
A57100
A57420
A57430
A57400
A57400
A51100
A51800
A56000
A57300
A53940
A54900
A50200
A52100
A50000
A50000
A59100
A57000
A52000
A50000
A59070
A59410
A59000
A59070
A59421
A57000
A57214
A50000
A50000
A56000
A50000
A57000
A50000
A52000
A54000
A58000
A57000
A51070
A57200
A53000
A53200
A53210
A53000
A53000
A53210
A52000
A52172
A52000
A51000
A51000
A51000
A59410
A59000
A59400
A54000
A54000
A54000
A50000
A50000
A50600
A50000
A50000
A50000
A50200
A50000
A51000
A50000
A57000
A58000
A50100
A56300
A56350
A56100
A56000
A57000
A57200
A57300
A57200
A57400
A57860
A57190
A57190
A57200
A57400
A57320
A57410
A50000
A50000
A59210
A59700
A51200
A50000
A52000
A54000
A55000
A53000
A53200
A53900
A53200
A53270
A52000
A52100
A52020
A54000
A54000
A54100
A54100
A54100
A50000
A50000
A59700
A59000
A59400
A59410
A59400
A59471
A59412
A59412
A59470
A59470
A56200
A57700
A57420
A57100
A51840
A51000
A51400
A51417
A51417
A51410
A50000
A59600
A57000
A50000
A57000
A57400
A57400
A57100
A57400
A57400
A57410
A57410
A57410
A57400
A57400
A57420
A57400
A55000
A53000
A53200
A53210
A53270
A53200
A53400
A53200
A53210
A52000
A52960
A52970
A52947
A52942
A52900
A52100
A52140
A52148
A52020
A52096
A52041
A54000
A54127
A54127
A54572
A54000
A54100
A54120
A54000
A50000
A56000
A50000
A51000
A58000
A58100
A57000
A50000
A52000
A58410
A58400
A57400
A57400
A57400
A57400
A57400
A57100
A57400
A57400
A52100
A50400
A50000
A50000
A59200
A57000
A57700
A50000
A57400
A57400
A57100
A53200
A52000
A52140
A52700
A52740
A52730
A52712
A52020
A50000
A50000
A50200
A50000
A50140
A50120
A53200
A53210
A53212
A53200
A53400
A53212
A53400
A53200
A53210
A52100
A50000
A57000
A57000
A52000
A54000
A54100
A54000
A50000
A51000
A51000
A51000
A50000
A50000
A58200
A59410
A54100
A54100
A54600
A54170
A50000
A50947
A50947
A50940
A56000
A50320
A50900
A50900
A50960
A50120
A50110
A50900
A50410
A51200
A51900
A53000
A53970
A53000
A54000
A54100
A52000
A52000
A51000
A54100
A50000
A52000
A50200
A53000
A53000
A53700
A53100
A53140
A53740
A53740
A53200
A53210
A53200
A53200
A53200
A53202
A53204
A53400
A53400
A53400
A53400
A53410
A53410
A53000
A53020
A53000
A53040
A53000
A53000
A53020
A53040
A53000
A53947
A53000
A53100
A53100
A53120
A53100
A53600
A53721
A53200
A53200
A53214
A53214
A53214
A53212
A53274
A53400
A53400
A53470
A53400
A53000
A53017
A53140
A53100
A53742
A53400
A53450
A53450
A53420
A53500
A53000
A53180
A53184
A53200
A53210
A53200
A53240
A53210
A53210
A53210
A53200
A53400
A53400
A53000
A53000
A53701
A53000
A53011
A53011
A53014
A53000
A53000
A52640
A52100
A50000
A50000
A58000
A50000
A50000
A50000
A50000
A50000
A50000
A53000
A53400
A53400
A53000
A52000
A52700
A52700
A52000
A52000
A52000
A52000
A54000
A50000
A51900
A51000
A50000
A50000
A50000
A59700
A59400
A59420
A59420
A59486
A59400
A59401
A59410
A59140
A58000
A58200
A58200
A58200
A59000
A59200
A59200
A59040
A59700
A59000
A59600
A57120
A57040
A57010
A57000
A54100
A54100
A54170
A50000
A50100
A50947
A50100
A50740
A50100
A50740
A50500
A50532
A50100
A50940
A50947
A50947
A50940
A50148
A50200
A50910
A50100
A56300
A56480
A56700
A56340
A56000
A50200
A50270
A50900
A50592
A50320
A50947
A50947
A50200
A50900
A50960
A50970
A50900
A50940
A50110
A50110
A50110
A50120
A50140
A50120
A50110
A50143
A50300
A50900
A50410
A51000
A51120
A51800
A51840
A51000
A51330
A51340
A51342
A51340
A51340
A51340
A51200
A51400
A51850
A51020
A51300
A51340
A51300
A51300
A51200
A51200
A51200
A51296
A51293
A51294
A51294
A51294
A51294
A51294
A51294
A51214
A51280
A51282
A51280
A51240
A51914
A51400
A51471
A51400
A51400
A51432
A51431
A51400
A51000
A51871
A51850
A51759
A51000
A51040
A51100
A51340
A51200
A51400
A51400
A51040
A51800
A51800
A51500
A51000
A51700
A51000
A51700
A51140
A51400
A51400
A51400
A51400
A51400
A51700
A51500
A51340
A51340
A51300
A51200
A51000
A51040
A51521
A51340
A51320
A51320
A51340
A51340
A51354
A51340
A51340
A51000
A51950
A51950
A51950
A51300
A51340
A51340
A51321
A51200
A51220
A51484
A51220
A51914
A51460
A51461
A51427
A51065
A51065
A51654
A51032
A51011
A51011
A51011
A51300
A51200
A51200
A51400
A51000
A51814
A51000
A51000
A50000
A54100
A54000
A50000
A50000
A57000
A57200
A53970
A52000
A57100
A58000
A58200
A58400
A58400
A58410
A58420
A58410
A58400
A58427
A58400
A58400
A58420
A58400
A58420
A58400
A58500
A58200
A58400
A58400
A58400
A58400
A58420
A58400
A58400
A58402
A58000
A58011
A58018
A58000
A58000
A58000
A58000
A58200
A58400
A58140
A58140
A58540
A58200
A58200
A58200
A58400
A58400
A58000
A58000
A58140
A58100
A58040
A58000
A58040
A58410
A58011
A52000
A52000
A54100
A54100
A50000
A55000
A50000
A52000
A52000
A51000
A54100
A50000
A50000
A50700
A50420
A50340
A50100
A50200
A50900
A50740
A30000
A30000
A39500
A39500
A36400
A37000
A37400
A31000
A31000
A31000
A31000
A31000
A31000
A31000
A31200
A31400
A36000
A37400
A35941
A35800
A35812
A35000
A32000
A32000
A32100
A32100
A32000
A32700
A32000
A32000
A32000
A32100
A32100
A32100
A32100
A32100
A32500
A34000
A34000
A34500
A34210
A34000
A34000
A34500
A34500
A34000
A34000
A34000
A30000
A36000
A30200
A30000
A31000
A31000
A31275
A31000
A31000
A31200
A31400
A31410
A31700
A31500
A38070
A38070
A30000
A30000
A30200
A30200
A39600
A39640
A39410
A39100
A39000
A39400
A39470
A39474
A39432
A39400
A39405
A39402
A39410
A39500
A39540
A39000
A39420
A39407
A39000
A39400
A39400
A39417
A39400
A39401
A39400
A39400
A39400
A39470
A39470
A39400
A39400
A39400
A39405
A39401
A39400
A39400
A39402
A39402
A39400
A39400
A39400
A39400
A39400
A39407
A39400
A39400
A39400
A39000
A39500
A39470
A39470
A39470
A39420
A39000
A39600
A31500
A31500
A31400
A31400
A31000
A31000
A31000
A31000
A31000
A31400
A35000
A35000
A32000
A34000
A37000
A35270
A35000
A35270
A35000
A35000
A35100
A35000
A35270
A35270
A33000
A32000
A32100
A32100
A32100
A32150
A32154
A32154
A32150
A32100
A32750
A32020
A32100
A32100
A32100
A34000
A34500
A34000
A34700
A34720
A34724
A34720
A34700
A34200
A34200
A34000
A34527
A34320
A34000
A34020
A34000
A30000
A30940
A30700
A30710
A30100
A30000
A30700
A30700
A30500
A30710
A30000
A32000
A32000
A30000
A37000
A37000
A37200
A37700
A31000
A31000
A31200
A30000
A35000
A38000
A37000
A37000
A37000
A37200
A37400
A35000
A35740
A35000
A32000
A32000
A32000
A32000
A32200
A32800
A32800
A31000
A31000
A31000
A34000
A34000
A34510
A34000
A34000
A34200
A34722
A30000
A30200
A30000
A31000
A31000
A31420
A36100
A36100
A35200
A35000
A35400
A35200
A35270
A35270
A35270
A32000
A32000
A34000
A34000
A35000
A32000
A34000
A34320
A34320
A31400
A34100
A34100
A34100
A32000
A32000
A30000
A30000
A37000
A31000
A31000
A31000
A31000
A30000
A35000
A35060
A32000
A32100
A32100
A32100
A32000
A32020
A34000
A34000
A34000
A34500
A34500
A34000
A34000
A34000
A34500
A34300
A34200
A34320
A34000
A34000
A34000
A34000
A34000
A34000
A34000
A30000
A30000
A31000
A31000
A34000
A39420
A39420
A39400
A39000
A39400
A39000
A39000
A39800
A39200
A39100
A39400
A39000
A34300
A34200
A34200
A34200
A34600
A34200
A34000
A30000
A30970
A30940
A30940
A30654
A30120
A30150
A30500
A36800
A30540
A30500
A30964
A30970
A30974
A30110
A30140
A30141
A30142
A30110
A31400
A31320
A31400
A32102
A32102
A32410
A34000
A30000
A37000
A30000
A31000
A31000
A37000
A20000
A20000
A29500
A29100
A27400
A27510
A27200
A27201
A27201
A27201
A27201
A24000
A25700
A25000
A23000
A23000
A22000
A22100
A22000
A22000
A22000
A22200
A22000
A22143
A20000
A20700
A20100
A20100
A20100
A20100
A20100
A20101
A20100
A20100
A20109
A20100
A21400
A25100
A20000
A27000
A27400
A27400
A20500
A20510
A20500
A26100
A26000
A26210
A26400
A26400
A26210
A20600
A20500
A20400
A20000
A27400
A27700
A27200
A27430
A27150
A21000
A21000
A21950
A21500
A21520
A21540
A21540
A21500
A21400
A21400
A21841
A21000
A21050
A21000
A21500
A21520
A21500
A21532
A21400
A21400
A21494
A21470
A21470
A21440
A21400
A21472
A21470
A21450
A21450
A21457
A21432
A21432
A21402
A21400
A21406
A21402
A21402
A21402
A21410
A21412
A21451
A21000
A21020
A21754
A21000
A21270
A21200
A21000
A21540
A21000
A21000
A21000
A21520
A21520
A21507
A21200
A21220
A21400
A21480
A21484
A21000
A21400
A21470
A21470
A21410
A21410
A21410
A21400
A21470
A21400
A21400
A21406
A21407
A21407
A21407
A21400
A21400
A21400
A21476
A21410
A21400
A21420
A21420
A21400
A21402
A21402
A21402
A21400
A21402
A21410
A21410
A21400
A21420
A21480
A21470
A21400
A21420
A21400
A21467
A21467
A21420
A21450
A21450
A21420
A21420
A21410
A21410
A21415
A21400
A21400
A21492
A21400
A21402
A21407
A21407
A21402
A21400
A21410
A21410
A21400
A21470
A21400
A21400
A21407
A21402
A21400
A21480
A21400
A21476
A21420
A21420
A21420
A21470
A21460
A21470
A21400
A21400
A21400
A21400
A21470
A21471
A21427
A21427
A21420
A21420
A21450
A21420
A21410
A21410
A21400
A21402
A21401
A21450
A21470
A21450
A21400
A21400
A21480
A21420
A21427
A21427
A21400
A21407
A21407
A21407
A21486
A21402
A21450
A21452
A21400
A21407
A21400
A21407
A21400
A21400
A21467
A21407
A21406
A21406
A21406
A21406
A21000
A21640
A21600
A21400
A21000
A20000
A26000
A25000
A25000
A23000
A23200
A22000
A24020
A20000
A20000
A20100
A21094
A25100
A20000
A20000
A28270
A28510
A28202
A28000
A27000
A27347
A27400
A27420
A27410
A27450
A27000
A27500
A27500
A27570
A27570
A27501
A27597
A27500
A27540
A27500
A27510
A27510
A27500
A27570
A27560
A27570
A27575
A27510
A27550
A27550
A27520
A27520
A27520
A27520
A27500
A27510
A27500
A27500
A27500
A27510
A27500
A27500
A27580
A27520
A27520
A27595
A27500
A27502
A27510
A27500
A27580
A27500
A27500
A27570
A27500
A27200
A27221
A27400
A27430
A27440
A27484
A27432
A27432
A27434
A27420
A27400
A27401
A27410
A27820
A27500
A27000
A27200
A27000
A27400
A27540
A27510
A27510
A27550
A27200
A27500
A27500
A27510
A27510
A27521
A27500
A27500
A27594
A27594
A27534
A27520
A27540
A27500
A27500
A27512
A27500
A27530
A27520
A27500
A27530
A27200
A27200
A27200
A27100
A27100
A27800
A27421
A27470
A27402
A27402
A27430
A27400
A27010
A27011
A27012
A27013
A27014
A27120
A27000
A27400
A27580
A27200
A27200
A27600
A27500
A27000
A27200
A27500
A25100
A24200
A20000
A29500
A29000
A27000
A20100
A20100
A26000
A27000
A21000
A25000
A25000
A25000
A23000
A23000
A23000
A23620
A25000
A20000
A26000
A20380
A21000
A26000
A26300
A27000
A27500
A27294
A27294
A27294
A27294
A27200
A27232
A27200
A27400
A27400
A27402
A27700
A27530
A27500
A27240
A27200
A27400
A27430
A27430
A27300
A25800
A25000
A25740
A20000
A20000
A29500
A29500
A25000
A25000
A23500
A22000
A22100
A24200
A24300
A20000
A20000
A24000
A27200
A22000
A24000
A24200
A20000
A20000
A20000
A20500
A20000
A21000
A21000
A29500
A27647
A20500
A26470
A22000
A22700
A22000
A20000
A20200
A20000
A22000
A22000
A24200
A22010
A22010
A20000
A20000
A22000
A22800
A22300
A24800
A20700
A20000
A20510
A20510
A20400
A20410
A20400
A20400
A20000
A20960
A20940
A20940
A20610
A20610
A20500
A20500
A20530
A20530
A20532
A20530
A20530
A20100
A26100
A20500
A20527
A20500
A20320
A20594
A20200
A20270
A20470
A20960
A20970
A20110
A20110
A20110
A20110
A20110
A20100
A20120
A20143
A21000
A21700
A21500
A21570
A21000
A21400
A21000
A21758
A21707
A21000
A21000
A21900
A21000
A21500
A21500
A21500
A21590
A21240
A21270
A21940
A21400
A21000
A21020
A21000
A21000
A21840
A21500
A21200
A21200
A21200
A21490
A21000
A21000
A21700
A21600
A21700
A21143
A21000
A21700
A21500
A21500
A21500
A21500
A21500
A21520
A21300
A21200
A21240
A21240
A21240
A21200
A21270
A21200
A21000
A21015
A21010
A21770
A21770
A21500
A21540
A21500
A21320
A21000
A21000
A21725
A21200
A21210
A21500
A21570
A21570
A21570
A21520
A21520
A21520
A21520
A21200
A21200
A21270
A21270
A21270
A21200
A21250
A21250
A21250
A21210
A21210
A21210
A21274
A21278
A21200
A21200
A21210
A21210
A21270
A21220
A21200
A21205
