occurrence_halved
0000010000000000
0000010000000000
0100100000000000
0000100000000000
0000110000010000
0101100000000000
0000110000000000
0000110000000000
0100100000010100
0100100000000000
0000100000000101
0100100000000000
0000110000010000
0100100000000100
0100100001010000
0000100000000100
0000110000000000
0001100100000000
0001100100000000
0000100100000000
0001100100000000
0001100100000001
0100100000100000
1000100100110100
0100100000100000
1001110000100100
0100101000110100
0000110000000000
0100110000000000
0000110000000100
1001110000000100
0000100000000101
0000100100010000
0000100100010100
0000101100010100
0000100001000100
0001110000000100
0000100100001000
0001100000000100
0000010000000100
0000110000011000
0100100000000100
0100100000010100
0100100001001001
0000110000011000
0100100000011100
0000000000000000
0000010000000000
0000010000000000
0000010001000000
0000110001000000
0100100001000000
0000110001000000
0000100001000000
0000010000000000
0000010001000000
0000110001010000
0000010100000000
0000100100000100
0000010000010000
0000010000010000
0000010100010000
0001100100010000
0000010000000000
0000010000000000
0100110000010000
0000110000000000
0100010000000000
0000100100010000
0100100000000000
0000010000000000
0000010000000100
0000110000000100
0000100100000100
0000010000000100
0000100001000100
0001110000000100
0001010000000000
0001010000000000
0110100100010000
0101010000000000
0110110100000000
1010110100000000
0001010001000000
0001010100000000
0000110000010000
0000010001000000
0000010000000000
0000010000000000
0100100000000000
0000010000000000
0000000000000000
0000010000000000
0100110000000100
0101100100010000
0000010000010000
0000010100010000
0000010000000100
0000010001000100
0000010000000100
0000010001000100
0101010000000000
0110110100000000
0110100101000000
0001010100000000
0011110001000100
0000010001000000
0100000000000000
0100000000010000
1101010000010000
0100000000010000
0101000000000000
0100000000000000
0101010010010000
0001010011010000
0001000110010000
0000000001010000
0001000001000000
0000000100000000
0000011100110000
0000011000110000
0000001101010000
0001000100000000
0001000100000000
0001000100000100
0000000100000000
0001010100000100
0100000000000100
0000000001000000
0000000000000100
0000000000000001
0000000000000000
0100000000000000
0000010000000000
0000010001000000
0000010000000000
0000110000000001
0100000000010000
0100000000000000
1000010000000000
1000010001000000
1001010000000001
1000010001010001
1000010001000001
1000010000000001
1000010001000001
1000010001000001
1100010000000000
1000010000000000
1100010000000000
1000010001000000
0100010000000000
1001010001000000
1000010000000000
1100010000000000
1100000001000101
1000010001010000
1000000100010000
1100010000000000
1000010001000001
1000010000010001
1000010000000100
1100010000000100
1000010000000001
0000000001000000
0100000001000000
0000000001000000
0000000001010000
0000010010010001
0000000100000000
0000011001000001
0000000100010000
0000000100000000
0000000100000000
0000000100000000
0000000100000000
0000000000000000
0000000000000000
0000010000000000
0000010000000001
0000010000000001
0000010001000001
0000010001000000
0000010001010001
0000010001000001
0000010001000001
0000010001000001
0000010000000001
0000010000000000
0000010001000000
0100010000000000
0000010001000000
0000010000000000
0000010000000001
0000010001000001
0001010001000000
0100000000000000
0000010001000000
0100010000000001
0000010001000001
0000010000010001
0000010000010001
0000110100010001
0000010001000001
0000010000010001
0000010000001100
0100000000000000
0100010000000000
0100010000000000
0100000000000000
1000010001000100
0100000000000000
0100000001000000
1000000001010000
1000010100000000
0100000000000000
0100000000000000
0100000000000000
1100000000010000
1001010001000000
0100010000000000
0100000000000000
0100010000000000
1000010000000000
1000010000000000
1000010100000000
0100000000000000
1100010000000000
1100000000000100
1000000001010000
1000000101010000
0100000000000000
1000010000000000
1000010000010000
1000010000000000
1000010000000000
1100010000000000
1000000001000000
1000000100000000
1000010000010000
0100000000010000
1000000100010000
1000000100000000
0100000000000100
1000000100010100
0100000000000000
0100000000010000
1101010000110000
0100000000010000
1000010100110000
1001000100100001
1100000001110101
0100000000010000
1000010100010000
1000010100100000
0100000000010100
0100000000000000
0100010000000000
1001100001000100
1100000101000000
1100000000010000
1100000000000000
0100000000000000
1100000000000000
1000000001010000
1100000000000000
1000010000010000
1101010000100001
1001010000010001
1101000001100001
1101000000010001
1000010000000000
0100000000000100
1000000100000100
1000000100010100
0101000000000000
1001000000000100
0100000000000100
1000010001001100
0101000000000000
0100000000000000
1001010000000000
1001010001000000
0000010000000000
0101100000000000
0000000100000010
0000010000010010
0001000010000001
0000000001000000
0100000001000000
0000000001000000
0100010010000000
0000010011000000
0000010001000000
0000000001000000
0100000010000100
0100000010000000
0000010001010000
0100010010100000
0000000001010000
0001000110110000
0000010110000000
0000010010000101
0001000110000000
0001010011000000
0001000001000000
0000000110000100
0000010001000000
0000110001010000
0100000000000000
0000010000000000
0000010000010000
0000010000010000
0000010100000000
0000010000000000
0100000000000000
1100000011010000
0100010000010000
0100000000000000
0100000000000100
0101000000000000
0000000001010000
0000000001010000
0000000100000000
0000000101010000
0000010000000000
0100000000010000
0101000000010000
0100000000010000
0000000100000000
0100011000000000
0100001000000000
0000011001000000
0000001001010100
0001000100000000
0000000100010000
0100001000010000
0000011000010000
0000000100000000
0000001100000000
0000000100010000
0001000100000000
0000000100000000
0100011100000000
0000011001000000
0000001100010101
0100011000010000
0100001001000000
0000000100000000
0101001000000100
0000010000010000
0000010000000001
0000010000000001
0000110001010010
0000110000000101
0100110000010110
0000110100010110
0000110000010010
0101110000010001
0000010001000001
0000010000000101
0000010000010000
0000010000000000
0000100000000000
0000110001010000
0000010100000000
0000100100000000
0000010100000000
0000110100000000
0000100101000001
0001100101000000
0000100101000000
0001100101000000
0000100101000100
0000010000000100
0000100001000100
0000100000000100
0000100100010100
0000110000010000
0101100000010100
0000010100000000
0101000000000001
0100000100000000
0100000000000000
1000010001010000
0100000100000000
0100010000000000
0100000000000101
0100000000000000
0100000000000000
0100000000000000
0100000000000000
0000010000000001
0000010001000000
0000010001000000
0100000001000000
0000000101000000
0000000001000000
0000010101000000
0000010011000101
0000000100000000
0000000100000000
0001011001000100
0000000100010000
0001010100000100
0100000000000100
0000000001000000
0000000101010000
0000000100000000
0000000000000000
0000010100001000
0000010100011000
0100010000001001
0100000000001001
0100000000001001
0100000001001001
0100000001001001
0000000100010100
0101000000011000
0001000100011000
0001000000000000
0010010001000001
0001000000000100
0000000000000000
0000010001000000
0000010000010000
0000010000000000
0100010000000000
0000000000000000
0100000000000000
0100000000000000
1000010000000001
0000010000010010
0100010000000011
0100010000000011
0000010000000000
0100010001010000
0100000000010100
0100000000010000
0000000001010100
0000000001010000
0000000100010000
0001000100000000
0000010000011001
0001000000000000
0001000001010000
0000010001000000
0000000000000000
0000010000000000
0000100101000000
0100110001000000
0000010001010000
0000110100000000
0000110100100000
0000010000000000
0000100101000100
0000110000010000
0000010001000000
0000010100000000
0101010000000000
1001010000000000
1001000100000000
0100000101010010
0000010110000000
0000010001000000
0001110011000000
0100000001000000
0000000001000100
0000010100000000
0000011100010000
0000000100000000
0000001101010000
0100001100010000
0000000101000100
0000000100000100
0100000000000000
1000010000000000
1100000100000000
0100000100000000
0100000100000000
0100000000000000
1001000110010000
1000000100000000
1000000101010000
0100000000000000
1101000000000000
0100000100000000
1000010000000000
0101000001000000
0101000100000000
1100000100000000
1000010100000000
1100000100000000
1100000000000100
1100000000000000
0100000000000000
0100010000000000
0000000000000001
0000010000000001
0000100100000110
0000010000010001
0000010000000010
0001010000000010
0100000000000010
0100000000000001
1000100100010010
0100000000000001
1000000100000011
0100000000010001
1000010000010011
0100000000000001
0100000100010110
0100000000000001
0100000001000010
0100000010000110
0000000001000010
0000000001000001
0000000001010001
0000010000000010
0000010000010010
0000000100000001
0000000100010010
0000000100000001
0000000100000010
0000000100010010
0000000000000101
0101000000010010
1110000000010010
0101000000000010
1110000000000010
0110000100000011
0000000000000010
0100000001000010
0100010010000000
0100000110010000
0101000110000000
0000000101000000
0110000011000000
0001000101000000
0000010000000001
0100000000000000
0100000000000100
1000000100010100
0100000000010000
0100000000000000
1100000000000000
0101000000000000
1101000000010001
1000010000010000
1100000000000000
0100000000000000
1000010000010000
1000010000010000
0100000000000100
1000000100010100
0101000000000000
0100000000000000
0000000001010100
0000000101010100
0000000001000100
0000010000010000
0100000000010000
0100000000000000
0100000000000100
0100000000000000
0000000001010000
0000010000010000
0000010000010000
0000000100000000
0000000000000100
0000010000010000
0000000100000000
0000010100000000
0100011000000000
0000000100000000
0000000100000000
0000000100000000
0000000100010000
0000000100000000
0000000100000000
0000011000000000
0000000100010000
0000000100000100
0001011000000100
0001000100000000
0000000100000000
0100110000000000
0000010000000001
0000010000000000
0100110000000000
0000010001000000
0100010000000000
0000010101010000
0001010001000100
0101010010001000
0001000101000100
0000010000000000
0100000000000000
0100000000000000
0100010000010000
0100000000000100
0100000000000000
0000000001000000
0000000000000100
0001000001000100
0010000101010100
0001000100010000
0000000000000000
0000010000010000
0001000100010000
0000000000000000
0000000000000000
0000010000000000
0000100001000001
0000010000000001
0000010001000000
0000110000000000
0000110001000000
0000110001000001
0000010000000000
0000010000000000
0001110001000100
0000110000010000
0000110000000001
0000100001000001
0000100001000000
0000110000000000
0000100000000000
0100010000000000
0100100000000000
0100100000000000
0100100000000100
0101100000000000
0100100000000000
0000010001000000
0000110001000000
0000110001010000
0000100001000000
0000100001000001
0000100001000000
0100100001000000
0101100001000000
0000100001000000
0001100001000100
0100100001000000
0000010100000000
0000100101010100
0000101100000100
0000100100000100
0000100100000000
0000100101000001
0000100101000000
0000100101000100
0000010000000100
0100100000010100
0000100001000100
0000100000000100
0000100100010100
0000010000000000
0000100000000100
0000010000000000
0000110000010000
0000010000010000
0000010000010000
0000010000010100
0000010100000000
0000010000000000
0000010000000100
0001010100000000
0001100100000000
0000110000000000
0000010000000000
0000010000000000
0000000100000000
0000000100000000
0000010100000000
0100010000000000
0000010001000000
0000010001000000
0000010100000000
0000010000000100
0101010000010000
0000010101000000
0100000000010000
0100000100000000
1100000000000000
0100000000000000
1000000100010100
0100010000000100
0100000001000100
0100000100000100
0000000001000000
0000000001000100
0001000110000000
0100000001000000
0100000101000000
0001000110010000
0000000001000100
0000000101010100
0100010000010000
0100000000000000
0100000000000000
0000000100000000
0000010100010000
0000001101010000
0001010100000000
0000000001000000
0000000001000000
0000000000000000
0100000000000000
1000010100000000
1000000001000000
1100000001000000
0100000000000000
1100000100000000
1000010100000000
1100000000010000
0100000000000000
1100000000000000
1100000000000000
1100000000000000
1001010000000001
1000000001000000
0100000000000000
1000010000010000
1000010000010000
1100000000000000
1000000000010000
0100000000000100
1100000000000100
1100000000001000
1000000100010100
1100000000001000
1101000001010100
0100000000000000
0100010000000000
0100000001000000
0100000000010000
1000000001010000
1000010001110000
1000000001010000
0101000000010000
1100000100000000
1000000100000000
0100000000000000
1000000100000001
1001000100000001
1001000100000001
1000010000010000
1000010000010000
0100000000000100
1000000100010100
0100000000000100
1000010000011000
1000010001010100
1000010000000100
1000000100000100
1010000001010000
1100010000000000
1100000100000000
1000000001000000
1000000001010000
0100000000000000
1100000001000000
1100000100000000
1100000000000000
1000010001010000
0101010000000000
