phonic
A9974
A9100
A9700
A9500
A9500
A9723
A9705
A9310
A9740
A9520
A9210
A9210
A9210
A9210
A9210
A9410
A9629
A9100
A9120
A9010
A9000
A7000
A7000
A7130
A7200
A7394
A7284
A7400
A7000
A7200
A7410
A7410
A7010
A7014
A7014
A7620
A7041
A7040
A7081
A7030
A7000
A7500
A7321
A7410
A7412
A7424
A7400
A7400
A0000
A0950
A0910
A0900
A0100
A0000
A0120
A0500
A0200
A0400
A0410
A0400
A0400
A0100
A0100
A0100
A0810
A0810
A0800
A0800
A0000
A7850
A6000
A6000
A6700
A6200
A6400
A6100
A6947
A6000
A6392
A6000
A6595
A6200
A6296
A6400
A6020
A6000
A6500
A6500
A6500
A6300
A6200
A6740
A6320
A6000
A6270
A6400
A6410
A6420
A6000
A6120
A6129
A6140
A6149
A6148
A6800
A6074
A0140
A0420
A0410
A0000
A0150
A0100
A7000
A7500
A7500
A7502
A7200
A7400
A7494
A7410
A7472
A7452
A7450
A7450
A7432
A7432
A7400
A7402
A7410
A7000
A7200
A7020
A7000
A7521
A7520
A7540
A7500
A7500
A7520
A7320
A7320
A7410
A7000
A7520
A7900
A7900
A7050
A7700
A7800
A7390
A7200
A7400
A7410
A7410
A7420
A7400
A7010
A7100
A7700
A7841
A7000
A7410
A7850
A7880
A7000
A7520
A7010
A7019
A7010
A7400
A7400
A7400
A7432
A7400
A7400
A7400
A7000
A7100
A7172
A7120
A7800
A7200
A7210
A7900
A0000
A1000
A1600
A1000
A1400
A1640
A1700
A1500
A1300
A1300
A1310
A1320
A1367
A1367
A1307
A1370
A1370
A1300
A1370
A1370
A1300
A1310
A1300
A1300
A1370
A1320
A1370
A1360
A1370
A1370
A1310
A1370
A1310
A1377
A1300
A1320
A1395
A1300
A1380
A1386
A1370
A1307
A1300
A1302
A1307
A1307
A1302
A1300
A1300
A1300
A1320
A1200
A1270
A1200
A1000
A1400
A1000
A1100
A1100
A1000
A1000
A1000
A1770
A1770
A1900
A1000
A1000
A1400
A1300
A1300
A1210
A1400
A1200
A1000
A1450
A1450
A1402
A1000
A1000
A1000
A1000
A1700
A1710
A1000
A1700
A1271
A1000
A1020
A1532
A1540
A1500
A1000
A1200
A1200
A1100
A1700
A1000
A1000
A1000
A1900
A1900
A1160
A1000
A1770
A1700
A1725
A1500
A1594
A1570
A1500
A1541
A1500
A1500
A1532
A1532
A1534
A1532
A1500
A1509
A1509
A1502
A1509
A1501
A1300
A1300
A1300
A1200
A1260
A1242
A1200
A1210
A1000
A1960
A1400
A1451
A1451
A1451
A1432
A1432
A1400
A1402
A1000
A1020
A1020
A1000
A1000
A1126
A1500
A1500
A1300
A1230
A1000
A1300
A1300
A1000
A1270
A1710
A1740
A1740
A1300
A1300
A1740
A1000
A1900
A1900
A1700
A1000
A1500
A1720
A1500
A1500
A1200
A1258
A1914
A1000
A1020
A1700
A1600
A1632
A1612
A1740
A1720
A1720
A1720
A1702
A1702
A1500
A1530
A1520
A1500
A1532
A1540
A1500
A1527
A1300
A1340
A1220
A1240
A1200
A1580
A1580
A1580
A1580
A1580
A1580
A1580
A1580
A1580
A1300
A1310
A1370
A1310
A1200
A1200
A1200
A1400
A1462
A1421
A1421
A1420
A1472
A1420
A1420
A1420
A1420
A1420
A1420
A1420
A1420
A1417
A1450
A1420
A1420
A1484
A1010
A1010
A1010
A1020
A1000
A1910
A1150
A1200
A1000
A1035
A1820
A1821
A1827
A1500
A1000
A1030
A9405
A9000
A9064
A9500
A9000
A1000
A7414
A0000
A5100
A5270
A3074
A3400
A9500
A4200
A4100
A4000
A0696
A0653
A0653
A0653
A0800
A8950
A8580
A8214
A8150
A8470
A8110
A8510
A8510
A8514
A8210
A8570
A8549
A8570
A8510
A8514
A8514
A8200
A8421
A8421
A8500
A8000
A8720
A8800
A8800
A8570
A8560
A8320
A8000
A8590
A8270
A8220
A8200
A8430
A8409
A8400
A8470
A8472
A8410
A8400
A8040
A8640
A8640
A8190
A8120
A8120
A8000
A8050
A8050
A7000
A7100
A7700
A7000
A7622
A7200
A7220
A7200
A7900
A7910
A7400
A7420
A7410
A7450
A7450
A7000
A7100
A7190
A7100
A7120
A7042
A7000
A7900
A7920
A7900
A7950
A7950
A7927
A7500
A7190
A7000
A7000
A7500
A7300
A7200
A7200
A7294
A7240
A7200
A7210
A7400
A7400
A7414
A7412
A7000
A7450
A7000
A7540
A7200
A7400
A7400
A7020
A7100
A7400
A7000
A7620
A7622
A7000
A7042
A7500
A7000
A7700
A7540
A7200
A7200
A7400
A7000
A7500
A7540
A7530
A7520
A7510
A7510
A7500
A7590
A7310
A7221
A7200
A7250
A7250
A7240
A7200
A7200
A7200
A7210
A7200
A7200
A7214
A7210
A7200
A7250
A7220
A7240
A7200
A7000
A7750
A7500
A7205
A7200
A7200
A7920
A7400
A7010
A7010
A7012
A7012
A7012
A7012
A7012
A7010
A7012
A7820
A7900
A7920
A7400
A7432
A7428
A7400
A7450
A7400
A7400
A7410
A7412
A7450
A7420
A7400
A7400
A7401
A7401
A7401
A7400
A7475
A7401
A7450
A7430
A7400
A7420
A7421
A7400
A7149
A7000
A7100
A7100
A7500
A7200
A7000
A7088
A7000
A7100
A7150
A7100
A7000
A7100
A7540
A7400
A7400
A7400
A7750
A7754
A7400
A7700
A7500
A7540
A7540
A7540
A7540
A7541
A7540
A7520
A7500
A7500
A7200
A7270
A7251
A7270
A7200
A7400
A7400
A7540
A7210
A7210
A7210
A7200
A7400
A7470
A7400
A7400
A7410
A7000
A7010
A7010
A7012
A7012
A7010
A7000
A7000
A7927
A7000
A7730
A7320
A7327
A0000
A9000
A1000
A1000
A5100
A3100
A3100
A4200
A4200
A4220
A4100
A0120
A0000
A1100
A4200
A4200
A1000
A0000
A4200
A4200
A4200
A0000
A2000
A4000
A5000
A5947
A5942
A5942
A5942
A5946
A5000
A5851
A5340
A5200
A5400
A5400
A5403
A5410
A5000
A5800
A5851
A5851
A5742
A5743
A5300
A5200
A5300
A5320
A5000
A5701
A5460
A5460
A5065
A5011
A5014
A5014
A5010
A5300
A5500
A5840
A3100
A3100
A3120
A3100
A3100
A3200
A3100
A3400
A3160
A3100
A3187
A2000
A2000
A2000
A2200
A2400
A2410
A0000
A5000
A5500
A5100
A2200
A7200
A4000
A4210
A4210
A4210
A4251
A4250
A4200
A4210
A4270
A4210
A4200
A0300
A0200
A0270
A6000
A3100
A2000
A0000
A6000
A6500
A6400
A6274
A1000
A1000
A1500
A1000
A1000
A5000
A7240
A4000
A7200
A7200
A7000
A7200
A7200
A7320
A5200
A5000
A5000
A5800
A5000
A5000
A5400
A5941
A5600
A5017
A5041
A5100
A3000
A3200
A3400
A3000
A3000
A3200
A3000
A2000
A2000
A2921
A2000
A2700
A2740
A2500
A2077
A2050
A2050
A2041
A2000
A2000
A0000
A9409
A4100
A4000
A4000
A4710
A4410
A4410
A4271
A4000
A4500
A4510
A4100
A4000
A0294
A0294
A0940
A0149
A1000
A1602
A1602
A1000
A1720
A1720
A1720
A1200
A0000
A1000
A8020
A0000
A0000
A6000
A6600
A6500
A6300
A6320
A6250
A6200
A6000
A6700
A6000
A6140
A6500
A6320
A6400
A6950
A6800
A6520
A6520
A6340
A6340
A7000
A7700
A7600
A7000
A7700
A7300
A7310
A7320
A7200
A7290
A7210
A7000
A7400
A7410
A7600
A7000
A7000
A7940
A7940
A7951
A7000
A7000
A7401
A7500
A7500
A7500
A7320
A7320
A7320
A7200
A7200
A7000
A7400
A7494
A7450
A7452
A7450
A7432
A7410
A7400
A7402
A7401
A7400
A7000
A7020
A7020
A7000
A7820
A7140
A7140
A7000
A7900
A7500
A7580
A7310
A7200
A7200
A7215
A7200
A7250
A7200
A7202
A7221
A7230
A7200
A7100
A7000
A7300
A7600
A7000
A7432
A7432
A7500
A7500
A7500
A7350
A7320
A7000
A7920
A7980
A7920
A7100
A7920
A7430
A7400
A7400
A7417
A7471
A7460
A7031
A7054
A7000
A7000
A7140
A7100
A7140
A7140
A7000
A7500
A7200
A7170
A7500
A5000
A5000
A5970
A5910
A5900
A5942
A5940
A5100
A5120
A5800
A5800
A5770
A5720
A5700
A5310
A5000
A5300
A5200
A5500
A5300
A5300
A5320
A5394
A5310
A5310
A5340
A5374
A5300
A5300
A5350
A5350
A5320
A5300
A5300
A5390
A5200
A5200
A5210
A5214
A5210
A5200
A5200
A5200
A5200
A5200
A5000
A5000
A5900
A5910
A5720
A5400
A5472
A5412
A5400
A5410
A5400
A5400
A5000
A5090
A5150
A5100
A5140
A5140
A5140
A5800
A5841
A5800
A5800
A5400
A5000
A5000
A5000
A5200
A5900
A5900
A5960
A5940
A5974
A5950
A5951
A5920
A5920
A5920
A5920
A5920
A5920
A5920
A5920
A5920
A5941
A5942
A5945
A5945
A5942
A5940
A5940
A5940
A5942
A5970
A5930
A5984
A5900
A5947
A5900
A5900
A5940
A5970
A5900
A5950
A5920
A5940
A5940
A5941
A5941
A5941
A5947
A5947
A5947
A5947
A5940
A5940
A5947
A5942
A5942
A5942
A5940
A5940
A5940
A5940
A5941
A5941
A5941
A5941
A5941
A5941
A5941
A5941
A5941
A5941
A5941
A5941
A5941
A5941
A5941
A5941
A5941
A5941
A5940
A5900
A5920
A5940
A5914
A5900
A5954
A5920
A5927
A5920
A5920
A5920
A5920
A5900
A5901
A5914
A5914
A5910
A5900
A5904
A5900
A5920
A5920
A5921
A5940
A5940
A5942
A5942
A5946
A5942
A5946
A5946
A5941
A5946
A5947
A5942
A5941
A5940
A5946
A5900
A5942
A5960
A5974
A5940
A5947
A5947
A5940
A5900
A5900
A5710
A5750
A5751
A5730
A5721
A5721
A5721
A5721
A5740
A5740
A5740
A5740
A5701
A5714
A5704
A5000
A5010
A5040
A5600
A5620
A5010
A5010
A5030
A5020
A5021
A5020
A5000
A5084
A5704
A5770
A5720
A5720
A5742
A5742
A5741
A5704
A5710
A5784
A5770
A5704
A5100
A5100
A5190
A5170
A5170
A5130
A5120
A5120
A5190
A5190
A5142
A5100
A5180
A5180
A5100
A5100
A5100
A5100
A5170
A5174
A5120
A5121
A5140
A5141
A5141
A5141
A5148
A5142
A5143
A5140
A5140
A5141
A5100
A5100
A5120
A5127
A5100
A5100
A5100
A5141
A5141
A5141
A5146
A5141
A5147
A5142
A5101
A5141
A5100
A5000
A5000
A5700
A5700
A5000
A5700
A5702
A5100
A5000
A5300
A5800
A5710
A5740
A5740
A5700
A5621
A5621
A5621
A5621
A5621
A5621
A5600
A5600
A5720
A5700
A5702
A5702
A5702
A5708
A5707
A5706
A5500
A5300
A5320
A5320
A5300
A5300
A5300
A5200
A5200
A5274
A5270
A5000
A5720
A5400
A5400
A5410
A5410
A5000
A5021
A5060
A5000
A5000
A5640
A5000
A5000
A5000
A5020
A5021
A5021
A5021
A5021
A5021
A5000
A5000
A5000
A5014
A5810
A5800
A5500
A5200
A5700
A5700
A5714
A5770
A5721
A5721
A5721
A5721
A5721
A5721
A5721
A5721
A5721
A5721
A5722
A5710
A5700
A5720
A5700
A5700
A5700
A5795
A5702
A5700
A5000
A5800
A5884
A5820
A5841
A5840
A5815
A5851
A5800
A5840
A5840
A5840
A5840
A5800
A5800
A5800
A5840
A5840
A5820
A5852
A5832
A5820
A5820
A5820
A5820
A5820
A5820
A5841
A5841
A5841
A5841
A5840
A5840
A5802
A5802
A5801
A5810
A5730
A5740
A5742
A5700
A5700
A5700
A5700
A5740
A5740
A5740
A5731
A5705
A5700
A5740
A5740
A5740
A5740
A5740
A5710
A5742
A5743
A5740
A5740
A5110
A5180
A5600
A5730
A5394
A5490
A5020
A5210
A5000
A5000
A5910
A5700
A5200
A5000
A5907
A5941
A5900
A5907
A5942
A5700
A5721
A5000
A5000
A5600
A5000
A5700
A5000
A5200
A5400
A5800
A5700
A5107
A5720
A5300
A5320
A5321
A5300
A5300
A5321
A5200
A5217
A5200
A5100
A5100
A5100
A5941
A5900
A5940
A5400
A5400
A5400
A5000
A5000
A5060
A5000
A5000
A5000
A5020
A5000
A5100
A5000
A5700
A5800
A5010
A5630
A5635
A5610
A5600
A5700
A5720
A5730
A5720
A5740
A5786
A5719
A5719
A5720
A5740
A5732
A5741
A5000
A5000
A5921
A5970
A5120
A5000
A5200
A5400
A5500
A5300
A5320
A5390
A5320
A5327
A5200
A5210
A5202
A5400
A5400
A5410
A5410
A5410
A5000
A5000
A5970
A5900
A5940
A5941
A5940
A5947
A5941
A5941
A5947
A5947
A5620
A5770
A5742
A5710
A5184
A5100
A5140
A5141
A5141
A5141
A5000
A5960
A5700
A5000
A5700
A5740
A5740
A5710
A5740
A5740
A5741
A5741
A5741
A5740
A5740
A5742
A5740
A5500
A5300
A5320
A5321
A5327
A5320
A5340
A5320
A5321
A5200
A5296
A5297
A5294
A5294
A5290
A5210
A5214
A5214
A5202
A5209
A5204
A5400
A5412
A5412
A5457
A5400
A5410
A5412
A5400
A5000
A5600
A5000
A5100
A5800
A5810
A5700
A5000
A5200
A5841
A5840
A5740
A5740
A5740
A5740
A5740
A5710
A5740
A5740
A5210
A5040
A5000
A5000
A5920
A5700
A5770
A5000
A5740
A5740
A5710
A5320
A5200
A5214
A5270
A5274
A5273
A5271
A5202
A5000
A5000
A5020
A5000
A5014
A5012
A5320
A5321
A5321
A5320
A5340
A5321
A5340
A5320
A5321
A5210
A5000
A5700
A5700
A5200
A5400
A5410
A5400
A5000
A5100
A5100
A5100
A5000
A5000
A5820
A5941
A5410
A5410
A5460
A5417
A5000
A5094
A5094
A5094
A5600
A5032
A5090
A5090
A5096
A5012
A5011
A5090
A5041
A5120
A5190
A5300
A5397
A5300
A5400
A5410
A5200
A5200
A5100
A5410
A5000
A5200
A5020
A5300
A5300
A5370
A5310
A5314
A5374
A5374
A5320
A5321
A5320
A5320
A5320
A5320
A5320
A5340
A5340
A5340
A5340
A5341
A5341
A5300
A5302
A5300
A5304
A5300
A5300
A5302
A5304
A5300
A5394
A5300
A5310
A5310
A5312
A5310
A5360
A5372
A5320
A5320
A5321
A5321
A5321
A5321
A5327
A5340
A5340
A5347
A5340
A5300
A5301
A5314
A5310
A5374
A5340
A5345
A5345
A5342
A5350
A5300
A5318
A5318
A5320
A5321
A5320
A5324
A5321
A5321
A5321
A5320
A5340
A5340
A5300
A5300
A5370
A5300
A5301
A5301
A5301
A5300
A5300
A5264
A5210
A5000
A5000
A5800
A5000
A5000
A5000
A5000
A5000
A5000
A5300
A5340
A5340
A5300
A5200
A5270
A5270
A5200
A5200
A5200
A5200
A5400
A5000
A5190
A5100
A5000
A5000
A5000
A5970
A5940
A5942
A5942
A5948
A5940
A5940
A5941
A5914
A5800
A5820
A5820
A5820
A5900
A5920
A5920
A5904
A5970
A5900
A5960
A5712
A5704
A5701
A5700
A5410
A5410
A5417
A5000
A5010
A5094
A5010
A5074
A5010
A5074
A5050
A5053
A5010
A5094
A5094
A5094
A5094
A5014
A5020
A5091
A5010
A5630
A5648
A5670
A5634
A5600
A5020
A5027
A5090
A5059
A5032
A5094
A5094
A5020
A5090
A5096
A5097
A5090
A5094
A5011
A5011
A5011
A5012
A5014
A5012
A5011
A5014
A5030
A5090
A5041
A5100
A5112
A5180
A5184
A5100
A5133
A5134
A5134
A5134
A5134
A5134
A5120
A5140
A5185
A5102
A5130
A5134
A5130
A5130
A5120
A5120
A5120
A5129
A5129
A5129
A5129
A5129
A5129
A5129
A5129
A5121
A5128
A5128
A5128
A5124
A5191
A5140
A5147
A5140
A5140
A5143
A5143
A5140
A5100
A5187
A5185
A5175
A5100
A5104
A5110
A5134
A5120
A5140
A5140
A5104
A5180
A5180
A5150
A5100
A5170
A5100
A5170
A5114
A5140
A5140
A5140
A5140
A5140
A5170
A5150
A5134
A5134
A5130
A5120
A5100
A5104
A5152
A5134
A5132
A5132
A5134
A5134
A5135
A5134
A5134
A5100
A5195
A5195
A5195
A5130
A5134
A5134
A5132
A5120
A5122
A5148
A5122
A5191
A5146
A5146
A5142
A5106
A5106
A5165
A5103
A5101
A5101
A5101
A5130
A5120
A5120
A5140
A5100
A5181
A5100
A5100
A5000
A5410
A5400
A5000
A5000
A5700
A5720
A5397
A5200
A5710
A5800
A5820
A5840
A5840
A5841
A5842
A5841
A5840
A5842
A5840
A5840
A5842
A5840
A5842
A5840
A5850
A5820
A5840
A5840
A5840
A5840
A5842
A5840
A5840
A5840
A5800
A5801
A5801
A5800
A5800
A5800
A5800
A5820
A5840
A5814
A5814
A5854
A5820
A5820
A5820
A5840
A5840
A5800
A5800
A5814
A5810
A5804
A5800
A5804
A5841
A5801
A5200
A5200
A5410
A5410
A5000
A5500
A5000
A5200
A5200
A5100
A5410
A5000
A5000
A5070
A5042
A5034
A5010
A5020
A5090
A5074
A3000
A3000
A3950
A3950
A3640
A3700
A3740
A3100
A3100
A3100
A3100
A3100
A3100
A3100
A3120
A3140
A3600
A3740
A3594
A3580
A3581
A3500
A3200
A3200
A3210
A3210
A3200
A3270
A3200
A3200
A3200
A3210
A3210
A3210
A3210
A3210
A3250
A3400
A3400
A3450
A3421
A3400
A3400
A3450
A3450
A3400
A3400
A3400
A3000
A3600
A3020
A3000
A3100
A3100
A3127
A3100
A3100
A3120
A3140
A3141
A3170
A3150
A3807
A3807
A3000
A3000
A3020
A3020
A3960
A3964
A3941
A3910
A3900
A3940
A3947
A3947
A3943
A3940
A3940
A3940
A3941
A3950
A3954
A3900
A3942
A3940
A3900
A3940
A3940
A3941
A3940
A3940
A3940
A3940
A3940
A3947
A3947
A3940
A3940
A3940
A3940
A3940
A3940
A3940
A3940
A3940
A3940
A3940
A3940
A3940
A3940
A3940
A3940
A3940
A3940
A3900
A3950
A3947
A3947
A3947
A3942
A3900
A3960
A3150
A3150
A3140
A3140
A3100
A3100
A3100
A3100
A3100
A3140
A3500
A3500
A3200
A3400
A3700
A3527
A3500
A3527
A3500
A3500
A3510
A3500
A3527
A3527
A3300
A3200
A3210
A3210
A3210
A3215
A3215
A3215
A3215
A3210
A3275
A3202
A3210
A3210
A3210
A3400
A3450
A3400
A3470
A3472
A3472
A3472
A3470
A3420
A3420
A3400
A3452
A3432
A3400
A3402
A3400
A3000
A3094
A3070
A3071
A3010
A3000
A3070
A3070
A3050
A3071
A3000
A3200
A3200
A3000
A3700
A3700
A3720
A3770
A3100
A3100
A3120
A3000
A3500
A3800
A3700
A3700
A3700
A3720
A3740
A3500
A3574
A3500
A3200
A3200
A3200
A3200
A3220
A3280
A3280
A3100
A3100
A3100
A3400
A3400
A3451
A3400
A3400
A3420
A3472
A3000
A3020
A3000
A3100
A3100
A3142
A3610
A3610
A3520
A3500
A3540
A3520
A3527
A3527
A3527
A3200
A3200
A3400
A3400
A3500
A3200
A3400
A3432
A3432
A3140
A3410
A3410
A3410
A3200
A3200
A3000
A3000
A3700
A3100
A3100
A3100
A3100
A3000
A3500
A3506
A3200
A3210
A3210
A3210
A3200
A3202
A3400
A3400
A3400
A3450
A3450
A3400
A3400
A3400
A3450
A3430
A3420
A3432
A3400
A3400
A3400
A3400
A3400
A3400
A3400
A3000
A3000
A3100
A3100
A3400
A3942
A3942
A3940
A3900
A3940
A3900
A3900
A3980
A3920
A3910
A3940
A3900
A3430
A3420
A3420
A3420
A3460
A3420
A3400
A3000
A3097
A3094
A3094
A3065
A3012
A3015
A3050
A3680
A3054
A3050
A3096
A3097
A3097
A3011
A3014
A3014
A3014
A3011
A3140
A3132
A3140
A3210
A3210
A3241
A3400
A3000
A3700
A3000
A3100
A3100
A3700
A2000
A2000
A2950
A2910
A2740
A2751
A2720
A2720
A2720
A2720
A2720
A2400
A2570
A2500
A2300
A2300
A2200
A2210
A2200
A2200
A2200
A2220
A2200
A2214
A2000
A2070
A2010
A2010
A2010
A2010
A2010
A2010
A2010
A2010
A2010
A2010
A2140
A2510
A2000
A2700
A2740
A2740
A2050
A2051
A2050
A2610
A2600
A2621
A2640
A2640
A2621
A2060
A2050
A2040
A2000
A2740
A2770
A2720
A2743
A2715
A2100
A2100
A2195
A2150
A2152
A2154
A2154
A2150
A2140
A2140
A2184
A2100
A2105
A2100
A2150
A2152
A2150
A2153
A2140
A2140
A2149
A2147
A2147
A2144
A2140
A2147
A2147
A2145
A2145
A2145
A2143
A2143
A2140
A2140
A2140
A2140
A2140
A2140
A2141
A2141
A2145
A2100
A2102
A2175
A2100
A2127
A2120
A2100
A2154
A2100
A2100
A2100
A2152
A2152
A2150
A2120
A2122
A2140
A2148
A2148
A2100
A2140
A2147
A2147
A2141
A2141
A2141
A2140
A2147
A2140
A2140
A2140
A2140
A2140
A2140
A2140
A2140
A2140
A2147
A2141
A2140
A2142
A2142
A2140
A2140
A2140
A2140
A2140
A2140
A2141
A2141
A2140
A2142
A2148
A2147
A2140
A2142
A2140
A2146
A2146
A2142
A2145
A2145
A2142
A2142
A2141
A2141
A2141
A2140
A2140
A2149
A2140
A2140
A2140
A2140
A2140
A2140
A2141
A2141
A2140
A2147
A2140
A2140
A2140
A2140
A2140
A2148
A2140
A2147
A2142
A2142
A2142
A2147
A2146
A2147
A2140
A2140
A2140
A2140
A2147
A2147
A2142
A2142
A2142
A2142
A2145
A2142
A2141
A2141
A2140
A2140
A2140
A2145
A2147
A2145
A2140
A2140
A2148
A2142
A2142
A2142
A2140
A2140
A2140
A2140
A2148
A2140
A2145
A2145
A2140
A2140
A2140
A2140
A2140
A2140
A2146
A2140
A2140
A2140
A2140
A2140
A2100
A2164
A2160
A2140
A2100
A2000
A2600
A2500
A2500
A2300
A2320
A2200
A2402
A2000
A2000
A2010
A2109
A2510
A2000
A2000
A2827
A2851
A2820
A2800
A2700
A2734
A2740
A2742
A2741
A2745
A2700
A2750
A2750
A2757
A2757
A2750
A2759
A2750
A2754
A2750
A2751
A2751
A2750
A2757
A2756
A2757
A2757
A2751
A2755
A2755
A2752
A2752
A2752
A2752
A2750
A2751
A2750
A2750
A2750
A2751
A2750
A2750
A2758
A2752
A2752
A2759
A2750
A2750
A2751
A2750
A2758
A2750
A2750
A2757
A2750
A2720
A2722
A2740
A2743
A2744
A2748
A2743
A2743
A2743
A2742
A2740
A2740
A2741
A2782
A2750
A2700
A2720
A2700
A2740
A2754
A2751
A2751
A2755
A2720
A2750
A2750
A2751
A2751
A2752
A2750
A2750
A2759
A2759
A2753
A2752
A2754
A2750
A2750
A2751
A2750
A2753
A2752
A2750
A2753
A2720
A2720
A2720
A2710
A2710
A2780
A2742
A2747
A2740
A2740
A2743
A2740
A2701
A2701
A2701
A2701
A2701
A2712
A2700
A2740
A2758
A2720
A2720
A2760
A2750
A2700
A2720
A2750
A2510
A2420
A2000
A2950
A2900
A2700
A2010
A2010
A2600
A2700
A2100
A2500
A2500
A2500
A2300
A2300
A2300
A2362
A2500
A2000
A2600
A2038
A2100
A2600
A2630
A2700
A2750
A2729
A2729
A2729
A2729
A2720
A2723
A2720
A2740
A2740
A2740
A2770
A2753
A2750
A2724
A2720
A2740
A2743
A2743
A2730
A2580
A2500
A2574
A2000
A2000
A2950
A2950
A2500
A2500
A2350
A2200
A2210
A2420
A2430
A2000
A2000
A2400
A2720
A2200
A2400
A2420
A2000
A2000
A2000
A2050
A2000
A2100
A2100
A2950
A2764
A2050
A2647
A2200
A2270
A2200
A2000
A2020
A2000
A2200
A2200
A2420
A2201
A2201
A2000
A2000
A2200
A2280
A2230
A2480
A2070
A2000
A2051
A2051
A2040
A2041
A2040
A2040
A2000
A2096
A2094
A2094
A2061
A2061
A2050
A2050
A2053
A2053
A2053
A2053
A2053
A2010
A2610
A2050
A2052
A2050
A2032
A2059
A2020
A2027
A2047
A2096
A2097
A2011
A2011
A2011
A2011
A2011
A2010
A2012
A2014
A2100
A2170
A2150
A2157
A2100
A2140
A2100
A2175
A2170
A2100
A2100
A2190
A2100
A2150
A2150
A2150
A2159
A2124
A2127
A2194
A2140
A2100
A2102
A2100
A2100
A2184
A2150
A2120
A2120
A2120
A2149
A2100
A2100
A2170
A2160
A2170
A2114
A2100
A2170
A2150
A2150
A2150
A2150
A2150
A2152
A2130
A2120
A2124
A2124
A2124
A2120
A2127
A2120
A2100
A2101
A2101
A2177
A2177
A2150
A2154
A2150
A2132
A2100
A2100
A2172
A2120
A2121
A2150
A2157
A2157
A2157
A2152
A2152
A2152
A2152
A2120
A2120
A2127
A2127
A2127
A2120
A2125
A2125
A2125
A2121
A2121
A2121
A2127
A2127
A2120
A2120
A2121
A2121
A2127
A2122
A2120
A2120
A2126
A2127
A2121
A2120
