phonex_0pad_ml6
A15300
A15300
A16000
A16000
A12300
A12500
A13000
A13000
A10000
A12500
A13000
A10000
A13000
A13000
A14000
A13600
A13000
A15260
A12300
A13000
A13000
A13000
A16000
A12400
A14000
A13000
A14000
A14200
A15000
A15360
A15000
A15350
A14000
A12000
A13140
A13000
A13200
A12000
A10000
A12650
A12000
A14000
A14500
A14500
A14000
A14200
A14000
A14356
A14500
A14600
A14000
A14300
A14500
A14500
A14200
A14500
A15000
A15600
A15300
A15000
A10000
A12000
A13400
A14100
A14500
A13000
A15000
A15200
A15200
A13000
A13000
A15000
A13000
A13000
A12300
A14100
A12500
A15360
A12300
A10000
A13000
A14510
A16000
A16500
A16500
A16500
A16525
A16525
A16500
A16530
A16500
A16500
A16250
A16500
A16520
A16500
A16500
A16510
A16510
A16510
A16512
A16513
A16520
A16532
A16520
A16500
A16520
A16520
A16525
A16500
A16530
A16000
A16230
A16200
A16400
A16520
A16000
A16000
A16200
A16000
A16100
A16000
A16000
A15000
A16500
A16200
A16400
A16200
A16400
A16400
A16250
A16000
A16500
A16530
A16500
A16230
A16200
A16200
A16250
A16200
A16000
A12450
A12450
A12600
A12600
A12600
A12600
A12600
A12500
A12350
A12350
A13000
A13000
A13000
A10000
A14000
A15000
A12600
A12600
A13000
A12000
A14000
A10000
A12500
A12400
A15000
A12600
A14520
A15000
A15200
A15000
A15200
A15000
A13000
A12510
A13000
A13500
A12300
A10000
A20000
A20000
A23500
A25000
A25160
A25160
A26000
A20000
A25000
A23000
A23000
A23000
A23600
A23600
A25000
A23000
A26000
A21300
A25000
A20000
A24000
A25000
A23000
A23500
A25600
A20000
A20000
A20000
A21400
A21300
A21000
A23000
A20000
A23500
A24000
A25200
A26000
A26300
A26000
A26000
A23000
A23000
A23000
A21300
A21300
A21000
A21200
A20000
A21400
A20000
A20000
A20000
A25000
A26000
A23200
A21260
A20000
A25150
A20000
A21400
A25000
A25120
A26000
A25000
A20000
A24000
A24000
A24000
A25000
A25000
A26000
A25000
A20000
A25000
A26000
A23000
A25000
A20000
A23500
A23512
A23600
A23120
A23100
A21000
A26000
A23600
A25000
A23000
A20000
A23400
A23000
A20000
A24000
A24000
A25000
A25000
A26000
A21200
A26300
A25230
A24500
A24000
A24000
A25000
A25000
A26000
A25000
A23000
A20000
A25000
A25000
A20000
A24500
A24500
A24600
A24000
A24000
A24500
A25000
A25000
A26300
A20000
A24500
A21000
A21000
A24000
A20000
A21000
A25100
A25000
A26000
A23000
A23000
A25000
A26000
A23000
A23000
A20000
A21630
A20000
A23000
A21400
A21000
A20000
A24500
A23000
A23120
A23000
A26000
A26000
A26000
A26500
A26000
A26000
A26000
A20000
A23000
A23252
A23500
A21000
A25000
A25300
A21000
A20000
A30000
A32000
A30000
A36000
A32600
A32000
A34000
A35000
A35000
A35300
A35000
A35200
A35200
A35200
A35200
A35200
A35000
A35200
A35200
A35000
A35320
A35200
A35000
A35200
A35000
A35200
A35200
A35200
A35200
A35320
A35200
A35300
A35200
A35000
A35000
A35140
A35000
A35100
A35120
A35200
A35200
A35000
A35250
A35200
A35200
A35250
A35000
A35000
A35000
A35000
A35000
A35200
A35000
A30000
A36000
A30000
A30000
A30000
A30000
A30000
A30000
A20000
A20000
A31000
A30000
A30000
A36000
A35000
A35000
A35300
A36000
A35000
A30000
A34000
A34000
A32500
A32000
A32000
A32000
A30000
A32000
A32300
A30000
A32000
A35350
A30000
A32500
A34500
A34600
A34000
A30000
A35000
A35200
A30000
A32000
A32000
A30000
A30000
A31000
A31000
A32000
A30000
A32000
A32000
A32540
A34000
A31200
A34200
A34000
A30000
A34200
A34000
A35000
A35000
A35600
A35000
A34000
A32120
A32126
A32500
A32126
A32350
A35000
A35000
A35000
A35000
A35200
A35650
A35000
A35300
A30000
A31200
A36000
A30000
A30000
A30000
A35000
A35000
A36000
A32500
A30000
A32500
A32500
A32000
A32000
A35200
A34000
A34000
A35000
A35000
A30000
A35000
A35000
A30000
A35200
A32300
A32600
A32500
A35000
A35000
A32600
A30000
A31000
A31000
A32000
A30000
A34000
A32500
A34000
A34000
A35000
A35100
A31360
A30000
A32500
A32000
A32000
A32500
A32353
A32500
A32500
A32500
A32525
A32500
A32500
A34000
A34500
A34500
A34000
A34500
A34600
A34000
A34535
A35000
A35600
A35000
A35600
A35000
A31000
A31000
A31250
A31000
A31000
A31000
A31250
A31250
A31000
A35000
A35300
A35200
A35300
A35000
A35000
A35000
A36000
A32500
A35300
A35300
A35000
A36250
A36500
A36500
A36520
A36500
A36500
A36520
A36525
A36525
A36320
A36400
A36500
A36500
A36160
A32300
A32300
A32300
A32500
A30000
A31300
A34000
A35000
A32000
A32540
A31500
A31530
A31524
A34000
A30000
A32500
A12300
A10000
A12600
A14000
A10000
A30000
A23600
A00000
A30000
A45000
A52600
A56000
A14000
A50000
A30000
A60000
A21260
A24500
A24500
A24500
A21000
A14000
A14100
A15360
A13400
A12000
A13000
A13000
A13000
A13600
A15300
A14200
A14120
A14200
A14300
A13600
A13600
A15200
A16530
A16530
A14000
A12000
A12500
A10000
A10000
A14200
A14200
A15000
A10000
A14100
A15000
A15000
A15200
A16500
A16210
A16000
A16200
A16250
A16300
A16000
A12600
A12600
A12600
A13100
A13500
A13500
A10000
A12400
A12400
A20000
A23000
A20000
A20000
A25000
A25000
A25000
A25000
A21000
A21300
A26000
A26500
A23000
A24000
A24000
A20000
A23000
A23100
A23000
A23500
A26500
A20000
A21000
A21500
A21000
A21400
A21400
A21520
A24000
A23100
A20000
A20000
A24000
A25000
A25000
A25000
A25163
A25600
A25000
A25300
A26000
A26000
A23600
A23500
A20000
A24000
A20000
A24600
A25000
A26000
A26000
A25000
A23000
A26000
A20000
A25000
A25000
A20000
A26500
A24000
A20000
A20000
A24600
A25000
A25000
A26000
A20000
A24000
A24600
A24500
A24500
A24300
A24300
A24000
A24100
A25300
A25300
A25000
A25400
A25400
A25600
A25000
A25200
A25000
A25300
A25000
A25000
A25360
A25320
A25000
A25400
A25000
A25600
A25000
A20000
A24000
A24000
A25240
A25000
A25000
A21500
A26000
A23000
A23000
A23500
A23540
A23500
A23500
A23500
A23000
A23500
A21500
A21000
A21500
A26000
A26530
A26510
A26000
A26400
A26200
A26000
A26300
A26350
A26400
A26500
A26000
A26000
A26230
A26230
A26230
A26000
A26240
A26230
A26400
A26525
A26000
A26500
A26530
A26200
A23610
A20000
A23000
A23000
A24000
A25000
A20000
A21000
A20000
A23000
A23400
A23000
A20000
A23000
A24600
A26000
A26000
A26000
A24000
A24600
A26000
A20000
A24000
A24600
A24600
A24600
A24600
A24300
A24600
A24500
A24000
A24200
A25000
A25200
A25300
A25200
A25000
A26000
A26000
A24600
A25200
A25000
A25200
A25000
A20000
A20000
A26000
A26000
A23000
A20000
A23000
A23000
A23500
A23500
A23000
A20000
A20000
A21500
A20000
A25000
A25000
A25000
A00000
A10000
A30000
A30000
A30000
A53000
A53000
A65000
A65000
A65000
A30000
A23500
A00000
A30000
A50000
A50000
A30000
A00000
A50000
A50000
A50000
A00000
A50000
A60000
A40000
A12000
A15000
A16500
A16530
A16230
A40000
A41300
A45600
A45000
A46000
A46000
A42560
A43000
A40000
A10000
A13000
A13000
A26500
A26500
A50000
A45000
A50000
A50000
A40000
A23000
A62000
A62000
A24260
A23000
A23650
A23650
A23000
A45000
A40000
A16000
A53000
A53000
A53500
A53000
A53200
A50000
A53000
A56000
A53200
A53000
A53120
A50000
A50000
A50000
A50000
A56000
A53000
A00000
A40000
A40000
A30000
A50000
A25000
A60000
A65000
A65250
A65300
A65320
A65200
A65000
A65300
A65000
A53000
A50000
A25000
A25000
A25000
A20000
A53000
A50000
A00000
A20000
A24000
A26000
A25600
A30000
A30000
A34000
A30000
A30000
A40000
A25600
A60000
A25000
A25000
A20000
A25000
A25000
A25000
A45000
A40000
A40000
A41000
A40000
A40000
A46000
A13000
A20000
A23200
A23000
A30000
A50000
A50000
A56000
A50000
A50000
A50000
A50000
A50000
A50000
A51560
A50000
A50000
A56000
A54000
A52000
A52400
A52400
A52300
A50000
A50000
A20000
A12120
A30000
A60000
A60000
A23000
A30000
A30000
A65350
A60000
A64000
A63000
A30000
A60000
A25120
A25160
A21600
A23610
A30000
A25000
A25000
A30000
A32500
A32500
A32500
A35000
A00000
A30000
A12500
A00000
A20000
A20000
A20000
A24000
A25000
A25000
A25400
A25000
A20000
A20000
A20000
A23600
A24000
A25000
A26000
A21400
A21000
A24500
A24500
A25600
A25600
A20000
A20000
A20000
A20000
A20000
A25000
A25320
A25000
A25000
A25100
A25000
A20000
A26000
A23000
A20000
A20000
A20000
A21600
A21600
A21430
A20000
A20000
A23000
A24000
A24000
A24000
A25000
A25000
A25000
A25000
A25000
A20000
A26000
A21200
A24000
A24500
A24000
A25000
A26300
A26000
A25000
A23650
A26000
A20000
A25000
A25000
A20000
A21500
A23600
A23600
A20000
A21000
A24000
A24100
A25300
A25000
A25000
A25400
A25000
A25400
A25000
A25250
A25000
A25000
A25000
A23000
A20000
A25000
A20000
A20000
A25000
A25000
A24000
A24000
A24000
A25400
A25000
A20000
A21500
A21000
A21500
A23000
A21500
A26500
A26000
A26000
A26320
A26230
A26200
A25300
A26300
A20000
A20000
A23600
A23000
A23600
A23600
A20000
A24000
A25000
A23200
A24000
A40000
A40000
A41200
A41300
A41000
A41650
A41600
A43000
A43500
A41000
A41000
A42000
A42500
A42000
A45300
A40000
A45000
A45000
A40000
A45000
A45000
A45000
A45160
A45300
A45300
A45600
A45600
A45000
A45000
A45400
A45400
A45000
A45000
A45000
A45100
A45000
A45000
A45000
A45600
A45300
A45000
A45000
A45200
A45000
A45200
A40000
A40000
A41000
A41300
A42520
A46000
A42500
A43500
A46000
A46300
A46000
A46000
A40000
A42100
A43400
A43000
A43600
A43623
A43600
A41000
A41350
A41200
A41000
A46000
A40000
A40000
A40000
A45000
A10000
A10000
A12000
A16000
A12600
A14000
A14320
A15000
A15000
A15200
A15200
A15200
A15000
A15000
A15000
A15000
A16300
A16500
A16400
A16400
A16500
A16000
A16200
A16250
A16500
A12000
A15000
A16000
A10000
A16200
A10000
A10000
A16000
A12000
A10000
A14000
A15000
A16000
A16000
A13000
A13000
A13500
A12000
A12000
A12500
A12000
A12000
A16200
A16200
A16500
A16500
A15200
A16000
A16000
A16000
A12500
A13000
A13000
A13400
A13600
A13000
A13000
A13000
A13500
A13500
A13500
A13000
A13500
A13000
A13250
A13250
A13000
A13000
A13200
A16000
A10000
A15000
A16000
A13620
A12000
A14600
A15000
A15600
A15000
A15000
A15250
A15000
A10000
A12350
A13600
A13600
A13200
A12000
A12600
A10000
A15000
A15000
A15300
A16000
A16000
A15000
A15200
A16230
A16530
A16230
A16232
A16325
A16200
A16230
A16500
A16350
A16000
A16230
A10000
A15000
A12000
A12000
A16200
A12600
A12000
A16000
A10000
A10000
A23000
A24000
A23000
A25000
A25360
A25360
A25360
A25360
A26000
A26200
A26200
A26000
A23000
A23600
A26000
A20000
A23000
A26000
A20000
A25000
A23000
A23000
A25000
A25000
A25600
A25000
A20000
A21600
A26000
A20000
A25000
A25240
A26500
A25000
A23000
A26000
A23000
A21600
A20000
A26000
A30000
A30000
A31000
A32000
A32000
A35000
A35000
A35000
A31000
A31000
A36500
A30000
A31000
A31000
A30000
A32000
A30000
A30000
A32000
A32600
A35000
A35160
A36000
A32000
A36300
A36300
A31600
A36520
A35000
A36000
A32500
A35000
A30000
A30000
A35000
A35600
A30000
A30000
A30000
A36300
A36320
A36300
A36200
A36320
A36200
A36500
A32300
A30000
A30000
A40000
A40000
A42000
A42000
A42000
A42000
A42500
A43000
A40000
A45000
A41000
A42300
A42600
A42600
A42000
A42560
A42560
A42560
A42562
A42565
A42560
A42000
A42000
A42500
A42000
A42561
A42562
A42500
A42100
A42000
A42000
A40000
A45000
A45000
A45000
A45000
A45000
A45000
A45000
A45000
A45260
A45236
A40000
A42500
A46000
A46000
A43000
A43000
A40000
A42560
A42000
A42000
A42000
A42600
A42000
A42000
A42000
A42500
A42560
A42560
A42565
A42560
A42565
A42000
A42000
A42000
A42360
A41300
A41200
A40000
A45000
A42000
A42000
A42360
A42000
A42560
A42525
A42560
A42560
A42560
A42560
A42560
A42560
A42561
A42562
A42500
A42300
A42000
A42500
A42000
A42000
A42000
A42140
A42500
A42000
A40000
A10000
A16000
A15000
A13000
A16000
A13400
A13000
A10000
A16000
A16200
A16000
A16000
A10000
A10000
A10000
A16000
A16000
A15000
A14500
A15000
A15000
A15200
A15200
A15200
A15200
A15200
A13000
A16300
A16300
A16325
A16000
A16000
A12500
A12500
A12300
A13000
A25000
A26000
A26500
A20000
A20000
A20000
A20000
A26000
A26000
A26000
A25000
A24000
A20000
A26000
A26000
A26000
A26000
A26000
A23000
A26500
A26500
A26000
A26000
A30000
A31000
A20000
A25000
A51600
A10000
A25000
A50000
A40000
A40000
A41300
A42000
A45000
A40000
A41200
A41300
A41000
A41200
A41650
A42000
A42560
A42000
A42000
A42000
A42000
A42000
A40000
A45000
A46000
A41000
A42000
A43200
A42500
A45000
A45000
A45300
A45000
A45000
A45300
A45000
A45250
A45000
A43000
A43000
A43000
A41300
A41000
A41600
A46000
A46000
A46200
A40000
A42000
A42000
A42000
A42000
A42000
A42500
A42000
A43200
A40000
A42000
A41000
A42300
A25000
A25400
A23000
A20000
A20000
A25000
A25000
A25000
A26000
A21200
A23100
A23100
A25000
A26000
A25000
A23000
A40000
A40000
A41500
A41200
A43500
A40000
A45000
A46000
A40000
A45000
A45000
A45100
A45000
A45000
A45000
A45000
A45250
A46000
A46000
A43000
A43200
A43200
A40000
A40000
A12000
A10000
A16000
A13000
A16000
A16230
A16350
A16350
A16200
A16200
A25000
A20000
A25000
A23000
A31600
A30000
A36000
A36320
A36320
A36300
A40000
A41200
A42000
A40000
A42000
A42600
A42600
A42300
A42600
A42600
A42630
A42630
A42630
A42620
A42600
A42650
A42600
A40000
A45000
A45000
A45000
A45000
A45000
A45600
A45000
A45000
A45000
A45120
A45120
A45120
A45165
A45100
A45000
A45600
A45100
A45250
A45212
A45230
A46000
A43500
A43500
A42500
A46000
A43000
A43500
A46000
A40000
A42000
A42000
A43000
A41000
A41300
A42000
A40000
A45000
A13000
A16000
A26000
A26000
A26000
A26000
A26000
A23000
A26000
A26000
A50000
A26000
A40000
A40000
A41500
A42000
A42000
A40000
A42600
A42600
A42300
A45000
A45000
A45600
A45000
A45600
A45000
A45350
A45250
A40000
A40000
A42500
A40000
A42360
A42350
A50000
A50000
A56000
A50000
A56000
A56000
A56000
A50000
A50000
A53000
A40000
A42000
A42000
A45000
A46000
A43000
A46000
A40000
A43000
A43000
A43000
A40000
A40000
A15000
A13000
A63000
A63000
A62000
A63200
A40000
A21620
A21620
A21600
A20000
A25000
A21000
A21000
A21200
A23500
A23000
A21000
A23000
A35000
A31000
A45000
A45120
A45000
A46000
A30000
A50000
A50000
A30000
A30000
A40000
A45000
A42500
A50000
A50000
A52000
A53000
A53600
A52600
A52600
A50000
A50000
A52000
A50000
A52000
A52500
A52600
A56000
A56200
A56200
A56000
A56300
A56300
A50000
A52500
A52000
A52600
A52000
A52000
A52500
A52600
A52000
A51200
A50000
A53000
A53000
A53500
A53000
A52000
A52560
A50000
A50000
A56000
A56200
A56200
A56000
A56000
A56000
A56200
A56200
A56000
A50000
A52320
A53600
A53000
A56500
A56000
A56400
A56400
A56500
A54000
A50000
A53100
A53160
A50000
A50000
A50000
A56000
A53000
A53260
A53000
A50000
A56000
A56000
A50000
A52000
A52300
A50000
A52300
A52300
A52365
A52000
A50000
A52600
A53000
A40000
A40000
A41000
A40000
A40000
A40000
A42000
A42000
A42000
A45000
A45600
A45600
A45000
A45000
A45000
A45000
A45000
A45200
A45200
A45200
A46000
A42000
A43100
A43000
A40000
A40000
A42000
A12000
A16000
A16500
A15000
A16120
A16000
A12350
A13000
A13600
A10000
A15000
A15200
A15200
A10000
A15000
A15000
A12600
A12000
A10000
A12000
A23500
A26000
A23000
A20000
A63000
A63000
A63200
A40000
A23000
A21620
A23000
A26000
A23000
A26000
A24000
A25000
A23000
A21600
A21620
A21620
A21600
A23100
A25000
A21300
A23000
A25000
A26100
A20000
A25600
A20000
A25000
A25000
A21000
A24150
A25000
A21620
A21620
A25000
A21000
A21200
A21200
A21000
A21600
A23000
A23000
A23000
A23500
A23600
A23500
A23000
A23650
A25000
A21000
A23000
A30000
A35000
A31000
A31600
A30000
A35000
A35600
A35650
A35600
A35600
A35600
A35000
A36000
A31400
A32500
A35000
A35600
A35200
A35000
A35000
A35000
A35000
A35120
A35156
A35120
A35126
A35150
A35150
A35120
A35126
A35100
A35100
A35150
A35100
A35600
A31360
A36000
A32300
A36000
A36000
A35000
A35300
A36000
A30000
A31230
A31420
A32160
A30000
A32600
A30000
A35600
A35000
A36000
A36000
A32600
A31000
A31000
A32000
A32000
A32000
A32000
A32000
A36000
A36000
A36000
A36000
A36000
A36000
A32000
A34000
A35600
A35600
A35000
A35000
A30000
A32600
A34500
A35600
A35000
A35000
A35600
A35600
A35460
A35600
A35600
A30000
A31400
A31400
A31400
A35000
A35600
A35600
A35300
A35000
A35000
A31600
A35000
A31360
A36200
A36236
A36560
A32400
A32460
A32460
A32500
A32300
A32360
A32300
A35000
A35000
A35000
A36000
A30000
A31360
A30000
A30000
A40000
A46300
A46200
A40000
A42000
A42000
A42500
A45120
A45000
A42300
A10000
A15000
A16000
A16000
A16300
A16500
A13000
A16000
A16500
A16000
A16200
A16500
A16000
A16500
A16000
A14000
A15000
A16000
A16000
A16200
A16000
A15200
A16000
A16000
A12500
A10000
A12300
A12316
A10000
A12000
A10000
A10000
A15000
A16000
A13600
A13620
A14600
A15000
A15000
A15000
A16000
A16200
A10000
A12000
A13600
A13000
A12600
A12000
A12600
A13000
A12300
A50000
A50000
A30000
A30000
A00000
A40000
A00000
A50000
A50000
A30000
A30000
A40000
A40000
A20000
A26500
A25600
A23000
A25000
A21000
A26000
A50000
A50000
A51400
A51400
A52600
A52000
A52600
A53000
A53000
A53000
A53000
A53000
A53000
A53000
A53500
A53600
A52000
A52600
A51300
A51000
A51350
A54000
A50000
A52000
A50000
A50000
A50000
A52000
A50000
A50000
A50000
A53000
A53000
A53000
A53000
A53000
A54000
A56000
A56000
A56400
A56530
A56000
A56000
A56400
A56400
A56000
A56200
A56000
A52000
A52000
A52500
A50000
A53000
A53000
A53540
A53000
A53000
A53500
A53600
A53630
A53200
A53400
A51200
A51200
A50000
A50000
A52500
A52500
A51200
A51260
A51325
A51300
A51000
A51600
A51200
A51260
A51500
A51600
A51240
A51250
A51300
A51400
A51460
A51000
A51500
A51200
A51000
A51600
A51600
A51632
A51600
A51623
A51620
A51600
A51620
A51620
A51620
A51620
A51600
A51620
A51624
A51623
A51620
A51620
A51625
A51625
A51620
A51620
A51620
A51620
A51620
A51620
A51620
A51600
A51620
A51000
A51400
A51200
A51200
A51200
A51500
A51000
A51200
A54000
A54000
A56000
A56000
A53000
A53000
A53000
A53000
A53000
A53600
A54000
A54000
A50000
A56000
A52000
A54500
A54000
A54500
A54000
A54000
A54300
A52000
A54500
A54520
A50000
A50000
A50000
A50000
A50000
A54000
A54600
A54600
A54000
A53000
A54000
A52500
A53000
A53000
A53000
A56000
A56400
A56000
A56200
A56250
A56252
A56250
A56200
A56500
A56500
A56000
A54500
A50000
A56000
A52500
A56000
A50000
A52160
A52000
A52300
A52300
A50000
A52000
A52000
A52400
A52300
A50000
A50000
A50000
A52000
A52000
A52000
A52500
A52000
A53000
A53000
A53500
A50000
A54000
A51000
A52000
A52000
A52000
A52500
A52600
A54000
A52600
A54000
A50000
A50000
A50000
A50000
A50000
A51000
A51000
A53000
A53000
A53000
A56000
A56000
A56300
A56000
A56000
A56500
A52500
A50000
A52500
A50000
A53000
A53000
A53650
A52300
A52300
A54500
A54000
A54600
A54500
A54500
A54500
A54500
A50000
A50000
A56000
A56000
A54000
A50000
A56000
A50000
A50000
A53600
A56300
A56300
A56300
A50000
A50000
A50000
A50000
A52000
A53000
A53000
A53000
A53000
A50000
A54000
A52000
A50000
A50000
A53000
A53000
A50000
A52500
A56000
A56000
A56000
A56400
A56400
A56000
A56200
A56000
A56400
A56500
A56500
A50000
A56000
A56200
A56200
A56200
A56200
A56200
A56000
A50000
A50000
A53000
A53000
A56000
A51650
A51650
A51600
A51000
A51600
A51000
A51000
A51000
A51520
A51300
A51600
A51000
A56500
A56500
A56500
A50000
A56200
A56500
A56000
A50000
A52120
A52160
A52160
A52460
A52350
A52340
A52400
A52100
A52460
A52400
A52126
A52120
A52126
A52300
A52360
A52350
A52365
A52320
A53600
A53500
A53600
A52500
A52500
A56300
A56000
A52000
A52000
A50000
A53000
A53000
A52000
A50000
A50000
A51400
A51300
A52600
A52430
A52500
A52523
A52523
A52523
A52523
A56000
A52000
A54000
A50000
A50000
A50000
A50000
A50000
A50000
A50000
A50000
A50000
A53650
A50000
A52000
A52300
A52320
A52300
A52320
A52320
A52323
A52320
A52320
A52321
A52300
A53600
A53000
A50000
A52000
A52600
A52600
A52400
A52430
A52400
A52300
A52000
A52500
A52600
A52600
A52500
A52000
A52400
A52600
A52000
A52600
A52000
A52500
A52650
A52340
A50000
A50000
A51400
A54000
A54500
A54600
A54600
A54200
A56000
A56000
A51300
A50000
A52400
A50000
A54000
A54500
A54000
A50000
A56000
A56000
A51200
A56200
A56200
A56000
A56000
A52500
A52000
A54000
A54000
A54200
A50000
A50000
A56250
A56000
A52000
A52500
A52500
A52500
A53000
A53500
A53000
A50000
A52500
A52460
A50000
A50000
A50000
A50000
A54600
A50000
A50000
A50000
A54500
A54500
A52000
A50000
A50000
A56000
A51000
A51600
A50000
A56000
A56200
A56200
A56300
A56300
A56300
A56000
A56200
A56000
A56000
A56200
A56200
A56200
A56200
A56200
A56000
A56000
A56200
A56300
A56000
A56500
A56500
A56000
A56250
A56250
A56250
A56200
A56250
A56300
A56300
A56000
A56500
A56100
A56200
A56000
A56500
A56000
A56200
A56200
A56500
A56400
A56400
A56500
A56500
A56300
A56300
A56340
A56000
A56200
A56153
A56000
A56250
A56200
A56200
A56250
A56000
A56300
A56300
A56000
A56200
A56000
A56000
A56200
A56250
A56000
A56100
A56000
A56200
A56500
A56500
A56500
A56200
A56200
A56200
A56000
A56000
A56200
A56000
A56200
A56230
A56500
A56500
A56500
A56500
A56400
A56500
A56300
A56300
A56000
A56250
A56230
A56400
A56200
A54000
A56000
A56000
A56100
A56500
A56520
A56520
A56000
A56200
A56200
A56200
A56120
A52500
A56400
A56450
A56000
A56200
A56000
A56200
A56200
A56000
A56200
A56200
A52000
A52000
A52000
A52000
A50000
A52600
A52000
A56000
A50000
A50000
A52000
A54000
A54000
A50000
A50000
A50000
A52500
A50000
A52000
A52300
A53212
A53000
A50000
A52000
A51500
A51300
A51525
A51200
A50000
A52000
A56000
A56500
A56300
A56400
A50000
A54000
A54000
A54200
A54200
A54236
A51200
A54000
A54600
A54000
A54300
A54300
A54000
A54200
A54200
A54200
A54240
A54300
A54000
A54000
A54500
A54500
A54500
A54500
A54000
A54300
A54000
A54000
A54000
A54300
A54000
A54000
A54100
A54500
A54500
A54140
A54000
A54253
A54300
A54000
A54100
A54200
A54000
A54200
A54000
A50000
A53000
A56000
A56500
A56000
A51600
A50000
A50000
A56000
A56500
A56000
A52350
A53000
A51500
A54000
A50000
A50000
A50000
A56000
A54600
A54300
A54300
A54000
A50000
A54000
A54000
A54300
A54300
A54500
A54000
A54000
A54126
A54165
A54560
A54500
A54600
A54000
A54200
A54350
A54000
A54500
A54500
A54000
A54500
A50000
A50000
A50000
A53000
A53000
A51000
A56500
A56200
A56250
A56250
A56500
A56000
A52300
A52300
A52350
A52350
A52365
A53500
A50000
A56000
A54100
A50000
A50000
A52000
A54000
A50000
A50000
A54000
A53000
A50000
A50000
A51400
A51000
A52000
A52300
A52300
A52000
A52000
A53000
A54000
A54000
A54000
A50000
A50000
A50000
A52500
A54000
A50000
A52000
A52510
A53000
A52000
A52500
A52000
A52400
A52516
A52516
A52516
A52516
A52500
A52500
A52500
A52600
A52600
A52500
A52000
A52450
A52400
A52560
A52500
A52600
A52650
A52650
A52500
A54100
A54000
A54260
A50000
A50000
A51400
A51400
A54000
A54000
A54000
A50000
A50000
A56500
A56500
A50000
A50000
A56000
A52500
A50000
A56000
A56500
A50000
A52000
A52000
A52400
A50000
A53000
A53000
A51400
A52620
A52400
A52620
A50000
A50000
A50000
A50000
A52500
A50000
A50000
A50000
A56500
A52300
A52300
A52000
A50000
A50000
A51000
A50000
A51000
A52000
A52000
A52300
A52300
A52600
A52300
A52600
A52600
A52000
A52120
A52160
A52160
A52320
A52320
A52400
A52400
A52500
A52500
A52530
A52500
A52500
A52300
A52320
A52400
A52456
A52400
A52500
A52416
A52500
A52500
A52000
A52120
A52120
A52300
A52300
A52300
A52300
A52300
A52300
A52350
A52365
A53000
A53200
A53400
A53420
A53000
A53600
A53000
A52410
A52000
A53000
A53000
A53100
A53000
A53400
A53400
A53400
A53410
A53560
A53520
A53160
A53600
A53000
A53250
A53000
A53000
A53160
A53200
A53500
A53500
A53500
A53610
A53000
A53000
A53200
A53200
A53200
A53500
A53000
A53200
A53400
A53400
A53400
A53400
A53400
A53450
A53500
A53500
A53560
A53560
A53560
A53520
A53520
A53500
A53000
A53234
A53230
A53200
A53200
A53400
A53460
A53400
A53500
A53000
A53200
A53254
A53500
A53530
A53400
A53420
A53420
A53420
A53450
A53450
A53450
A53450
A53500
A53500
A53520
A53520
A53520
A53500
A53540
A53540
A53540
A53530
A53530
A53530
A53520
A53515
A53500
A53500
A53530
A53530
A53520
A53500
A53520
A53524
