refined_soundex_0pad_ml6
A19860
A19860
A19000
A19300
A19376
A19380
A19600
A19630
A13000
A13830
A16000
A10000
A16000
A16000
A12700
A12769
A17600
A18390
A13600
A16000
A16000
A16000
A19000
A14700
A17000
A17600
A17300
A17500
A18000
A18690
A18400
A18468
A17000
A13400
A16170
A16000
A16500
A13000
A12000
A13980
A13000
A17000
A17800
A17840
A17000
A17500
A17000
A17684
A17880
A17900
A17300
A17600
A17800
A17840
A17400
A17860
A18000
A18900
A18600
A18000
A10000
A14000
A16700
A17200
A17830
A17600
A18000
A18300
A18500
A16000
A19600
A19800
A16000
A16000
A14600
A17200
A17380
A18690
A15600
A10000
A16300
A17871
A19000
A19800
A19880
A19830
A19838
A19838
A19880
A19860
A19800
A19830
A19480
A19800
A19835
A19880
A19800
A19820
A19820
A19820
A19823
A19826
A19835
A19865
A19830
A19830
A19830
A19830
A19838
A19880
A19863
A19000
A19360
A19400
A19700
A19830
A19000
A19900
A19300
A19000
A19200
A19000
A19000
A19800
A19800
A19300
A19700
A19400
A19700
A19700
A19380
A19000
A19800
A19863
A19800
A19360
A19530
A19500
A19580
A19500
A19000
A13780
A13780
A13900
A13900
A13900
A13900
A13900
A13800
A13680
A13680
A16000
A16000
A16300
A10000
A17000
A18000
A11390
A11390
A16000
A14000
A17000
A17000
A14880
A14570
A18600
A13900
A17830
A18630
A18650
A18630
A18650
A18600
A19600
A13810
A16000
A16800
A15600
A10000
A30000
A33000
A36800
A38000
A38190
A38290
A39000
A33000
A38000
A39600
A39600
A36000
A36900
A36900
A38000
A39600
A39000
A32600
A38000
A33000
A37000
A38860
A39600
A39680
A39890
A39300
A39300
A30000
A31700
A31600
A31000
A36000
A30000
A36800
A37000
A38300
A39000
A39600
A39000
A39000
A36000
A36000
A36000
A32600
A32600
A32300
A32500
A30000
A32700
A30000
A30000
A33300
A38000
A39000
A36500
A31949
A30000
A38184
A30000
A37170
A38000
A38130
A39000
A33800
A30000
A37000
A37300
A37000
A38000
A38000
A33900
A38800
A30000
A38400
A39000
A39600
A39800
A33000
A36800
A36819
A36900
A36919
A36920
A32000
A35490
A36900
A39800
A39600
A30000
A36700
A36000
A30000
A37000
A37300
A37380
A38000
A39000
A39194
A39600
A39383
A39786
A39700
A39700
A39880
A39880
A39300
A39380
A39600
A30000
A38300
A33800
A33000
A37860
A37800
A37900
A37300
A37000
A37800
A38800
A38800
A39600
A30000
A37800
A31000
A31000
A33700
A33000
A32000
A38100
A38000
A39000
A39600
A39600
A39800
A39300
A33600
A36000
A35000
A35296
A35000
A35960
A35270
A35220
A35000
A35780
A35360
A35361
A35360
A39000
A39000
A39000
A39880
A39300
A39000
A39000
A30000
A36300
A36383
A36800
A32000
A38000
A38600
A31000
A30000
A60000
A63000
A60000
A69000
A64900
A63000
A67000
A68000
A68000
A68630
A68800
A68330
A68330
A68330
A68353
A68353
A68000
A68300
A68300
A68300
A68650
A68500
A68000
A68300
A68800
A68300
A68300
A68300
A68300
A68650
A68300
A68630
A68335
A68000
A68830
A68173
A68300
A68200
A68230
A68350
A68300
A68300
A68380
A68300
A68300
A68380
A68000
A68300
A68000
A68800
A68000
A68300
A68300
A60000
A69000
A63000
A66000
A66000
A60000
A60000
A60000
A63300
A63500
A61000
A60000
A60000
A69000
A68000
A68300
A68600
A69000
A68000
A60000
A69700
A69700
A69380
A63000
A63000
A63000
A60000
A63000
A63600
A60000
A64000
A68468
A63000
A63800
A67880
A67900
A67000
A60000
A68000
A68500
A66000
A63000
A63000
A60000
A60000
A61000
A61000
A66400
A60000
A64300
A63000
A63870
A67000
A67194
A67300
A67000
A67960
A67500
A67000
A67880
A67880
A67890
A67886
A67300
A67319
A67319
A67380
A67319
A67368
A68000
A68000
A68000
A68000
A68400
A68980
A68000
A68600
A60000
A61400
A69000
A69760
A69760
A69760
A69880
A69880
A69300
A69380
A63000
A63800
A63800
A63000
A63000
A66840
A67000
A67000
A68000
A68000
A60000
A68000
A68000
A60000
A68300
A64600
A64900
A64938
A68000
A68000
A63900
A60000
A61000
A61000
A63300
A60000
A67000
A64800
A67000
A67000
A68000
A68720
A61690
A63000
A63800
A65000
A64000
A64880
A64686
A63938
A63800
A63830
A63838
A63380
A63380
A67000
A67800
A67800
A67000
A67880
A67900
A67000
A67846
A68300
A68900
A68800
A68900
A68000
A67200
A67200
A67238
A67100
A67100
A67130
A67138
A67138
A67130
A68000
A68630
A68300
A68600
A68000
A68000
A68300
A69000
A69480
A69860
A69860
A69800
A69480
A69800
A69800
A69830
A69800
A69800
A69830
A69838
A69858
A69630
A69700
A69800
A69800
A69290
A63600
A63600
A63600
A63800
A60000
A61600
A66700
A68000
A63000
A63870
A62800
A62860
A62837
A67000
A60000
A65800
A19376
A10000
A13900
A17000
A10000
A60000
A49690
A00000
A76300
A78400
A83490
A89000
A17000
A98000
A96300
A90000
A31390
A37880
A37880
A37880
A31000
A21700
A27200
A28690
A26700
A29300
A26600
A27600
A27600
A27690
A28600
A27300
A27913
A27300
A27600
A27690
A27690
A28300
A29860
A29860
A27000
A23000
A24800
A22000
A22000
A27400
A27400
A28800
A20000
A27100
A28400
A28800
A28300
A29800
A29310
A29000
A29300
A29380
A29600
A29000
A23900
A23900
A23900
A26100
A26830
A26800
A20000
A25700
A25700
A40000
A46000
A44000
A40000
A44880
A48000
A48800
A48300
A41000
A41600
A49000
A49800
A49600
A49700
A49700
A43000
A46000
A46100
A46000
A46800
A45980
A45000
A41000
A41800
A41000
A41700
A41730
A41840
A43700
A46100
A40000
A40000
A47000
A48000
A48000
A48000
A48196
A48900
A48300
A48600
A49000
A49300
A49690
A49680
A40000
A49700
A43000
A47900
A48000
A49000
A49300
A43800
A46000
A49000
A40000
A44800
A44880
A43000
A45980
A47000
A40000
A43000
A47900
A48000
A48300
A49000
A43000
A47000
A47900
A47800
A47800
A47600
A47600
A47000
A47100
A48600
A48860
A48000
A48700
A48700
A48900
A48300
A48300
A48300
A48600
A48000
A48000
A48690
A48630
A48000
A48700
A48800
A48900
A48300
A40000
A44700
A47000
A48370
A48000
A48000
A41800
A49000
A43600
A43600
A43680
A43687
A43680
A43680
A43680
A43600
A43680
A42800
A41000
A41800
A49000
A49886
A49820
A49300
A49700
A49500
A49000
A49600
A49680
A49700
A49800
A49300
A49300
A49360
A49360
A49360
A49000
A49370
A49360
A49700
A49838
A49000
A49800
A49860
A49300
A46910
A40000
A46000
A46000
A47000
A48000
A43000
A43223
A40000
A46000
A46700
A46000
A40000
A46000
A47900
A49000
A49300
A49000
A44700
A44790
A49000
A44000
A47000
A47900
A47900
A47900
A47900
A47960
A47900
A47800
A47000
A47500
A48000
A48400
A48760
A48400
A48000
A49000
A49300
A47900
A48650
A48630
A48650
A48000
A49300
A49330
A49000
A49300
A49600
A43000
A43600
A43600
A43680
A43680
A43600
A40000
A40000
A41840
A40000
A43800
A48800
A48840
A00000
A10000
A60000
A60000
A76000
A86000
A86000
A98000
A98000
A98800
A96000
A36800
A30000
A66000
A98000
A98000
A60000
A00000
A98000
A98000
A98300
A00000
A80000
A90000
A70000
A71940
A71980
A71986
A71986
A71936
A70000
A72760
A78900
A78000
A79000
A79300
A79389
A79600
A73000
A72000
A72760
A72760
A74980
A74980
A78000
A78000
A78000
A78800
A70000
A75360
A79300
A79330
A73749
A73660
A73698
A73698
A73600
A78000
A77000
A72930
A86000
A86000
A86800
A86000
A86500
A88000
A86000
A89000
A86400
A86000
A86230
A80000
A80000
A80000
A88000
A89000
A89600
A00000
A70000
A77000
A76000
A88000
A58000
A90000
A98600
A98638
A98600
A98765
A98750
A98300
A98600
A98400
A98600
A98300
A38000
A38000
A38400
A40000
A86000
A80000
A00000
A30000
A37000
A39000
A38490
A60000
A60000
A67000
A60000
A60000
A70000
A48900
A90000
A38000
A38300
A30000
A38000
A38300
A38800
A78000
A73000
A70000
A72000
A70000
A73000
A79000
A71960
A73000
A73630
A73960
A76300
A80000
A88000
A89000
A80000
A83000
A88000
A83000
A80000
A80000
A81869
A83000
A84000
A84900
A87000
A83400
A83700
A83700
A83960
A80000
A80000
A30000
A19313
A96000
A93000
A90000
A94600
A99600
A99600
A98468
A90000
A97000
A97600
A96000
A90000
A38194
A38190
A31900
A36910
A60000
A63380
A63380
A63000
A63800
A63830
A63800
A68000
A00000
A60000
A25800
A00000
A50000
A40000
A44000
A47000
A48000
A48800
A48700
A48000
A40000
A45000
A40000
A46900
A47000
A48800
A49000
A41700
A42000
A47800
A47800
A48900
A48900
A30000
A34000
A33000
A30000
A33000
A38000
A38630
A38800
A38000
A38100
A38600
A30000
A39000
A39600
A33000
A30000
A35000
A31900
A31900
A31760
A30000
A30000
A39360
A37000
A37000
A37000
A38800
A38800
A38800
A38000
A38300
A30000
A39000
A39194
A39700
A39786
A39700
A39880
A39600
A39300
A39380
A39369
A39000
A33000
A33800
A33800
A30000
A32800
A36900
A36900
A30000
A31000
A37000
A37200
A38600
A38000
A38000
A38670
A38300
A38700
A38300
A38380
A38860
A38800
A38000
A36000
A30000
A38000
A33000
A30000
A39880
A39880
A37000
A37300
A37000
A38700
A38800
A30000
A31800
A31200
A31800
A36000
A31800
A39800
A39000
A39000
A39640
A39460
A39300
A38600
A37960
A30000
A30000
A36900
A36300
A36900
A36900
A30000
A37000
A38000
A36400
A37000
A70000
A70000
A71400
A71600
A71000
A71980
A71900
A76000
A76800
A72000
A72000
A74300
A74800
A74000
A78600
A70000
A78000
A78000
A77000
A78000
A78000
A78800
A78190
A78600
A78600
A78900
A78490
A78000
A78000
A78700
A78700
A78800
A78000
A78300
A78100
A78000
A78000
A78600
A78690
A78600
A78000
A78300
A78500
A78000
A78500
A70000
A70000
A71000
A71600
A75850
A79000
A79380
A79680
A79000
A79600
A79000
A79000
A73000
A73100
A76700
A76000
A76900
A76936
A76900
A72000
A72968
A72500
A72000
A79000
A70000
A70000
A70000
A78000
A71000
A71000
A71300
A71900
A71390
A71700
A71764
A71800
A71830
A71830
A71830
A71850
A71800
A71800
A71800
A71800
A71960
A71980
A71970
A71970
A71984
A71930
A71950
A71938
A71980
A71400
A71800
A71290
A71000
A71930
A71000
A71000
A71900
A71300
A71000
A71700
A71800
A71900
A71900
A71960
A71960
A71968
A71940
A71940
A71948
A71940
A71930
A71930
A71930
A71980
A71980
A71985
A71900
A71900
A71930
A71938
A71960
A71960
A71967
A71969
A71960
A71960
A71960
A71968
A71968
A71968
A71960
A71968
A71963
A71963
A71963
A71963
A71960
A71965
A71900
A71000
A71800
A71900
A71695
A71500
A71790
A71800
A71849
A71800
A71800
A71838
A71800
A71300
A71368
A71690
A71690
A71650
A71500
A71593
A71000
A71800
A71800
A71860
A71900
A71930
A71980
A71985
A71936
A71986
A71936
A71936
A71963
A71930
A71946
A71984
A71968
A71900
A71936
A71000
A71980
A71400
A71595
A71950
A71949
A71959
A71900
A71300
A71000
A73600
A73700
A73760
A73800
A73869
A73869
A73869
A73869
A73930
A73950
A73950
A73900
A73360
A73690
A73590
A73000
A73600
A73900
A73000
A73800
A73600
A73600
A73800
A73800
A73869
A73800
A73300
A73290
A73390
A73300
A73800
A73837
A73980
A73980
A73960
A73390
A73600
A73290
A73500
A73590
A76000
A76000
A76100
A76300
A76400
A76800
A76800
A76800
A76100
A76100
A76986
A76300
A76200
A76200
A76000
A76500
A76000
A76000
A76300
A76490
A76800
A76869
A76900
A76963
A76960
A76960
A76929
A76983
A76988
A76930
A76938
A76968
A76000
A76000
A76800
A76849
A76300
A76000
A76300
A76960
A76964
A76960
A76930
A76964
A76940
A76980
A76366
A76960
A76000
A70000
A70000
A73000
A73000
A73000
A73000
A73800
A76000
A70000
A78000
A72000
A74600
A74900
A74900
A75000
A74869
A74869
A74869
A74869
A74869
A74869
A74000
A74300
A73800
A73000
A73869
A73869
A73880
A73200
A73300
A73300
A77000
A78000
A78800
A78800
A78000
A78000
A78000
A78000
A78000
A78390
A78336
A70000
A75800
A79000
A79300
A79600
A79600
A73000
A73869
A73000
A73000
A73000
A73900
A73000
A73000
A73000
A73800
A73869
A73869
A73869
A73869
A73869
A73000
A73000
A73000
A73690
A72600
A72530
A77000
A78000
A75000
A75000
A75690
A75330
A75869
A75869
A75869
A75869
A75869
A75869
A75869
A75869
A75869
A75869
A75880
A75630
A75000
A75800
A75000
A75300
A75300
A75173
A75380
A75000
A70000
A72000
A72290
A72800
A72960
A72900
A72670
A72760
A72000
A72930
A72950
A72930
A72930
A72300
A72000
A72000
A72900
A72900
A72800
A72780
A72880
A72800
A72830
A72833
A72830
A72830
A72850
A72960
A72960
A72960
A72963
A72900
A72900
A72380
A72380
A72366
A72600
A74800
A74900
A74980
A74500
A74000
A74000
A74000
A74900
A74900
A74900
A74860
A74570
A74000
A74900
A74900
A74900
A74930
A74900
A74600
A74980
A74980
A74900
A74900
A76600
A76200
A74000
A73800
A78190
A79100
A73800
A78600
A70000
A70000
A71600
A74000
A78000
A73000
A71330
A71960
A71000
A71530
A71986
A73000
A73869
A73000
A73000
A73000
A73000
A73000
A70000
A78000
A79000
A72000
A74000
A76530
A73800
A78000
A78800
A78860
A78000
A78000
A78860
A78000
A78648
A78000
A76000
A76000
A76000
A71960
A71000
A71900
A79000
A79300
A79500
A73000
A73000
A73000
A73000
A73000
A73000
A73800
A73000
A76500
A70000
A75000
A72000
A75600
A74800
A74870
A74630
A74000
A73000
A73800
A73800
A73800
A73900
A73240
A73610
A73610
A73830
A73900
A73880
A73960
A70000
A70000
A71860
A71400
A76800
A70000
A78000
A79000
A77000
A78000
A78800
A78100
A78800
A78840
A78000
A78600
A78380
A79000
A79000
A79600
A79630
A79630
A73000
A70000
A71400
A71000
A71900
A71960
A71900
A71946
A71968
A71968
A71930
A71930
A73800
A73300
A73980
A73600
A76290
A76000
A76900
A76964
A76964
A76960
A70000
A71300
A73000
A70000
A74000
A74900
A74900
A74600
A74900
A74900
A74960
A74960
A74960
A74950
A74900
A74980
A74900
A77000
A78000
A78800
A78860
A78840
A78800
A78900
A78800
A78860
A78000
A78130
A78140
A78194
A78198
A78100
A78600
A78690
A78692
A78380
A78313
A78396
A79000
A79684
A79684
A79748
A79300
A79600
A79680
A79000
A73000
A73300
A73000
A76000
A72000
A72600
A75000
A70000
A78000
A72960
A72900
A74900
A74900
A74900
A74900
A74900
A74600
A74900
A74900
A78630
A73900
A70000
A70000
A71800
A73000
A73300
A70000
A74900
A74900
A74600
A78800
A78000
A78690
A78400
A78490
A78480
A78468
A78380
A70000
A73000
A73800
A73000
A73690
A73680
A78800
A78860
A78868
A78800
A78930
A78868
A78900
A78800
A78860
A78600
A70000
A73000
A73000
A78000
A79000
A79600
A79000
A73000
A76000
A76000
A76000
A70000
A70000
A71800
A71960
A79600
A79600
A79300
A79640
A73000
A73193
A73193
A73190
A73300
A73880
A73100
A73100
A73130
A73680
A73660
A73100
A73960
A76800
A76100
A78000
A78140
A78300
A79000
A79600
A78000
A78000
A76000
A79600
A70000
A78000
A73800
A78000
A78000
A78300
A78600
A78690
A78490
A78490
A78800
A78860
A78830
A78800
A78850
A78858
A78859
A78930
A78950
A78950
A78900
A78960
A78960
A78300
A78380
A78300
A78390
A78300
A78300
A78580
A78590
A78500
A78194
A78000
A78600
A78600
A78680
A78600
A78400
A78386
A78800
A78830
A78869
A78869
A78869
A78868
A78849
A78900
A78950
A78930
A78900
A78300
A78363
A78690
A78600
A78498
A78900
A78970
A78970
A78980
A78700
A78000
A78620
A78629
A78800
A78860
A78800
A78890
A78860
A78863
A78860
A78800
A78900
A78900
A78300
A78300
A78536
A78300
A78366
A78366
A78369
A78300
A78000
A78490
A78600
A70000
A70000
A72300
A70000
A70000
A73000
A73000
A73000
A73000
A78000
A78900
A78900
A78000
A78000
A78400
A78400
A78000
A78300
A78500
A78500
A79000
A73000
A76100
A76000
A70000
A70000
A75000
A71400
A71900
A71980
A71980
A71923
A71930
A71936
A71960
A71690
A71000
A71800
A71830
A71830
A71000
A71800
A71800
A71590
A71400
A71300
A71300
A75680
A75390
A75360
A75500
A79600
A79600
A79640
A73000
A73600
A73193
A73600
A73490
A73600
A73390
A73700
A73788
A73600
A73190
A73193
A73193
A73190
A73692
A73800
A73160
A73600
A73800
A73920
A73300
A73890
A73300
A73800
A73840
A73100
A73718
A73880
A73193
A73193
A73800
A73100
A73130
A73140
A73100
A73190
A73660
A73660
A73660
A73680
A73690
A73680
A73660
A73698
A73800
A73100
A73960
A76000
A76680
A76200
A76290
A76000
A76880
A76890
A76898
A76890
A76890
A76890
A76800
A76930
A76270
A76580
A76800
A76890
A76830
A76830
A76800
A76800
A76800
A76813
A76818
A76819
A76819
A76819
A76819
A76819
A76819
A76869
A76820
A76828
A76820
A76890
A76169
A76900
A76946
A76900
A76900
A76988
A76986
A76930
A76300
A76246
A76273
A76471
A76300
A76390
A76600
A76890
A76800
A76900
A76900
A76390
A76200
A76200
A76750
A76300
A76300
A76300
A76300
A76690
A76900
A76900
A76900
A76900
A76900
A76400
A76700
A76890
A76890
A76830
A76800
A76300
A76590
A76786
A76890
A76880
A76880
A76890
A76890
A76879
A76890
A76890
A76000
A76170
A76170
A76170
A76800
A76890
A76890
A76886
A76800
A76880
A76929
A76880
A76169
A76930
A76936
A76984
A76370
A76379
A76379
A76388
A76366
A76366
A76366
A76800
A76800
A76800
A76900
A76300
A76269
A76300
A76000
A70000
A79600
A79500
A70000
A73000
A73000
A73830
A78140
A78000
A75600
A72000
A72830
A72900
A72900
A72960
A72980
A72960
A72900
A72984
A72930
A72950
A72980
A72900
A72980
A72900
A72700
A72800
A72900
A72900
A72950
A72900
A72985
A72900
A72930
A72938
A72300
A72366
A72362
A72000
A72500
A72000
A72000
A72800
A72900
A72693
A72695
A72790
A72800
A72800
A72800
A72900
A72950
A72300
A72300
A72690
A72600
A72590
A72500
A72593
A72960
A72366
A78000
A78000
A79600
A79600
A70000
A77000
A73000
A78000
A78000
A76000
A79600
A70000
A70000
A75400
A75980
A75890
A75600
A75800
A75100
A75490
A80000
A80000
A81700
A81700
A83900
A83000
A83900
A86000
A86000
A86000
A86000
A86000
A86000
A86000
A86800
A86900
A83000
A83900
A87196
A87200
A87268
A87000
A88000
A88300
A88600
A88600
A88000
A88300
A88000
A88000
A88300
A88600
A88600
A88600
A88600
A88600
A88700
A89000
A89000
A89700
A89860
A89000
A89000
A89730
A89700
A89000
A89300
A89000
A83000
A83000
A83800
A83000
A86000
A86000
A86847
A86000
A86000
A86800
A86900
A86960
A86300
A86700
A82300
A82530
A80000
A80000
A85800
A85800
A81300
A81390
A81963
A81600
A81000
A81900
A81940
A81949
A81988
A81930
A81937
A81938
A81960
A81700
A81790
A81000
A81980
A81930
A81300
A81900
A81900
A81964
A81930
A81936
A81950
A81900
A81930
A81940
A81940
A81930
A81930
A81930
A81937
A81936
A81930
A81930
A81938
A81938
A81930
A81933
A81930
A81930
A81950
A81953
A81950
A81930
A81930
A81300
A81700
A81940
A81940
A81940
A81980
A81300
A81300
A86700
A86700
A86900
A86900
A86000
A86000
A86000
A86000
A86000
A86900
A87000
A87000
A88000
A89000
A84000
A87840
A87000
A87840
A87000
A87000
A87600
A87300
A87840
A87830
A88000
A88000
A88600
A88600
A88600
A88670
A88679
A88679
A88670
A88600
A88470
A88380
A88600
A88600
A88600
A89000
A89700
A89000
A89300
A89380
A89389
A89380
A89300
A89800
A89800
A89000
A89784
A89880
A89000
A89380
A89000
A83000
A83190
A83000
A83560
A83600
A80000
A85400
A85300
A85700
A85600
A80000
A88000
A88000
A83000
A83000
A83000
A83800
A83300
A86000
A86000
A86800
A80000
A87000
A82000
A84000
A84000
A84000
A84800
A83900
A87000
A87390
A87000
A88000
A88000
A88000
A88000
A88800
A88200
A88200
A86000
A86000
A86000
A89000
A89000
A89760
A89000
A89000
A89800
A89388
A83000
A83800
A83000
A86000
A86000
A86980
A84600
A84600
A87800
A87000
A87900
A87800
A87840
A87840
A87840
A88000
A88000
A89000
A89000
A87000
A88000
A89000
A89880
A89880
A86900
A89600
A89600
A89600
A88000
A88300
A80000
A80000
A83000
A86000
A86000
A86000
A86000
A80000
A87000
A87300
A88000
A88600
A88600
A88600
A88300
A88380
A89000
A89000
A89000
A89700
A89700
A89300
A89300
A89000
A89700
A89800
A89800
A89880
A89300
A89300
A89300
A89300
A89300
A89300
A89000
A83000
A83000
A86000
A86000
A89000
A81980
A81980
A81900
A81000
A81900
A81000
A81000
A81200
A81830
A81600
A81900
A81000
A89800
A89800
A89800
A89800
A89300
A89800
A89000
A83000
A83140
A83190
A83190
A83790
A83680
A83670
A83700
A83200
A83790
A83700
A83139
A83140
A83139
A83660
A83690
A83696
A83698
A83665
A86900
A86880
A86900
A88638
A88638
A88960
A89000
A83000
A84000
A80000
A86000
A86000
A85000
A80000
A80000
A81700
A81600
A83900
A83760
A84830
A84836
A84836
A84836
A84836
A89000
A87300
A87000
A88000
A88000
A88000
A88600
A88000
A88000
A88000
A88800
A88300
A88698
A83000
A83000
A83600
A83630
A83630
A83630
A83630
A83636
A83630
A83630
A83631
A83630
A86900
A87600
A80000
A83000
A83900
A83900
A83700
A83760
A83700
A83600
A83000
A83860
A83900
A83930
A83860
A83300
A83700
A83900
A83300
A83900
A83400
A83800
A83980
A83670
A86000
A86000
A86170
A86700
A86780
A86790
A86790
A86750
A86900
A86900
A86296
A86000
A86570
A86000
A86700
A86780
A86700
A86788
A86900
A86900
A86919
A86930
A86940
A86990
A86930
A86938
A86930
A86970
A86970
A86973
A86988
A86988
A86938
A86930
A86930
A86938
A86938
A86938
A86960
A86968
A86976
A86300
A86380
A86579
A86000
A86840
A86800
A86300
A86790
A86000
A86000
A86000
A86780
A86780
A86733
A86800
A86880
A86900
A86920
A86929
A86000
A86900
A86930
A86930
A86960
A86960
A86963
A86900
A86930
A86930
A86930
A86933
A86933
A86933
A86930
A86930
A86900
A86900
A86930
A86963
A86900
A86980
A86980
A86930
A86938
A86938
A86938
A86930
A86938
A86960
A86960
A86900
A86980
A86920
A86940
A86900
A86980
A86930
A86943
A86943
A86980
A86970
A86970
A86980
A86980
A86960
A86960
A86967
A86900
A86950
A86918
A86930
A86938
A86930
A86930
A86938
A86930
A86960
A86960
A86900
A86930
A86900
A86930
A86930
A86938
A86900
A86920
A86900
A86930
A86980
A86980
A86983
A86930
A86930
A86930
A86900
A86930
A86930
A86900
A86950
A86946
A86984
A86984
A86980
A86980
A86970
A86980
A86960
A86963
A86930
A86938
A86936
A86970
A86950
A86970
A86900
A86930
A86920
A86980
A86983
A86983
A86930
A86930
A86930
A86930
A86923
A86938
A86973
A86978
A86930
A86930
A86930
A86935
A86950
A86900
A86933
A86933
A86954
A86954
A86954
A86954
A86000
A86490
A86400
A86900
A86000
A80000
A84000
A87000
A87000
A88000
A88800
A88000
A89380
A83000
A83000
A83600
A86319
A87600
A80000
A85000
A82840
A82760
A82838
A82300
A84000
A84893
A84900
A84980
A84960
A84970
A84000
A84700
A84700
A84733
A84733
A84736
A84713
A84700
A84790
A84730
A84760
A84760
A84700
A84730
A84730
A84730
A84737
A84763
A84770
A84770
A84780
A84780
A84780
A84780
A84730
A84760
A84700
A84700
A84700
A84760
A84700
A84700
A84720
A84780
A84780
A84717
A84730
A84738
A84760
A84700
A84720
A84750
A84730
A84730
A84730
A84800
A84886
A84900
A84980
A84990
A84929
A84988
A84988
A84989
A84980
A84930
A84936
A84960
A84280
A84700
A84000
A84800
A84000
A84900
A84790
A84760
A84760
A84770
A84800
A84700
A84700
A84760
A84760
A84786
A84700
A84700
A84719
A84719
A84789
A84780
A84790
A84730
A84730
A84768
A84700
A84780
A84780
A84700
A84780
A84800
A84800
A84800
A84600
A84600
A84200
A84986
A84930
A84938
A84938
A84980
A84900
A84360
A84366
A84368
A84368
A84369
A84680
A84000
A84900
A84720
A84800
A84800
A84300
A84700
A84300
A84800
A84700
A87600
A89800
A80000
A81700
A81300
A83000
A83600
A83600
A83000
A83000
A86000
A87000
A87000
A87000
A88000
A88000
A88300
A88380
A87000
A83000
A83000
A83820
A86000
A84300
A84800
A83000
A83700
A83819
A83819
A83819
A83819
A83800
A83880
A83800
A83900
A83930
A83938
A83350
A83780
A83700
A83890
A83800
A83900
A83980
A83980
A83800
A87200
A87000
A87390
A80000
A80000
A81700
A81700
A87000
A87000
A88700
A88000
A88600
A89800
A89800
A83000
A80000
A89000
A83800
A88000
A89000
A89800
A83000
A83000
A83000
A83700
A83000
A86000
A86000
A81700
A83930
A83700
A83930
A88000
A88400
A88000
A83000
A83800
A80000
A88000
A88000
A89800
A88560
A88560
A85000
A80000
A88000
A88200
A88830
A89200
A83300
A83000
A83760
A83760
A83900
A83960
A83900
A83900
A83000
A83130
A83190
A83190
A83650
A83650
A83700
A83700
A83780
A83780
A83788
A83780
A83780
A83600
A83650
A83700
A83784
A83700
A83880
A83719
A83800
A83840
A83940
A83130
A83140
A83660
A83660
A83660
A83660
A83660
A83600
A83680
A83698
A86000
A86300
A86700
A86730
A86000
A86900
A86000
A86372
A86353
A86000
A86000
A86100
A86000
A86700
A86700
A86700
A86710
A86890
A86830
A86190
A86900
A86300
A86580
A86300
A86300
A86290
A86750
A86800
A86800
A86800
A86910
A86000
A86000
A86300
A86300
A86300
A86698
A86000
A86400
A86700
A86700
A86700
A86700
A86700
A86780
A86800
A86800
A86890
A86890
A86890
A86850
A86830
A86800
A86300
A86367
A86360
A86335
A86330
A86700
A86790
A86700
A86880
A86000
A86300
A86487
A86800
A86860
A86700
A86730
A86730
A86730
A86780
A86780
A86780
A86780
A86800
A86800
A86830
A86830
A86833
A86800
A86870
A86873
A86870
A86860
A86860
A86860
A86849
A86842
A86800
A86800
A86863
A86863
A86830
A86880
