soundex_census
A, 1, 4, 0
A, 1, 4, 0
A, 1, 4, 5
A, 1, 4, 5
A, 1, 4, 5
A, 1, 4, 0
A, 1, 4, 2
A, 1, 4, 2
A, 1, 4, 0
A, 1, 5, 0
A, 1, 5, 5
A, 1, 5, 3
A, 1, 5, 3
A, 1, 5, 3
A, 1, 5, 3
A, 1, 5, 0
A, 1, 5, 2
A, 1, 5, 2
A, 1, 5, 2
A, 1, 6, 0
A, 1, 6, 0
A, 1, 6, 2
A, 1, 6, 2
A, 1, 6, 3
A, 1, 6, 2
A, 1, 6, 2
A, 1, 6, 2
A, 1, 6, 5
A, 1, 6, 4
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 0
A, 1, 6, 2
A, 1, 6, 2
A, 1, 6, 2
A, 1, 6, 3
A, 1, 6, 3
A, 1, 2, 0
A, 1, 2, 5
A, 1, 3, 0
A, 1, 0, 0
A, 1, 3, 0
A, 1, 3, 0
A, 1, 4, 0
A, 1, 4, 3
A, 1, 4, 3
A, 1, 5, 2
A, 1, 2, 3
A, 1, 3, 0
A, 1, 3, 0
A, 1, 3, 0
A, 1, 6, 0
A, 1, 2, 4
A, 1, 4, 0
A, 1, 4, 3
A, 1, 4, 2
A, 1, 4, 2
A, 1, 5, 0
A, 1, 5, 3
A, 1, 5, 2
A, 1, 5, 2
A, 1, 4, 0
A, 1, 2, 2
A, 1, 3, 1
A, 1, 3, 0
A, 1, 3, 2
A, 1, 2, 0
A, 1, 1, 0
A, 1, 2, 6
A, 1, 2, 0
A, 1, 4, 0
A, 1, 4, 5
A, 1, 4, 5
A, 1, 4, 0
A, 1, 4, 2
A, 1, 4, 0
A, 1, 4, 3
A, 1, 4, 5
A, 1, 4, 6
A, 1, 4, 2
A, 1, 4, 3
A, 1, 4, 5
A, 1, 4, 5
A, 1, 4, 2
A, 1, 4, 5
A, 1, 5, 0
A, 1, 5, 6
A, 1, 5, 3
A, 1, 5, 0
A, 1, 0, 0
A, 1, 2, 0
A, 1, 3, 4
A, 1, 4, 1
A, 1, 4, 5
A, 1, 4, 3
A, 1, 5, 0
A, 1, 5, 2
A, 1, 5, 2
A, 1, 3, 0
A, 1, 6, 3
A, 1, 6, 5
A, 1, 3, 0
A, 1, 3, 0
A, 1, 2, 3
A, 1, 4, 1
A, 1, 4, 2
A, 1, 5, 3
A, 1, 2, 3
A, 1, 0, 0
A, 1, 3, 2
A, 1, 4, 5
A, 1, 6, 0
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 2
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 0
A, 1, 6, 2
A, 1, 6, 2
A, 1, 6, 4
A, 1, 6, 5
A, 1, 6, 0
A, 1, 6, 6
A, 1, 6, 2
A, 1, 6, 0
A, 1, 6, 1
A, 1, 6, 0
A, 1, 6, 0
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 2
A, 1, 6, 4
A, 1, 6, 2
A, 1, 6, 4
A, 1, 6, 4
A, 1, 6, 2
A, 1, 6, 0
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 5
A, 1, 6, 2
A, 1, 6, 2
A, 1, 6, 2
A, 1, 6, 2
A, 1, 6, 2
A, 1, 6, 0
A, 1, 2, 4
A, 1, 2, 4
A, 1, 2, 6
A, 1, 2, 6
A, 1, 2, 6
A, 1, 2, 6
A, 1, 2, 6
A, 1, 2, 5
A, 1, 2, 3
A, 1, 2, 3
A, 1, 3, 0
A, 1, 3, 0
A, 1, 3, 2
A, 1, 0, 0
A, 1, 4, 0
A, 1, 5, 0
A, 1, 1, 2
A, 1, 1, 2
A, 1, 3, 0
A, 1, 2, 0
A, 1, 4, 0
A, 1, 4, 0
A, 1, 2, 5
A, 1, 2, 2
A, 1, 5, 3
A, 1, 2, 6
A, 1, 4, 5
A, 1, 5, 3
A, 1, 5, 3
A, 1, 5, 3
A, 1, 5, 3
A, 1, 5, 3
A, 1, 6, 3
A, 1, 2, 5
A, 1, 3, 0
A, 1, 3, 5
A, 1, 2, 3
A, 1, 0, 0
A, 2, 0, 0
A, 2, 2, 0
A, 2, 3, 5
A, 2, 5, 0
A, 2, 5, 1
A, 2, 5, 1
A, 2, 6, 0
A, 2, 2, 0
A, 2, 5, 0
A, 2, 6, 3
A, 2, 6, 3
A, 2, 3, 0
A, 2, 3, 6
A, 2, 3, 6
A, 2, 5, 0
A, 2, 6, 3
A, 2, 6, 0
A, 2, 1, 3
A, 2, 5, 0
A, 2, 2, 0
A, 2, 4, 0
A, 2, 5, 5
A, 2, 6, 3
A, 2, 6, 3
A, 2, 6, 5
A, 2, 6, 2
A, 2, 6, 2
A, 2, 0, 0
A, 2, 1, 4
A, 2, 1, 3
A, 2, 1, 0
A, 2, 3, 0
A, 2, 0, 0
A, 2, 3, 5
A, 2, 4, 0
A, 2, 5, 2
A, 2, 6, 0
A, 2, 6, 3
A, 2, 6, 0
A, 2, 6, 0
A, 2, 3, 0
A, 2, 3, 0
A, 2, 3, 0
A, 2, 1, 3
A, 2, 1, 3
A, 2, 1, 2
A, 2, 1, 2
A, 2, 0, 0
A, 2, 1, 4
A, 2, 0, 0
A, 2, 0, 0
A, 2, 2, 2
A, 2, 5, 0
A, 2, 6, 0
A, 2, 3, 2
A, 2, 1, 6
A, 2, 0, 0
A, 2, 5, 1
A, 2, 0, 0
A, 2, 4, 1
A, 2, 5, 0
A, 2, 5, 1
A, 2, 6, 0
A, 2, 2, 5
A, 2, 0, 0
A, 2, 4, 0
A, 2, 4, 2
A, 2, 4, 0
A, 2, 5, 0
A, 2, 5, 0
A, 2, 6, 0
A, 2, 5, 5
A, 2, 0, 0
A, 2, 5, 2
A, 2, 6, 0
A, 2, 6, 3
A, 2, 6, 5
A, 2, 0, 0
A, 2, 3, 5
A, 2, 3, 5
A, 2, 3, 6
A, 2, 3, 6
A, 2, 3, 6
A, 2, 1, 0
A, 2, 2, 6
A, 2, 3, 6
A, 2, 6, 5
A, 2, 6, 3
A, 2, 0, 0
A, 2, 3, 4
A, 2, 3, 0
A, 2, 0, 0
A, 2, 4, 0
A, 2, 4, 2
A, 2, 4, 2
A, 2, 5, 0
A, 2, 6, 0
A, 2, 6, 1
A, 2, 6, 3
A, 2, 6, 2
A, 2, 6, 4
A, 2, 6, 4
A, 2, 6, 4
A, 2, 6, 5
A, 2, 6, 5
A, 2, 6, 2
A, 2, 6, 2
A, 2, 6, 3
A, 2, 0, 0
A, 2, 5, 2
A, 2, 2, 5
A, 2, 2, 0
A, 2, 4, 5
A, 2, 4, 5
A, 2, 4, 6
A, 2, 4, 2
A, 2, 4, 0
A, 2, 4, 5
A, 2, 5, 5
A, 2, 5, 5
A, 2, 6, 3
A, 2, 0, 0
A, 2, 4, 5
A, 2, 1, 0
A, 2, 1, 0
A, 2, 2, 4
A, 2, 2, 0
A, 2, 1, 0
A, 2, 5, 1
A, 2, 5, 0
A, 2, 6, 0
A, 2, 6, 3
A, 2, 6, 3
A, 2, 6, 5
A, 2, 6, 2
A, 2, 2, 3
A, 2, 3, 0
A, 2, 2, 0
A, 2, 1, 6
A, 2, 0, 0
A, 2, 6, 3
A, 2, 1, 4
A, 2, 1, 1
A, 2, 0, 0
A, 2, 4, 5
A, 2, 2, 3
A, 2, 2, 3
A, 2, 2, 3
A, 2, 6, 0
A, 2, 6, 0
A, 2, 6, 0
A, 2, 6, 5
A, 2, 6, 2
A, 2, 6, 0
A, 2, 6, 0
A, 2, 0, 0
A, 2, 3, 2
A, 2, 3, 2
A, 2, 3, 5
A, 2, 1, 0
A, 2, 5, 0
A, 2, 5, 3
A, 2, 1, 0
A, 2, 0, 0
A, 3, 0, 0
A, 3, 2, 0
A, 3, 0, 0
A, 3, 6, 0
A, 3, 2, 6
A, 3, 2, 0
A, 3, 4, 0
A, 3, 5, 0
A, 3, 5, 0
A, 3, 5, 3
A, 3, 5, 5
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 0
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 3
A, 3, 5, 2
A, 3, 5, 0
A, 3, 5, 2
A, 3, 5, 5
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 3
A, 3, 5, 2
A, 3, 5, 3
A, 3, 5, 2
A, 3, 5, 0
A, 3, 5, 5
A, 3, 5, 1
A, 3, 5, 2
A, 3, 5, 1
A, 3, 5, 1
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 2
A, 3, 5, 0
A, 3, 5, 2
A, 3, 5, 0
A, 3, 5, 5
A, 3, 5, 0
A, 3, 5, 2
A, 3, 5, 2
A, 3, 0, 0
A, 3, 6, 0
A, 3, 2, 0
A, 3, 3, 0
A, 3, 3, 0
A, 3, 0, 0
A, 3, 0, 0
A, 3, 0, 0
A, 3, 2, 2
A, 3, 2, 2
A, 3, 1, 0
A, 3, 0, 0
A, 3, 0, 0
A, 3, 6, 0
A, 3, 5, 0
A, 3, 5, 2
A, 3, 5, 3
A, 3, 6, 0
A, 3, 5, 0
A, 3, 0, 0
A, 3, 6, 4
A, 3, 6, 4
A, 3, 6, 2
A, 3, 2, 0
A, 3, 2, 0
A, 3, 2, 0
A, 3, 0, 0
A, 3, 2, 0
A, 3, 2, 3
A, 3, 0, 0
A, 3, 2, 0
A, 3, 5, 2
A, 3, 2, 0
A, 3, 2, 5
A, 3, 4, 5
A, 3, 4, 6
A, 3, 4, 0
A, 3, 0, 0
A, 3, 5, 0
A, 3, 5, 2
A, 3, 3, 0
A, 3, 2, 0
A, 3, 2, 0
A, 3, 0, 0
A, 3, 0, 0
A, 3, 1, 0
A, 3, 1, 0
A, 3, 3, 2
A, 3, 0, 0
A, 3, 2, 2
A, 3, 2, 0
A, 3, 2, 5
A, 3, 4, 0
A, 3, 4, 1
A, 3, 4, 2
A, 3, 4, 0
A, 3, 4, 6
A, 3, 4, 2
A, 3, 4, 0
A, 3, 4, 5
A, 3, 4, 5
A, 3, 4, 5
A, 3, 4, 5
A, 3, 4, 2
A, 3, 4, 2
A, 3, 4, 2
A, 3, 4, 2
A, 3, 4, 2
A, 3, 4, 2
A, 3, 5, 0
A, 3, 5, 0
A, 3, 5, 0
A, 3, 5, 0
A, 3, 5, 2
A, 3, 5, 6
A, 3, 5, 0
A, 3, 5, 3
A, 3, 0, 0
A, 3, 1, 2
A, 3, 6, 0
A, 3, 6, 4
A, 3, 6, 4
A, 3, 6, 4
A, 3, 6, 5
A, 3, 6, 5
A, 3, 6, 2
A, 3, 6, 2
A, 3, 2, 0
A, 3, 2, 5
A, 3, 2, 5
A, 3, 2, 0
A, 3, 2, 0
A, 3, 3, 5
A, 3, 4, 0
A, 3, 4, 0
A, 3, 5, 0
A, 3, 5, 0
A, 3, 0, 0
A, 3, 5, 0
A, 3, 5, 0
A, 3, 0, 0
A, 3, 5, 2
A, 3, 2, 3
A, 3, 2, 6
A, 3, 2, 6
A, 3, 5, 0
A, 3, 5, 0
A, 3, 2, 6
A, 3, 0, 0
A, 3, 1, 0
A, 3, 1, 0
A, 3, 2, 2
A, 3, 0, 0
A, 3, 4, 0
A, 3, 2, 5
A, 3, 4, 0
A, 3, 4, 0
A, 3, 5, 0
A, 3, 5, 4
A, 3, 1, 3
A, 3, 2, 0
A, 3, 2, 5
A, 3, 2, 0
A, 3, 2, 0
A, 3, 2, 5
A, 3, 2, 3
A, 3, 2, 6
A, 3, 2, 5
A, 3, 2, 5
A, 3, 2, 5
A, 3, 2, 2
A, 3, 2, 2
A, 3, 4, 0
A, 3, 4, 5
A, 3, 4, 5
A, 3, 4, 0
A, 3, 4, 5
A, 3, 4, 6
A, 3, 4, 0
A, 3, 4, 5
A, 3, 5, 2
A, 3, 5, 6
A, 3, 5, 5
A, 3, 5, 6
A, 3, 5, 0
A, 3, 4, 1
A, 3, 4, 1
A, 3, 4, 1
A, 3, 4, 1
A, 3, 4, 1
A, 3, 4, 1
A, 3, 4, 1
A, 3, 4, 1
A, 3, 4, 1
A, 3, 5, 0
A, 3, 5, 3
A, 3, 5, 2
A, 3, 5, 3
A, 3, 5, 0
A, 3, 5, 0
A, 3, 5, 2
A, 3, 6, 0
A, 3, 6, 2
A, 3, 6, 5
A, 3, 6, 5
A, 3, 6, 5
A, 3, 6, 2
A, 3, 6, 5
A, 3, 6, 5
A, 3, 6, 5
A, 3, 6, 5
A, 3, 6, 5
A, 3, 6, 5
A, 3, 6, 5
A, 3, 6, 5
A, 3, 6, 3
A, 3, 6, 4
A, 3, 6, 5
A, 3, 6, 5
A, 3, 6, 1
A, 3, 2, 3
A, 3, 2, 3
A, 3, 2, 3
A, 3, 2, 5
A, 3, 0, 0
A, 3, 1, 3
A, 3, 3, 4
A, 3, 5, 0
A, 3, 2, 0
A, 3, 2, 5
A, 3, 1, 5
A, 3, 1, 5
A, 3, 1, 5
A, 3, 4, 0
A, 3, 0, 0
A, 3, 2, 5
A, 1, 6, 2
A, 1, 0, 0
A, 1, 2, 6
A, 1, 4, 0
A, 1, 0, 0
A, 3, 0, 0
A, 2, 6, 3
A, 0, 0, 0
A, 4, 3, 2
A, 4, 5, 2
A, 5, 2, 2
A, 5, 6, 0
A, 1, 4, 0
A, 6, 5, 0
A, 6, 3, 2
A, 6, 0, 0
A, 2, 1, 2
A, 2, 4, 5
A, 2, 4, 5
A, 2, 4, 5
A, 2, 1, 0
A, 1, 1, 4
A, 1, 4, 1
A, 1, 5, 3
A, 1, 3, 4
A, 1, 6, 2
A, 1, 3, 3
A, 1, 4, 3
A, 1, 4, 3
A, 1, 4, 3
A, 1, 5, 3
A, 1, 4, 2
A, 1, 4, 6
A, 1, 4, 2
A, 1, 4, 3
A, 1, 4, 3
A, 1, 4, 3
A, 1, 5, 2
A, 1, 6, 5
A, 1, 6, 5
A, 1, 4, 0
A, 1, 2, 0
A, 1, 2, 5
A, 1, 1, 0
A, 1, 1, 0
A, 1, 4, 2
A, 1, 4, 2
A, 1, 5, 5
A, 1, 0, 0
A, 1, 4, 1
A, 1, 5, 2
A, 1, 5, 5
A, 1, 5, 2
A, 1, 6, 5
A, 1, 6, 2
A, 1, 6, 0
A, 1, 6, 2
A, 1, 6, 2
A, 1, 6, 3
A, 1, 6, 0
A, 1, 2, 6
A, 1, 2, 6
A, 1, 2, 6
A, 1, 3, 1
A, 1, 3, 5
A, 1, 3, 5
A, 1, 0, 0
A, 1, 2, 4
A, 1, 2, 4
A, 2, 0, 0
A, 2, 3, 0
A, 2, 2, 0
A, 2, 0, 0
A, 2, 2, 5
A, 2, 5, 0
A, 2, 5, 5
A, 2, 5, 2
A, 2, 1, 0
A, 2, 1, 3
A, 2, 6, 0
A, 2, 6, 5
A, 2, 6, 3
A, 2, 6, 4
A, 2, 6, 4
A, 2, 2, 0
A, 2, 3, 0
A, 2, 3, 1
A, 2, 3, 0
A, 2, 3, 5
A, 2, 2, 6
A, 2, 2, 0
A, 2, 1, 0
A, 2, 1, 5
A, 2, 1, 0
A, 2, 1, 4
A, 2, 1, 4
A, 2, 1, 5
A, 2, 4, 0
A, 2, 3, 1
A, 2, 0, 0
A, 2, 0, 0
A, 2, 4, 0
A, 2, 5, 0
A, 2, 5, 0
A, 2, 5, 0
A, 2, 5, 1
A, 2, 5, 6
A, 2, 5, 2
A, 2, 5, 3
A, 2, 6, 0
A, 2, 6, 2
A, 2, 6, 3
A, 2, 6, 3
A, 2, 0, 0
A, 2, 6, 4
A, 2, 2, 0
A, 2, 4, 6
A, 2, 5, 0
A, 2, 6, 0
A, 2, 6, 2
A, 2, 2, 5
A, 2, 3, 0
A, 2, 6, 0
A, 2, 0, 0
A, 2, 2, 5
A, 2, 2, 5
A, 2, 2, 0
A, 2, 2, 6
A, 2, 4, 0
A, 2, 0, 0
A, 2, 2, 0
A, 2, 4, 6
A, 2, 5, 0
A, 2, 5, 2
A, 2, 6, 0
A, 2, 2, 0
A, 2, 4, 0
A, 2, 4, 6
A, 2, 4, 5
A, 2, 4, 5
A, 2, 4, 3
A, 2, 4, 3
A, 2, 4, 0
A, 2, 4, 1
A, 2, 5, 3
A, 2, 5, 5
A, 2, 5, 0
A, 2, 5, 4
A, 2, 5, 4
A, 2, 5, 6
A, 2, 5, 2
A, 2, 5, 2
A, 2, 5, 2
A, 2, 5, 3
A, 2, 5, 0
A, 2, 5, 0
A, 2, 5, 3
A, 2, 5, 3
A, 2, 5, 0
A, 2, 5, 4
A, 2, 5, 5
A, 2, 5, 6
A, 2, 5, 2
A, 2, 0, 0
A, 2, 2, 4
A, 2, 4, 0
A, 2, 5, 2
A, 2, 5, 0
A, 2, 5, 0
A, 2, 1, 5
A, 2, 6, 0
A, 2, 2, 3
A, 2, 2, 3
A, 2, 2, 3
A, 2, 2, 3
A, 2, 2, 3
A, 2, 2, 3
A, 2, 2, 3
A, 2, 2, 3
A, 2, 2, 3
A, 2, 1, 5
A, 2, 1, 0
A, 2, 1, 5
A, 2, 6, 0
A, 2, 6, 5
A, 2, 6, 5
A, 2, 6, 2
A, 2, 6, 4
A, 2, 6, 2
A, 2, 6, 0
A, 2, 6, 3
A, 2, 6, 3
A, 2, 6, 4
A, 2, 6, 5
A, 2, 6, 2
A, 2, 6, 2
A, 2, 6, 2
A, 2, 6, 2
A, 2, 6, 2
A, 2, 6, 0
A, 2, 6, 2
A, 2, 6, 2
A, 2, 6, 4
A, 2, 6, 5
A, 2, 6, 0
A, 2, 6, 5
A, 2, 6, 5
A, 2, 6, 2
A, 2, 3, 6
A, 2, 0, 0
A, 2, 3, 0
A, 2, 3, 0
A, 2, 4, 0
A, 2, 5, 0
A, 2, 2, 0
A, 2, 2, 1
A, 2, 0, 0
A, 2, 3, 0
A, 2, 3, 4
A, 2, 3, 0
A, 2, 0, 0
A, 2, 3, 0
A, 2, 4, 6
A, 2, 6, 0
A, 2, 6, 2
A, 2, 6, 0
A, 2, 2, 4
A, 2, 2, 4
A, 2, 6, 0
A, 2, 2, 0
A, 2, 4, 0
A, 2, 4, 6
A, 2, 4, 6
A, 2, 4, 6
A, 2, 4, 6
A, 2, 4, 6
A, 2, 4, 6
A, 2, 4, 5
A, 2, 4, 0
A, 2, 4, 2
A, 2, 5, 0
A, 2, 5, 2
A, 2, 5, 4
A, 2, 5, 2
A, 2, 5, 0
A, 2, 6, 0
A, 2, 6, 2
A, 2, 4, 6
A, 2, 5, 3
A, 2, 5, 3
A, 2, 5, 3
A, 2, 5, 0
A, 2, 6, 2
A, 2, 6, 2
A, 2, 6, 0
A, 2, 6, 2
A, 2, 6, 3
A, 2, 2, 0
A, 2, 2, 3
A, 2, 2, 3
A, 2, 2, 3
A, 2, 2, 3
A, 2, 2, 3
A, 2, 0, 0
A, 2, 0, 0
A, 2, 1, 5
A, 2, 0, 0
A, 2, 2, 5
A, 2, 5, 5
A, 2, 5, 5
A, 0, 0, 0
A, 1, 0, 0
A, 3, 0, 0
A, 3, 0, 0
A, 4, 3, 0
A, 5, 3, 0
A, 5, 3, 0
A, 6, 5, 0
A, 6, 5, 0
A, 6, 5, 5
A, 6, 3, 0
A, 2, 3, 5
A, 2, 0, 0
A, 3, 3, 0
A, 6, 5, 0
A, 6, 5, 0
A, 3, 0, 0
A, 0, 0, 0
A, 6, 5, 0
A, 6, 5, 0
A, 6, 5, 2
A, 0, 0, 0
A, 5, 0, 0
A, 6, 0, 0
A, 4, 0, 0
A, 4, 1, 6
A, 4, 1, 6
A, 4, 1, 6
A, 4, 1, 6
A, 4, 1, 6
A, 4, 0, 0
A, 4, 1, 4
A, 4, 5, 6
A, 4, 5, 0
A, 4, 6, 0
A, 4, 6, 2
A, 4, 6, 2
A, 4, 6, 3
A, 4, 2, 0
A, 4, 1, 0
A, 4, 1, 4
A, 4, 1, 4
A, 4, 2, 6
A, 4, 2, 6
A, 4, 5, 0
A, 4, 5, 0
A, 4, 5, 0
A, 4, 5, 5
A, 4, 0, 0
A, 4, 2, 2
A, 4, 6, 2
A, 4, 6, 2
A, 4, 2, 4
A, 4, 2, 3
A, 4, 2, 3
A, 4, 2, 3
A, 4, 2, 3
A, 4, 5, 0
A, 4, 4, 0
A, 4, 1, 6
A, 5, 3, 0
A, 5, 3, 0
A, 5, 3, 5
A, 5, 3, 0
A, 5, 3, 2
A, 5, 5, 0
A, 5, 3, 0
A, 5, 6, 0
A, 5, 3, 2
A, 5, 3, 0
A, 5, 3, 1
A, 5, 0, 0
A, 5, 0, 0
A, 5, 0, 0
A, 5, 5, 0
A, 5, 6, 0
A, 5, 6, 3
A, 0, 0, 0
A, 4, 0, 0
A, 4, 4, 0
A, 4, 3, 0
A, 5, 5, 0
A, 2, 5, 0
A, 6, 0, 0
A, 6, 5, 3
A, 6, 5, 3
A, 6, 5, 3
A, 6, 5, 4
A, 6, 5, 4
A, 6, 5, 2
A, 6, 5, 3
A, 6, 5, 2
A, 6, 5, 3
A, 6, 5, 2
A, 2, 5, 0
A, 2, 5, 0
A, 2, 5, 2
A, 2, 0, 0
A, 5, 3, 0
A, 5, 0, 0
A, 0, 0, 0
A, 2, 0, 0
A, 2, 4, 0
A, 2, 6, 0
A, 2, 5, 2
A, 3, 0, 0
A, 3, 0, 0
A, 3, 4, 0
A, 3, 0, 0
A, 3, 0, 0
A, 4, 0, 0
A, 2, 5, 6
A, 6, 0, 0
A, 2, 5, 0
A, 2, 5, 2
A, 2, 0, 0
A, 2, 5, 0
A, 2, 5, 2
A, 2, 5, 5
A, 4, 5, 0
A, 4, 2, 0
A, 4, 0, 0
A, 4, 1, 0
A, 4, 0, 0
A, 4, 2, 0
A, 4, 6, 0
A, 4, 1, 6
A, 4, 2, 0
A, 4, 2, 3
A, 4, 2, 6
A, 4, 3, 2
A, 5, 0, 0
A, 5, 5, 0
A, 5, 6, 0
A, 5, 0, 0
A, 5, 2, 0
A, 5, 5, 0
A, 5, 2, 0
A, 5, 0, 0
A, 5, 0, 0
