lacss
1732050
1833030
1834747
1833030
1802731
1856124
1826307
1826307
1829098
1809143
1812456
1809143
1760227
1768177
1764762
1770169
1767353
1761249
1798666
1794825
1794993
1794993
1756285
1751445
1750828
1753978
1751445
1747827
1748170
1748058
1745405
1744992
1742412
1742842
1742859
1741981
1745405
1746314
1744562
1774823
1777188
1774823
1776513
1780730
1777593
1776977
1833030
1833030
1839565
1839565
1839565
1839565
1839834
1839646
1839565
1833848
1847863
1835483
1835892
1834666
1835565
1834666
1834993
1833848
1833848
1834848
1834339
1833848
1834011
1835532
1833930
1837117
1837631
1837362
1837525
1837525
1837443
1836300
1836300
1836556
1836300
1836815
1836885
1836300
1836300
1835973
1833030
1833030
1833030
1845264
1846076
1842823
1842823
1843519
1843413
1842986
1842921
1843230
1843230
1843271
1843271
1843149
1843207
1843176
1843149
1843186
1844125
1842823
1842986
1843006
1842986
1843182
1842823
1843006
1843006
1843079
1843059
1843182
1842823
1843054
1843054
1843116
1843149
1843182
1843186
1843474
1842951
1843048
1843048
1843230
1843068
1842823
1838586
1839809
1839809
1839834
1839834
1839728
1839809
1839834
1839953
1839927
1839901
1839874
1839874
1839839
1839873
1839966
1839963
1839889
1839884
1839834
1839838
1839870
1839870
1839871
1839835
1839826
1839971
1839823
1839823
1839853
1839857
1839907
1839565
1839809
1839834
1839728
1839705
1839565
1839834
1839728
1839565
1839809
1839565
1839565
1839565
1839809
1839809
1839809
1839874
1839809
1839953
1839901
1839874
1839888
1839873
1839980
1839967
1839889
1839884
1839884
1839834
1839834
1839834
1839838
1839834
1839870
1839823
1839823
1839823
1839705
1839726
1839660
1839660
1840016
1833030
1833030
1833848
1842823
1838386
1839565
1839565
1839728
1839754
1833030
1835483
1842905
1842931
1836300
1847701
1835483
1835483
1835565
1835630
1835630
1835483
1836137
1835892
1835736
1835647
1835728
1835728
1835745
1835736
1835743
1835736
1835728
1835728
1836071
1835647
1835647
1835483
1835892
1835908
1835483
1834666
1834862
1835320
1835336
