['660000']
['075860']
['073000']
['071000']
['078000']
['078000']
['078900']
['078930']
['078930']
['078000']
['078300']
['078400']
['078650']
['078600']
['078000']
['078000']
['078600']
['078900']
['078930']
['078900']
['078000']
['078000']
['078660']
['078600']
['078600']
['078700']
['078400']
['078460']
['078000']
['076000']
['076630']
['076300']
['076360']
['076393']
['076456', '076460']
['076000']
['076100']
['076190']
['076400']
['079000']
['079000']
['079439']
['079496', '079596']
['079360']
['079500']
['079500']
['079580']
['079600']
['079800']
['079660']
['079630']
['079630']
['079630']
['079630']
['079000']
['074000', '079400']
['074830', '079483']
['074600', '079460']
['079300']
['079400']
['074000']
['074640']
['073000']
['070000']
['073000']
['073000']
['078000']
['078390']
['075830']
['075659']
['074300', '075300']
['073000']
['073000']
['073000']
['079000']
['075800']
['078000']
['078300']
['078400']
['078400']
['076000']
['076390']
['076500']
['076536']
['078000']
['074500']
['073780']
['073000']
['074000']
['074000']
['077000']
['075960']
['075000']
['078000']
['078600']
['078650']
['078000']
['078400']
['078000']
['078365']
['078660']
['078900']
['078400']
['078300']
['078600']
['078650']
['078500']
['078630']
['076000']
['076900']
['076300']
['076000']
['070000']
['075000']
['073800']
['078700']
['078640']
['078300']
['076000']
['076400', '076500']
['076400']
['073000']
['079300']
['079600']
['073000']
['073000']
['071300']
['078700']
['078546']
['076390']
['074300']
['070000']
['073400']
['078687']
['079500']
['079560']
['079566']
['079564']
['079564']
['079564']
['079566']
['079563']
['079560']
['079640']
['079160']
['079600']
['079645']
['079660']
['079600']
['079670']
['079670']
['079670']
['079674', '079675']
['079674']
['079674']
['079674']
['079674']
['079640']
['079645']
['079645']
['079646']
['079660']
['079634']
['079000']
['079430', '079530']
['079500']
['079800']
['079640', '079650']
['079000']
['079900']
['079400']
['079000']
['079700']
['079700']
['079000']
['079560']
['079600']
['079400', '079500']
['079800']
['079500']
['079800']
['079800']
['079460']
['079000']
['079600']
['079634']
['079600']
['079430']
['079440']
['079400']
['079460']
['079400']
['079000']
['074860']
['074860']
['074900']
['074900']
['074900']
['074900']
['074900']
['074600']
['074360']
['074360']
['073000']
['073500']
['074000']
['070000']
['078000']
['076000']
['077590']
['077590']
['073000']
['075000']
['078000']
['078570']
['075660']
['075480']
['075630']
['075900']
['078640', '078650']
['076340']
['076340']
['076340']
['076340']
['076300']
['079300']
['074670']
['073000']
['073600']
['074300']
['070000']
['040000', '050000']
['044000', '045000', '054000', '055000']
['043600', '053600']
['046000', '056000']
['046790', '056790']
['046790', '056790']
['049000', '059000']
['044000', '054000']
['041600', '051600']
['045930', '049300', '054930', '059300']
['045930', '049300', '054930', '059300']
['043000', '045300', '053000', '054300']
['043900', '045390', '053900', '054390']
['043900', '045390', '053900', '054390']
['045600', '046000', '054600', '056000']
['045930', '049300', '054930', '059300']
['045900', '049000', '054900', '059000']
['045730', '047300', '054730', '057300']
['045600', '046000', '054600', '056000']
['044000', '045400', '054000', '054400']
['045800', '048000', '054800', '058000']
['045663', '046630', '054663', '056630']
['045930', '049300', '054930', '059300']
['045936', '049360', '054936', '059360']
['045969', '049690', '054969', '059690']
['044000', '045400', '045940', '049400', '054000', '054400', '054940', '059400']
['044000', '045400', '045940', '049400', '054000', '054400', '054940', '059400']
['040000', '050000']
['047800', '057800']
['047300', '057300']
['047000', '057000']
['043000', '053000']
['040000', '050000']
['043600', '053600']
['048000', '058000']
['046400', '046500', '056400', '056500']
['049000', '059000']
['049300', '059300']
['049000', '059000']
['049000', '059000']
['043000', '053000']
['043000', '053000']
['041300', '051300']
['047300', '057300']
['047300', '057300']
['047400', '057400']
['047400', '057400']
['040000', '050000']
['047800', '057800']
['040000', '050000']
['040000', '050000']
['044400', '045400', '054400', '055400']
['046000', '056000']
['049000', '059000']
['044000', '054000']
['047959', '057959']
['040000', '050000']
['046765', '056765']
['040000', '050000']
['048780', '058780']
['046000', '056000']
['046740', '046750', '056740', '056750']
['049000', '059000']
['044600', '054600']
['040000', '050000']
['048000', '058000']
['048400', '058400']
['048000', '058000']
['046000', '056000']
['046000', '056000']
['045900', '059000']
['046600', '056600']
['040000', '050000']
['046500', '056500']
['049000', '059000']
['049300', '059300']
['049600', '059600']
['054000']
['043600', '053600']
['043679', '053679']
['043900', '053900']
['043979', '053979']
['043957', '053957']
['047000', '057000']
['045900', '054590']
['043900', '053900']
['049600', '059600']
['049300', '059300']
['040000', '050000']
['043800', '053800']
['043000', '053000']
['045000', '050000']
['045800', '058000']
['045840', '058400']
['045846', '058460']
['045600', '056000']
['045900', '059000']
['045979', '059795']
['045930', '059300']
['045956', '059564', '059565']
['045986', '059863']
['045980', '059800']
['045980', '059800']
['045966', '059660']
['045966', '059660']
['045400', '045940', '054000', '059400']
['045460', '045946', '054600', '059460']
['045930', '059300']
['045000', '050000']
['045640', '056400']
['045460', '054600']
['045400', '054000']
['045863', '058630']
['045860', '058600']
['045890', '058900']
['045840', '058400']
['045800', '058000']
['045860', '058600']
['045660', '056600']
['045660', '056600']
['045930', '059300']
['045400', '054000']
['048600', '058600']
['047000', '057000']
['047000', '057000']
['044800', '045800', '054800', '055800']
['044500', '045000', '054500', '055000']
['047000', '057000']
['046700', '056700']
['046000', '056000']
['049000', '059000']
['049300', '059300']
['049300', '059300']
['049600', '059600']
['044000', '049400', '054000', '059400']
['044300', '054300']
['043000', '053000']
['045400', '055400']
['045793', '057930']
['045000', '050000']
['045930', '059300']
['045780', '057800']
['045770', '057700']
['045100', '051000']
['045860', '058600']
['045430', '054300']
['045437', '054374', '054375']
['045430', '054300']
['049000', '059000']
['049000', '059000']
['049000', '059000']
['049660', '059660']
['049400', '059400']
['049000', '059000']
['049000', '059000']
['040000']
['043400', '053400']
['043564', '053564']
['043600', '053600']
['047000', '057000']
['046000', '056000']
['046300', '056300']
['047000', '057000']
['040000', '050000']
['030000']
['034000', '035000']
['030000']
['039000']
['031900']
['035000']
['038000']
['036000']
['036000']
['036340']
['036600']
['036450', '036550']
['036445', '036450', '036545', '036550']
['036450', '036550']
['036450']
['036450']
['036000']
['036400', '036500']
['036500']
['036400']
['036400']
['036400']
['036000']
['036500']
['036600']
['036400', '036500']
['036400', '036500']
['036450', '036500']
['036400', '036500']
['036400']
['036500']
['036340']
['036574']
['036000']
['036640']
['036784']
['036400']
['036700']
['036740', '036750']
['036740']
['036745']
['036400']
['036460']
['036450']
['036450']
['036460']
['036000']
['036400']
['036000']
['036600']
['036000']
['036500']
['036400']
['030000']
['039000']
['034000']
['033000']
['033000']
['037000']
['030000']
['031000']
['034450', '034500', '035450', '035500']
['034540', '035540']
['037000']
['030000']
['030000']
['039000']
['036000']
['036400']
['036300']
['039000']
['036000']
['030000']
['039800']
['039800']
['034600', '039460']
['034000']
['034000']
['034000']
['030000']
['034540', '035400']
['034300', '035300']
['030000']
['035000']
['036536']
['034000']
['034600']
['038660']
['038900']
['038000']
['030000']
['036000']
['036400']
['033000']
['034000', '034500', '035000', '035400']
['034000', '035000']
['030000']
['030000']
['037100']
['037000']
['033100']
['030000']
['035500']
['035100']
['035680']
['038000']
['038795']
['038500']
['038100']
['038593']
['038400']
['038000']
['038660']
['038660']
['038619']
['038663']
['038400']
['038479']
['038479']
['038460']
['038479']
['038436']
['036000']
['036000']
['036000']
['036000']
['036000', '036400']
['036960']
['036000']
['036300']
['031000']
['037100']
['039000']
['039583']
['039583']
['039583']
['039660']
['039660']
['034000', '039400']
['034600', '039460']
['034000']
['034600']
['034600']
['034000']
['034000']
['033600', '033640']
['037800']
['037800']
['037600']
['037660']
['030000']
['031600']
['031600']
['031000']
['031650']
['035300']
['035900']
['035460', '035946']
['035600']
['035600']
['035590']
['030000']
['037000']
['037000']
['034540', '035400']
['030000']
['038000']
['035600']
['038000']
['038000']
['036000']
['036870']
['037390']
['034000']
['034600']
['035400']
['030000', '034000']
['034660', '036600']
['033630', '034363']
['035460', '035946']
['035600']
['035640']
['035646']
['035460']
['035460']
['038000']
['038600']
['038760']
['038000']
['038660']
['038900']
['038000']
['038653']
['036400']
['036900']
['036600']
['036900']
['036000']
['038700']
['038700']
['038746']
['038700']
['038700']
['038740']
['038746']
['038746']
['038740']
['036000']
['036340']
['036500']
['036300']
['036000']
['036000']
['036400']
['039000']
['039460', '039600']
['039630']
['039630']
['039600']
['039560']
['039600']
['039600']
['039640', '039650']
['039600']
['039600']
['039640']
['039646']
['039646']
['039340', '039350']
['039800']
['039600']
['039600']
['039790']
['043000']
['043000']
['043000']
['046000']
['030000']
['037300']
['033800']
['036000']
['034000']
['034680']
['037600']
['037630']
['037648', '037658']
['037800']
['030000']
['046000']
['074830', '079483']
['070000']
['074900']
['078000']
['070000']
['030000']
['059390']
['000000']
['084000']
['086500']
['064590']
['069000']
['078000']
['096000']
['094000']
['090000']
['047490', '047590']
['048660']
['048660']
['048660']
['047000']
['077800']
['078700']
['076390']
['073800']
['077950']
['073300']
['078300']
['078300']
['075839']
['076300']
['078450', '078500']
['078974', '078975']
['078450', '078500']
['078300']
['078390']
['078390']
['076400']
['079630']
['079630']
['078000']
['074000']
['075600']
['077000']
['077000']
['078500']
['078100']
['076600']
['070000']
['078700']
['076500']
['076600']
['076400']
['079600']
['079470']
['079000']
['079400', '079500']
['079460', '079560']
['079300']
['079000']
['074900']
['074900']
['074900']
['073700']
['073640']
['073600']
['070000']
['074800']
['074800']
['050000']
['053000']
['055000']
['055000']
['051660']
['056000']
['056600']
['056400']
['057000']
['057300']
['059000']
['059600']
['059300']
['059780']
['059780']
['054000']
['053000']
['053700']
['053000']
['053600']
['054960']
['054000']
['057000']
['057160']
['057000']
['057800']
['057840']
['057650']
['054800', '058000']
['053700']
['050000']
['050000']
['058000']
['056000']
['056000']
['056000']
['056793']
['056900']
['056400']
['056300']
['059000']
['054000', '059400']
['059390']
['059360']
['050000']
['059780']
['054000']
['058900']
['056000']
['059000']
['054000', '059400']
['054600']
['053000']
['059000']
['050000']
['051600']
['051660']
['054000']
['054960']
['058000']
['050000']
['054000', '055000']
['058900']
['056000']
['056400']
['059000']
['054000']
['058000']
['058900']
['058600']
['058600']
['058300']
['058300']
['058000']
['058700']
['056300']
['056630']
['056000']
['056800']
['056800']
['056900']
['056400']
['056400']
['056400']
['056300']
['056700']
['056000']
['056539']
['056400']
['056000']
['056800']
['056600']
['056900']
['056400']
['050000']
['055800']
['058000']
['056480', '056580']
['056000']
['056000']
['057600']
['059000']
['054300']
['054300']
['054360']
['054368']
['054365']
['054360']
['054360']
['054300']
['054360']
['057600']
['057000']
['057600']
['059000']
['059663']
['059670']
['059400']
['059780']
['059400']
['059000']
['059300']
['059360']
['059800']
['059600']
['059400']
['059400']
['059430']
['059430']
['059430']
['059000']
['059480', '059580']
['059430']
['059800']
['059646']
['059000']
['059600']
['059630']
['059400']
['053970']
['050000']
['053000']
['053000']
['058000']
['056000']
['054000']
['054774']
['051000']
['053000']
['053800']
['053000']
['050000']
['053000']
['058900']
['059000']
['059400']
['059000']
['055800']
['055890']
['051900']
['055000']
['058000']
['058900']
['058900']
['058900']
['058900']
['058930']
['058900']
['058600']
['058000']
['058400']
['056000']
['056500']
['056830']
['056500']
['056000']
['059000']
['059400']
['058900']
['056340']
['056340']
['056340']
['056000']
['059400', '059500']
['059540']
['059000']
['054000', '059400']
['059300']
['054000']
['054300']
['054300']
['054360']
['054360']
['054300']
['057000']
['050000']
['057650']
['050000']
['055600']
['056600']
['056650']
['000000']
['057000']
['053000']
['053000']
['058300']
['056300']
['056300']
['059600']
['059600']
['059660']
['059300']
['054360']
['054000']
['033000']
['059600']
['059600']
['053000']
['050000']
['059600']
['059600']
['059640']
['050000']
['056000']
['059000']
['080000']
['087950']
['087960']
['087963']
['087963']
['087943', '087953']
['080000']
['087830']
['086190']
['086000']
['089000']
['084000', '089400']
['084619', '089461']
['089300']
['084000']
['087000']
['087830']
['087830']
['085960']
['085960']
['085600']
['086000']
['086000']
['086600']
['080000']
['085430']
['089400', '089500']
['089540']
['084859']
['084330']
['084396']
['084396']
['084730']
['086000']
['087800']
['087400', '087940']
['063000']
['063000']
['063600']
['063000']
['064000']
['066000']
['063000']
['069000']
['063000']
['063000']
['063740', '063750']
['060000']
['060000']
['060000']
['066000']
['069000']
['069300']
['050000']
['058000']
['058800']
['058300']
['056600']
['056000']
['090000']
['096300']
['096460']
['096300']
['096584']
['096584']
['096400']
['096300']
['096500']
['096300']
['096400']
['046000']
['046000']
['046500']
['051000']
['056300']
['056000']
['000000']
['040000', '050000']
['048000', '058000']
['049000', '059000']
['046590', '056590']
['030000']
['030000']
['038000']
['030000']
['030000']
['080000']
['056900']
['059000']
['056000']
['056400']
['050000']
['056000']
['056400']
['056600']
['086000']
['084000']
['080000']
['087000']
['080000']
['084000']
['089000']
['087930']
['084000']
['084345', '084350']
['084793']
['084000']
['060000']
['066000']
['069000']
['060000']
['064000']
['066000']
['064000']
['060000']
['060000']
['067639']
['064000']
['065000']
['065900']
['068000']
['064500']
['064800']
['064800']
['064793']
['060000']
['060000']
['040000']
['074740', '074750', '079474', '079475']
['093000']
['094000']
['090000']
['095300']
['095930']
['095930']
['096536']
['090000']
['098000']
['098300']
['093000']
['090000']
['046795']
['046790']
['047900']
['043970']
['030000']
['044600']
['044600']
['034000']
['035600']
['035640']
['035600']
['036000']
['000000']
['030000']
['074600']
['075000']
['047000']
['000000']
['000000']
['080000']
['060000']
['066000']
['068000']
['060000']
['000000']
['054000']
['010000']
['039000']
['080000']
['066000']
['090000']
['078000']
['070000']
['086000']
['086000']
['069000']
['069000']
['050000']
['055000']
['055400']
['050000']
['055000']
['056000']
['056400']
['056600']
['056000']
['056700']
['056300']
['050000']
['059000']
['059300']
['054000']
['050000']
['054700']
['057900']
['057900']
['057830']
['050000']
['050000']
['055430', '055943']
['058000']
['058000']
['058000']
['056600']
['056600']
['056600']
['056000']
['056400']
['050000']
['059000']
['059795']
['059800']
['059863']
['059800']
['059660']
['059300']
['054000', '059400']
['054600', '059460']
['054396', '059439']
['059000']
['054000']
['054600']
['054600']
['050000']
['057600']
['053900']
['053900']
['050000']
['057000']
['058000']
['058700']
['056300']
['056000']
['056000']
['056380']
['056400']
['056800']
['056400']
['056460']
['056763']
['056600']
['056000']
['053000']
['050000']
['056000']
['054000']
['051000']
['059660']
['059660']
['058000']
['058400']
['058000']
['056800']
['056600']
['050000']
['057600']
['057700']
['057600']
['053000']
['057600']
['059600']
['059700']
['059000']
['059350']
['059530']
['059400']
['054630']
['054893']
['054000']
['054000']
['053900']
['053400']
['053900']
['053900']
['050000']
['058000']
['056000']
['053570']
['058000']
['080000']
['080000']
['087500']
['087300']
['087000']
['087960']
['087900']
['083000']
['083600']
['087000']
['087000']
['085400', '085500']
['085600']
['085000']
['086300']
['080000']
['086000']
['086000']
['088000']
['086000']
['086000']
['086600']
['086790']
['086300']
['086300']
['086900']
['086590']
['086000']
['086000']
['086800']
['086800']
['086600']
['086000']
['086400']
['086700']
['086000']
['086000']
['086300']
['086390']
['086300']
['086000']
['086400']
['086400']
['086000']
['086400']
['080000']
['080000']
['087000']
['087300']
['085640']
['089000']
['089460', '089560']
['089360']
['089000']
['089300']
['089000']
['089000']
['084000']
['084700']
['083800']
['083000']
['083900']
['083943']
['083900']
['087000']
['087936']
['087400']
['087000']
['087900']
['087000']
['080000']
['081000']
['081600']
['087000']
['087000']
['087400', '087500']
['087900']
['087590']
['087800']
['087831']
['087600']
['087640']
['087640']
['087640']
['087640']
['087600']
['087600']
['087600']
['087600']
['087930']
['087960']
['087980']
['087980']
['087965']
['087940']
['087940']
['087946', '087956']
['087960']
['087500']
['087600']
['087790']
['087000']
['087950']
['087000']
['087000']
['087900']
['087450', '087500']
['087000']
['087800']
['087600']
['087900']
['087900']
['087930']
['087930']
['087936']
['087950']
['087950']
['087956']
['087950']
['087954']
['087940', '087950']
['087940', '087950']
['087960']
['087960']
['087964']
['087900']
['087900']
['087400', '087940']
['087460', '087946']
['087930']
['087930']
['087938']
['087939']
['087930']
['087930']
['087930']
['087936']
['087936']
['087936']
['087930']
['087936']
['087940']
['087946']
['087946']
['087934']
['087930']
['087940']
['087900']
['087000']
['087600']
['087900']
['087394']
['087400']
['087890']
['087600']
['087659']
['087600']
['087600']
['087646']
['087600']
['087400']
['087436']
['087390']
['087390']
['087400']
['087400']
['087494']
['087000']
['087600']
['087600']
['087630']
['087900']
['087940']
['087960']
['087964']
['087943', '087953']
['087963']
['087943', '087953']
['087946', '087954']
['087946']
['087940', '087950']
['087953']
['087965']
['087936']
['087900']
['087943', '087953']
['087000']
['087960']
['087100']
['087595']
['087940']
['087959']
['087959']
['087900']
['087400']
['087000']
['084300', '085300']
['084800', '085800']
['084830', '085830']
['084600', '085600']
['084639', '085639']
['084639', '085639']
['084639', '085639']
['084639', '085639']
['084940', '085940']
['084940', '085940']
['084940', '085940']
['084900', '085900']
['084430', '085430']
['084390', '085390']
['084490', '085490']
['084000', '085000']
['084300', '085300']
['084900', '085900']
['084000', '085000']
['084600', '085600']
['084300', '085300']
['084300', '085300']
['084600', '085600']
['084600', '085600']
['084639', '085639']
['084600', '085600']
['084400', '085400']
['084790', '085790']
['084490', '084590', '085490', '085590']
['084450', '084500', '085450', '085500']
['084600', '085600']
['084648', '084658', '085648', '085658']
['084960', '085960']
['084960', '085960']
['084930', '085930']
['084490', '085490']
['084300', '085300']
['084790', '085790']
['084540', '085540']
['084490', '085490']
['083000']
['083000']
['083700']
['083400', '083500']
['083500']
['083600']
['083600']
['083600']
['083700']
['083700']
['083963']
['083400']
['083700']
['083700']
['083000']
['083400']
['083000']
['083000']
['083400', '083500']
['083590']
['083600']
['083639']
['083900']
['083934', '083935']
['083930']
['083930']
['083979']
['083965']
['083966']
['083400', '083940']
['083460', '083946']
['083936']
['083000']
['083000']
['083600']
['083659']
['083400']
['083000']
['083400']
['083930']
['083935']
['083930']
['083940', '083950']
['083935']
['083950']
['083960']
['084330']
['083793']
['083000']
['080000']
['080000']
['084000', '085000']
['084000', '084500', '085000', '085400']
['084000', '085000']
['084500', '085000']
['084546', '085460']
['083000']
['080000']
['086000']
['087000']
['085300']
['085900']
['085900']
['085400']
['081639']
['081639']
['081639']
['081639']
['081639']
['081639']
['081000']
['081400']
['085600']
['085400']
['085463']
['085463']
['085466']
['085417']
['085440', '085450']
['085440', '085450']
['088000']
['086000']
['086600']
['086600']
['086150']
['086000']
['086000']
['086000']
['086000']
['086490', '086590']
['086443', '086543']
['080000']
['085600']
['089000']
['084000', '089400']
['089300']
['089300']
['084000']
['084639']
['084000']
['084000']
['084000']
['084900']
['084000']
['084000']
['084000']
['084600']
['084639']
['084639']
['084639']
['084639']
['084639']
['084000']
['084000']
['084000']
['084390']
['087300']
['087440']
['087800']
['087600']
['085400']
['085400']
['085439']
['085454']
['085463']
['085463']
['085463']
['085463']
['085463']
['085463']
['085463']
['085463']
['085463']
['085463']
['085466']
['085434']
['085400']
['085460']
['085400']
['085440']
['085440']
['085478']
['085460']
['085400']
['080000']
['087000']
['087790']
['087600']
['087930']
['087900']
['087387']
['087830']
['087000']
['087940']
['087940']
['087940']
['087400', '087940']
['087400']
['087000']
['087000']
['087900']
['087900']
['087600']
['087860']
['087660']
['087600']
['087640']
['087644', '087645']
['087640']
['087640']
['087640']
['087930']
['087930']
['087930']
['087946']
['087900']
['087900']
['087460']
['087460']
['087433']
['087300']
['085560']
['085900']
['085960']
['085400']
['085000']
['085000']
['085000']
['085900']
['085900']
['085900']
['085630']
['085480']
['085000']
['085900']
['085900']
['085900']
['085400', '085940']
['085900']
['085300']
['085960']
['085960']
['085900']
['085900']
['085330']
['085370']
['085000']
['085560']
['085679']
['085970']
['085460']
['085630']
['080000']
['080000']
['087300']
['085000']
['086000']
['084000']
['087440', '087450']
['087930']
['087500']
['087450']
['087963']
['084000', '085000']
['084639', '085639']
['084000', '085000']
['084000', '085000']
['084000', '085000']
['084000', '085000']
['084500', '085000']
['080000']
['086000']
['089000']
['087000']
['085000']
['085440', '085450']
['085600']
['086000']
['086600']
['086630']
['086000']
['086000']
['086630']
['086000']
['086356']
['086000']
['083000']
['083000']
['083000']
['087930']
['087000']
['087900']
['089000']
['089400']
['089400']
['084000']
['084000']
['084000']
['084000']
['084000']
['084000']
['084600']
['084000']
['084000']
['080000']
['085400']
['087000']
['084300']
['084600', '086000']
['084680', '086800']
['084000', '084400']
['080000', '084000']
['085000']
['085600']
['085600']
['085600']
['085900']
['085710']
['085370']
['085370']
['085640']
['085900']
['085660']
['085930']
['080000']
['080000']
['087630']
['087500']
['083600']
['080000']
['086000']
['089000']
['088000']
['086000']
['086600']
['086700']
['086600']
['086650']
['086000']
['086300']
['086460']
['089000']
['089000']
['089300']
['089340', '089350']
['089340', '089350']
['084000']
['087000']
['087500']
['087000']
['087900']
['087930']
['087900']
['087953']
['087936']
['087936']
['087950']
['087954']
['084600', '085600']
['084450', '084500', '085450', '085500']
['084960', '085960']
['084300', '085300']
['083790']
['083000']
['083900']
['083935']
['083935']
['083930']
['080000']
['087400', '087500']
['084000', '085000']
['080000']
['085000']
['085900']
['085900']
['085300']
['085900']
['085900']
['085930']
['085930']
['085930']
['085940']
['085900']
['085960']
['085900']
['088000']
['086000']
['086600']
['086630']
['086650']
['086600']
['086190']
['086600']
['086630']
['086000']
['086740', '086750']
['086750']
['086795']
['086796']
['086700']
['086300']
['086390']
['086397']
['086460']
['086474', '086475']
['086479']
['089000']
['089365']
['089365']
['089585']
['084000', '089400']
['089300']
['089360']
['089000']
['084000']
['084400']
['084000']
['083000']
['087000']
['087300']
['085400']
['080000']
['086000']
['087930']
['087900']
['085190']
['085190']
['085190']
['085900']
['085900']
['085300']
['085900']
['085900']
['085640']
['085490']
['080000']
['080000']
['087600']
['084500', '085000']
['084450', '084500', '085450', '085500']
['080000']
['085900']
['085900']
['085300']
['086600']
['086000']
['086390']
['086500']
['086590']
['086560']
['086536']
['086460']
['080000']
['084000']
['084600']
['084000']
['084390']
['084360']
['086600']
['086630']
['086636']
['086600']
['086940']
['086636']
['086900']
['086600']
['086630']
['086300']
['080000']
['084000', '084500', '085000', '085400']
['084000', '084500', '085000', '085400']
['086000']
['089000']
['089300']
['089000']
['084000']
['083000']
['083000']
['083000']
['087000']
['080000']
['087600']
['087930']
['089300']
['089300']
['089400', '089500']
['089350']
['084000']
['084795']
['084795']
['084790']
['084400']
['084660']
['084700']
['084700']
['084740', '084750']
['084360']
['084330']
['084700']
['084793']
['083600']
['083700']
['086000']
['086750']
['086400']
['089000']
['087930']
['087600']
['087600']
['087300']
['087930']
['080000']
['086000']
['084600']
['086000']
['086000']
['086450', '086500']
['086300']
['086390']
['086590']
['086590']
['086600']
['086630']
['086640']
['086600']
['086640']
['086646']
['086649']
['086940']
['086940']
['086940']
['086900']
['086930']
['086930']
['086400']
['086460']
['086400']
['086490']
['086400']
['086400']
['086460']
['086490']
['086400']
['086795']
['086000']
['086300']
['086300']
['086360']
['086300']
['086100']
['086563']
['086600']
['086640']
['086639']
['086639']
['086639']
['086636']
['086659']
['086900']
['086940']
['086940', '086950']
['086900']
['086400']
['086434', '086435']
['086390']
['086300']
['086596']
['086900']
['086980']
['086980']
['086960']
['086800']
['086000']
['086370']
['086379']
['086600']
['086630']
['086600']
['086690']
['086630']
['086634']
['086630']
['086600']
['086900']
['086900']
['086400']
['086470']
['086543']
['086400']
['086433']
['086433']
['086439']
['086470']
['086000']
['086149', '086190']
['086300']
['080000']
['080000']
['087400']
['080000']
['081000']
['084000']
['084000']
['084000']
['084000']
['086000']
['086900']
['086900']
['086000']
['086000']
['086500']
['086500']
['086000']
['086400']
['086400']
['086400']
['089000']
['084000']
['083700']
['083000']
['080000']
['081000']
['084000']
['087500']
['087900']
['087960']
['087960']
['087974', '087975']
['087400', '087940']
['087436', '087943']
['087930']
['087390']
['087000']
['087600']
['087640']
['087640']
['087000']
['087600']
['087600']
['087490']
['087500']
['087400']
['087400', '087500']
['085360']
['085490', '085590']
['085430']
['085400']
['089300']
['089300']
['089350']
['084000']
['084300']
['084795']
['084300']
['084590']
['084300']
['084590']
['084800']
['084866']
['084130']
['084790']
['084795']
['084795']
['084790']
['084397']
['084600']
['084730']
['084300']
['084600']
['084970']
['084500']
['084690']
['084400']
['084600']
['084650']
['084700']
['084876']
['084660']
['084795']
['084795']
['084600']
['084700']
['084740', '084750']
['084750']
['084770']
['084790']
['084330']
['084330']
['084330']
['084360']
['084390']
['084360']
['084330']
['084396']
['084600']
['084700']
['084793']
['083000']
['083360']
['083700']
['083790']
['083500']
['083660']
['083690']
['083696']
['083690']
['083690']
['083690']
['083600']
['083940']
['083780']
['083460']
['083600']
['083619']
['083640']
['083640']
['083600']
['083600']
['083600']
['083674', '083675']
['083676']
['083679']
['083679']
['083679']
['083679']
['083679']
['083679']
['083639']
['083657']
['083657']
['083657']
['083690']
['083739']
['083900']
['083953']
['083900']
['083900']
['083966']
['083963']
['083400', '083940']
['083400']
['083753']
['083784']
['083587']
['083400']
['083490']
['083300']
['083690']
['083600']
['083900']
['083900']
['083490']
['083700']
['083700']
['083840']
['083400']
['083400', '083500']
['083400', '083500']
['083450', '083500']
['083390']
['083900']
['083900']
['083900']
['083900']
['083900']
['083500']
['083800']
['083690']
['083690']
['083640']
['083600']
['083400']
['083490']
['083863']
['083619']
['083660']
['083660']
['083619']
['083619']
['083689']
['083690']
['083690']
['083000']
['083780']
['083780']
['083780']
['083600']
['083690']
['083690']
['083663']
['083600']
['083660']
['083979']
['083660']
['083739']
['083940', '083950']
['083943', '083953']
['083965']
['084800']
['084890']
['084890']
['084660']
