N50000
v00000
v10000
v12000
v10000
v34530
v73000
v23000
v23000
v28500
v20000
v28000
v20000
v45300
v41800
v43652
v47800
v42300
v43000
v53000
v54300
v53000
v53000
v53630
v55850
v56300
v58330
v55850
v34000
v35000
v38500
v68330
v80000
v65000
v65800
v65850
v68000
v83300
v87430
v38000
v80000
v85300
v80000
v85000
v85000
v84530
v85800
v10000
v10000
v13000
v13000
v13000
v13000
v13400
v13000
v13000
v10000
v15000
v14000
v14800
v15000
v15200
v15000
v15300
v10000
v16000
v11540
v12000
v10000
v15000
v12800
v10000
v18000
v18240
v18400
v18000
v18000
v18300
v13000
v13000
v13524
v13000
v13240
v13520
v13000
v13000
v15800
v10000
v10000
v10000
v17000
v18000
v10000
v10000
v13800
v15530
v15000
v15000
v18000
v18000
v18000
v18000
v13000
v13520
v13400
v13000
v13830
v18000
v10000
v15000
v15530
v15000
v13000
v10000
v15530
v15530
v15235
v15200
v13000
v10000
v15353
v15358
v15800
v13000
v13000
v13800
v13000
v16823
v16800
v16800
v18000
v14000
v10000
v18300
v13400
v13400
v13400
v13400
v13500
v13400
v13440
v13488
v13473
v13425
v13430
v13430
v13445
v13453
v13431
v13433
v13423
v13426
v13400
v13437
v13454
v13454
v13458
v13451
v13450
v13423
v13465
v13465
v13484
v13483
v13410
v13000
v13400
v13400
v13500
v13655
v13000
v13400
v13500
v13000
v13400
v13000
v13000
v13000
v13400
v13400
v13400
v13430
v13400
v13488
v13425
v13430
v13425
v13453
v13420
v13431
v13423
v13426
v13426
v13400
v13400
v13400
v13437
v13400
v13454
v13465
v13465
v13465
v13655
v13625
v13650
v13655
v13845
v10000
v10000
v10000
v11000
v12880
v13000
v13000
v13500
v13610
v10000
v14000
v12000
v12450
v13000
v10000
v14000
v14000
v14000
v14300
v14300
v14000
v14300
v14800
v14520
v14500
v14000
v14000
v14500
v14000
v14300
v14600
v14000
v14000
v14550
v14500
v14500
v14000
v14800
v14850
v14000
v15000
v15530
v15300
v15350
v15363
v15385
v15000
v15000
v15000
v15800
v10000
v16000
v16836
v12651
v13500
v16200
v12000
v12400
v16500
v14000
v15500
v15300
v15300
v15300
v15300
v16000
v18000
v18430
v18500
v13000
v13800
v18000
v18580
v13000
v10000
v13000
v13000
v17400
v17430
v14300
v15200
v12300
v13000
v13000
v13000
v16000
v12400
v14000
v14300
v14800
v14800
v15000
v15300
v15200
v15235
v14000
v18200
v13140
v13000
v13800
v18000
v17000
v12650
v12000
v14000
v14500
v14520
v14000
v14800
v14000
v14352
v14550
v14000
v14800
v14300
v14500
v14520
v14200
v14530
v15000
v15000
v15300
v15000
v10000
v12000
v13400
v14700
v14580
v14300
v15000
v15800
v15800
v13000
v13000
v15000
v13000
v13000
v13000
v14700
v14850
v15300
v18300
v10000
v13800
v14541
v16000
v16500
v16550
v16580
v16585
v16585
v16550
